code;type;discipline;class;result;sex
DMMK;GER;10-K;MJU20;5800;M
DMMK;GER;10-KM;MJU20;16500;M
DMMK;GER;7-K;WJU20;4300;W
DMMK;GER;7-KM;WJU20;12000;W
DMMK;GER;10-K;MJU18;5800;M
DMMK;GER;10-KM;MJU18;16500;M
DMMK;GER;7-K;WJU18;4500;W
DMMK;GER;7-KM;WJU18;12750;W
DMMK;GER;9-K;M15;4900;M
DMMK;GER;9-K;M14;4400;M
DMMK;GER;9-KM;MJU16;13850;M
DMMK;GER;7-K;W15;3600;W
DMMK;GER;7-K;W14;3400;W
DMMK;GER;7-KM;WJU16;10500;W
