result,nation,venue,venueCountry,date,name,yearOfBirth,sex,event,type
1:27.57,AHO,Sydney,AUS,2000-09-14,Florencia Hunt,1978,Female,600,NR
1:25.79,AUS,Naimette-Xhovémont,BEL,2012-07-05,Tamsyn Manou,1978,Female,600,NR
1:25.91,BEL,Naimette-Xhovémont,BEL,2002-08-27,Sandra Stals,1975,Female,600,NR
1:26.86,BLR,Naimette-Xhovémont,BEL,2002-08-27,Natallia Dziadkova,1979,Female,600,NR
1:27.37,CGO,Sydney,AUS,2000-09-14,Leontine Tsiba,1973,Female,600,NR
1:27.12,FIN,Jyväskylä,FIN,2023-05-23,Eveliina Määttänen,1995,Female,600,NR
1:24.4,ITA,Rieti,ITA,1999-09-29,Patrizia Spuri,1973,Female,600,NR
1:24.09,JAM,Philadelphia PA,USA,2022-04-30,Natoya Goule-Toppin,1991,Female,600,NR
1:22.87,MOZ,Naimette-Xhovémont,BEL,2002-08-27,Maria Mutola,1972,Female,600,NR
1:26.64,NGR,Naimette-Xhovémont,BEL,2004-08-03,Alice Nwosu,1984,Female,600,NR
1:26.90,NOR,Trondheim,NOR,2020-09-28,Hedda Hynne,1990,Female,600,NR
1:21.77,RSA,Berlin,GER,2017-08-27,Caster Semenya,1991,Female,600,NR
1:42.96,SWE,Enskede,SWE,2016-08-17,Malin Kemi,1975,Female,600,NR
