result,nation,venue,venueCountry,date,name,yearOfBirth,sex,event,type
13.29,AFG,Tokyo,JPN,2021-07-30,Kimia Yousufi,1996,Female,100,NR
11.98,AIA,Edwardsville IL,USA,1998-05-08,Desiree Cocks,1979,Female,100,NR
11.67,ALB,Tirane,ALB,2006-07-24,Klodiana Shala,1979,Female,100,NR
11.61,ALG,El Djezair,ALG,2007-08-07,Souheir Bouali,1990,Female,100,NR
12.01,AND,Gavà,ESP,2018-06-16,Cristina Llovera,1996,Female,100,NR
11.69,ANG,Porto,POR,1995-06-30,Antónia Margarete de Jesus,1974,Female,100,NR
11.08,ANT,Eugene OR,USA,2022-06-09,Joella Lloyd,2002,Female,100,NR
11.40,ARG,Cochabamba,BOL,2018-05-13,Victoria Woodward,1991,Female,100,NR
11.84,ARM,Krasnodar,RUS,2015-06-06,Diana Khubeseryan,1994,Female,100,NR
11.73,ARU,La Habana,CUB,1983-07-22,Evelyne Farrell,1960,Female,100,NR
12.83,ASA,Honiara,SOL,2023-11-27,Filomenaleonisa Iakopo,2006,Female,100,NR
11.10,AUS,Canberra,AUS,2024-01-27,Torrie Lewis,2005,Female,100,NR
11.15,AUT,Salzburg-Rif,AUT,2003-08-09,Karin Mayr-Krifka,1971,Female,100,NR
11.61,AZE,Schaan,LIE,2018-06-09,Zakiyya Hasanova,1995,Female,100,NR
10.84,BAH,Lausanne,SUI,2005-07-05,Chandra Sturrup,1971,Female,100,NR
11.95,BAN,Dhaka,BAN,2022-09-23,Shirin Akter,1994,Female,100,NR
11.14,BAR,Tampa FL,USA,2021-05-16,Tristan Evelyn,1998,Female,100,NR
12.73,BDI,Al Qâhira,EGY,1991-09-22,Francoise Bucumi,,Female,100,NR
11.04,BEL,Bruxelles,BEL,2006-07-09,Kim Gevaert,1978,Female,100,NR
11.55,BEN,Doha,QAT,2006-05-12,Fabienne Féraez,1976,Female,100,NR
11.46,BER,Knoxville TN,USA,1977-04-15,Debbie Jones,1959,Female,100,NR
14.41,BHU,Ho Chi Minh,VIE,2016-06-03,Sangay Wangmo,1998,Female,100,NR
12.00,BIH,Zenica,BIH,2023-07-08,Neira Bosnić,2000,Female,100,NR
11.46,BIZ,Bradenton FL,USA,2017-05-25,Kaina Martínez,1986,Female,100,NR
10.92,BLR,Athína,GRE,2004-08-21,Yulia Nestsiarenka,1979,Female,100,NR
11.67,BOL,Cochabamba,BOL,2023-04-29,Guadalupe Torrez,2001,Female,100,NR
11.24,BOT,Gaborone,BOT,2021-02-20,Loungo Matlhaku,1995,Female,100,NR
10.91,BRA,London,GBR,2017-08-06,Rosângela Santos,1990,Female,100,NR
11.05,BRN,Durham NC,USA,2022-05-14,Ofonime Odiong,1997,Female,100,NR
12.02,BRU,B.S. Begawan,BRU,1999-08-08,Alinawati Ali Akbar,1975,Female,100,NR
10.77,BUL,Plovdiv,BUL,2004-06-19,Ivet Lalova-Collio,1984,Female,100,NR
11.47,BUR,Castres,FRA,2015-07-29,Kadidiatou Traoré,1986,Female,100,NR
11.93,CAF,Tergnier,FRA,1998-05-21,Emmanuelle Kogalama,1968,Female,100,NR
12.39,CAM,Phnom Penh,CAM,2023-05-12,Sang Lida,2003,Female,100,NR
10.98,CAN,Budapest,HUN,1987-07-06,Angela Bailey,1962,Female,100,NR
11.08,CAY,Salamanca,ESP,2006-07-05,Cydonie Mothersill,1978,Female,100,NR
11.22,CGO,Kinshasa,COD,2023-07-31,Natacha Ngoye,1993,Female,100,NR
11.54,CHA,Calgary,CAN,2009-05-24,Kaltouma Nadjina,1976,Female,100,NR
11.19,CHI,Cochabamba,BOL,2018-06-06,Isidora Jiménez,1993,Female,100,NR
10.79,CHN,Shanghai,CHN,1997-10-18,Li Xuemei,1977,Female,100,NR
10.72,CIV,Monaco,MON,2022-08-10,Marie Josée Ta Lou,1988,Female,100,NR
10.98,CMR,Athína,GRE,2001-06-11,Myriam Mani,1977,Female,100,NR
11.86,COD,Herve,BEL,2011-05-21,Cynthia Bolingo Mbongo,1993,Female,100,NR
11.97,COK,Brisbane,AUS,2017-12-03,Patricia Taea,1993,Female,100,NR
11.18,COL,Armenia,COL,2005-08-19,Felipa Palácios,1975,Female,100,NR
11.59,COM,Angers,FRA,2009-07-24,Feta Ahamada,1987,Female,100,NR
11.69,CPV,Praia,CPV,2022-10-09,Michaela Rodrigues,2003,Female,100,NR
11.46,CRC,Toronto,CAN,2015-07-21,Sharolyn Joseph,1994,Female,100,NR
11.30,CRO,Varaždin,CRO,2015-07-25,Andrea Ivančević,1984,Female,100,NR
11.08,CUB,Fort-de-France,FRA,2023-05-27,Yunisleidy García,1999,Female,100,NR
11.25,CYP,Nicosia,CYP,2023-07-08,Olivia Fotopoulou,1996,Female,100,NR
11.25,CYP,Nicosia,CYP,2016-06-18,Ramona Papaioannou,1989,Female,100,NR
11.09,CZE,Bratislava,TCH,1981-06-06,Jarmila Kratochvílová,1951,Female,100,NR
11.32,DEN,Hvidovre,DEN,2022-06-11,Ida Kathrine Karstoft,1995,Female,100,NR
13.45,DJI,Addis Ababa,ETH,2008-04-30,Fathia Ali Bouraleh,1987,Female,100,NR
11.29,DMA,"Victoria, CAN",CAN,1994-08-23,Hermin Joseph,1964,Female,100,NR
11.16,DOM,Bayaguana,DOM,2022-06-24,Fiordaliza Cofil,2000,Female,100,NR
10.99,ECU,Toronto,CAN,2015-07-22,Angela Tenorio,1996,Female,100,NR
11.02,EGY,Nairobi,KEN,2022-05-07,Bassant Hemida,1996,Female,100,NR
13.36,ERI,Khartoum,SUD,2010-12-05,Winta Berhane Gebreyesus,1994,Female,100,NR
12.08,ESA,Ciudad de México,MEX,1998-05-30,Leticia Sorto,,Female,100,NR
11.06,ESP,Vigo,ESP,1991-07-23,Sandra Myers,1961,Female,100,NR
11.35,EST,Tartu,EST,2014-06-15,Ksenija Balta,1986,Female,100,NR
11.82,ETH,Marrakech,MAR,2014-08-10,Tegest Tamagnu,1996,Female,100,NR
11.55,FIJ,Apia,SAM,2007-09-04,Makelesi Batimala,1977,Female,100,NR
11.13,FIN,Lahti,FIN,1983-07-19,Helinä Marjamaa,1956,Female,100,NR
10.73,FRA,Budapest,HUN,1998-08-19,Christine Arron,1973,Female,100,NR
13.01,FSM,Honiara,SOL,2023-11-27,Erica Palisoc,2005,Female,100,NR
11.03,GAB,Port of Spain,TTO,2012-05-19,Ruddy Zang Milama,1987,Female,100,NR
11.05,GAM,La Chaux-de-Fonds,SUI,2023-07-02,Gina Bass,1995,Female,100,NR
10.83,GBR,Doha,QAT,2019-09-29,Dina Asher-Smith,1995,Female,100,NR
12.03,GBS,Lisboa,POR,2018-06-13,Fatumata Baldé,2000,Female,100,NR
11.08,GEO,Kyiv,URS,1988-08-14,Maya Azarashvili,1964,Female,100,NR
12.18,GEQ,Alcobendas,ESP,2016-06-18,Teresa Mangue,1998,Female,100,NR
10.81,GER,Berlin,FRG,1983-06-08,Marlies Göhr,1958,Female,100,NR
11.14,GHA,Athína,GRE,2004-08-20,Vida Anim,1983,Female,100,NR
12.55,GIB,Mariehamn,FIN,1991-06-24,Sharon Mifsud,1969,Female,100,NR
10.83,GRE,Sevilla,ESP,1999-08-22,Ekateríni Thánou,1975,Female,100,NR
11.18,GRN,Río de Janeiro,BRA,2007-07-23,Sherry Fletcher-Jones,1986,Female,100,NR
11.66,GUA,Managua,NCA,2022-06-17,Mariandre Chacón,2004,Female,100,NR
12.02,GUI,Dakar,SEN,1997-06-01,M'Mah Touré,1978,Female,100,NR
11.91,GUM,Honiara,SOL,2023-11-27,Regine Tugade,1998,Female,100,NR
11.07,GUY,Port of Spain,TTO,2022-06-25,Jasmine Abrams,1994,Female,100,NR
11.18,HAI,San Angelo TX,USA,2009-05-21,Barbara Pierre,1987,Female,100,NR
11.62,HKG,Doha,QAT,2019-04-21,Angie Lam On Ki,1992,Female,100,NR
12.10,HON,Atlanta GA,USA,1996-07-26,Pastora Chávez,1972,Female,100,NR
11.14,HUN,Espoo,FIN,2023-07-13,Boglárka Takács,2001,Female,100,NR
11.53,INA,Jakarta,INA,2023-01-11,Vanessa Valentin Lonteng,2005,Female,100,NR
11.17,IND,Patiala,IND,2021-06-21,Dutee Chand,1996,Female,100,NR
11.33,IRI,Bangkok,THA,2023-07-13,Hamideh Esmaeilnejad,1997,Female,100,NR
11.27,IRL,Bellinzona,SUI,2023-09-04,Sarah Lavin,1994,Female,100,NR
11.24,IRQ,Radès,TUN,2021-06-17,Dana Abdulrazak,1986,Female,100,NR
11.56,ISL,Mannheim,GER,2019-06-29,Gudbjörg Jóna Bjarnadóttir,2001,Female,100,NR
11.06,ISR,La Chaux-de-Fonds,SUI,2022-07-03,Diana Vaisman,1998,Female,100,NR
11.07,ISV,London,GBR,2012-08-03,Laverne Jones-Ferrette,1981,Female,100,NR
11.14,ITA,Budapest,HUN,2023-08-20,Zaynab Dosso,1999,Female,100,NR
11.14,ITA,Lausanne,SUI,2001-07-04,Manuela Levorato,1977,Female,100,NR
11.11,IVB,Lubbock TX,USA,2023-04-29,Adaejah Hodge,2006,Female,100,NR
10.54,JAM,Eugene OR,USA,2021-08-21,Elaine Thompson-Herah,1992,Female,100,NR
11.97,JOR,Amman,JOR,2016-06-28,Aliya Khattab Omar Boshnak,2000,Female,100,NR
11.97,JOR,Alger,ALG,2004-10-06,Basma Achouch,1977,Female,100,NR
11.21,JPN,Hiroshima,JPN,2010-04-29,Chisato Fukushima,1988,Female,100,NR
11.09,KAZ,Almaty,KAZ,2016-05-24,Olga Safronova,1991,Female,100,NR
11.19,KEN,Nairobi,KEN,2022-06-25,Maximilia Imali,1996,Female,100,NR
11.37,KGZ,Tashkent,UZB,2004-05-20,Yelena Bobrovskaya,1975,Female,100,NR
13.07,KIR,Athína,GRE,2004-08-20,Kaitinano Mwemweata,1984,Female,100,NR
11.49,KOR,Seoul,KOR,1994-06-17,Lee Young-Sook,,Female,100,NR
12.03,KOS,Chorzów,POL,2023-06-20,Sara Susuri,2004,Female,100,NR
12.90,KSA,Al-Kuwait,KUW,2022-05-16,Yasmine Amr Al-Dabbagh,1997,Female,100,NR
11.52,KUW,Al-Kuwait,KUW,2022-05-16,Mudhawi Al-Shammari,1998,Female,100,NR
12.31,LAO,New Clark City,PHI,2019-12-08,Silina Pha Aphay,1996,Female,100,NR
11.29,LAT,Riga,LAT,2018-05-29,Sindija Bukša,1997,Female,100,NR
12.60,LBA,Amman,JOR,2018-04-20,Hedil Aboud Fethi,1999,Female,100,NR
11.54,LBN,Weinheim,GER,2023-05-27,Aziza Sbaity,1991,Female,100,NR
11.34,LBR,Westfield,USA,2014-10-05,Ada Udaya,1992,Female,100,NR
10.81,LCA,Lubbock TX,USA,2022-05-14,Julien Alfred,2001,Female,100,NR
