result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
16:18,ALG,Aguilas,ESP,2002-08-24,Souad Aït Salem,1979.0,Female,5K,NR,Outdoor
16:36,ARG,New Milford,USA,2007-06-01,Claudia Camargo,1971.0,Female,5K,NR,Outdoor
14:59,AUS,London,GBR,2002-09-01,Benita Willis,1979.0,Female,5K,NR,Outdoor
15:23,BDI,Riga,LAT,2023-10-01,Francine Niyomukunzi,1999.0,Female,5K,NR,Outdoor
15:29,BEL,Trier,GER,2023-12-31,Lisa Rooms,1996.0,Female,5K,NR,Outdoor
15:25,BLR,Binghamton,USA,2006-08-27,Volha Krautsova,1981.0,Female,5K,NR,Outdoor
15:39,BRA,Albany,USA,1992-06-06,Carmen de Oliveira,1965.0,Female,5K,NR,Outdoor
16:12,BUL,Praha,CZE,2001-09-23,Milka Mihaylova,1972.0,Female,5K,NR,Outdoor
15:16,CAN,Chula Vista,USA,2004-10-24,Émilie Mondor,1981.0,Female,5K,NR,Outdoor
16:15,CAY,Jericho,USA,1989-07-04,Michele Bush,,Female,5K,NR,Outdoor
15:37,CZE,Praha,CZE,2004-09-19,Petra Kamínková,1973.0,Female,5K,NR,Outdoor
15:35,DEN,Freeport,BAH,1992-02-29,Gitte Karlshøj,1959.0,Female,5K,NR,Outdoor
16:33,ECU,Chicago,USA,1993-10-31,Martha Tenorio,1967.0,Female,5K,NR,Outdoor
16:02,ERI,Trier,GER,2014-12-31,Nazret Weldu,1990.0,Female,5K,NR,Outdoor
15:11,ESP,London,GBR,2002-09-01,Marta Domínguez,1975.0,Female,5K,NR,Outdoor
14:19,ETH,Barcelona,ESP,2021-12-31,Ejgayehu Taye,2000.0,Female,5K,NR,Outdoor
15:13,FIN,Portsmouth,GBR,1996-04-13,Annemari Kiekara,1977.0,Female,5K,NR,Outdoor
15:27,FRA,Carlsbad,USA,1992-03-29,Annette Sergent,1962.0,Female,5K,NR,Outdoor
14:51,GBR,London,GBR,2003-09-14,Paula Radcliffe,1973.0,Female,5K,NR,Outdoor
15:16,GER,Kassel,GER,2000-05-14,Irina Mikitenko,1972.0,Female,5K,NR,Outdoor
16:39,HKG,Chicago,USA,2000-07-14,Chan-Ropper Man Yee,1975.0,Female,5K,NR,Outdoor
15:27,HUN,Praha,CZE,2008-09-13,Anikó Kálovics,1977.0,Female,5K,NR,Outdoor
14:56,IRL,London,GBR,2002-09-01,Sonia O'Sullivan,1969.0,Female,5K,NR,Outdoor
15:30,ITA,Bolzano,ITA,2023-12-31,Nadia Battocletti,2000.0,Female,5K,NR,Outdoor
15:32,JAM,Anaheim,USA,1995-03-26,Yvonne Graham,1965.0,Female,5K,NR,Outdoor
15:33,JPN,Miyazaki,JPN,2004-01-06,Kayoko Fukushi,1982.0,Female,5K,NR,Outdoor
15:38,KAZ,Essen,GER,1993-05-01,Natalya Sorokivskaya,1962.0,Female,5K,NR,Outdoor
14:13,KEN,Barcelona,ESP,2023-12-31,Beatrice Chebet,2000.0,Female,5K,NR,Outdoor
14:13,KEN,Valencia,ESP,2024-01-14,Agnes Ngetich,2001.0,Female,5K,NR,Outdoor
16:23,KGZ,Gainesville,USA,1992-02-08,Irina Bogachova,1961.0,Female,5K,NR,Outdoor
15:30,LAT,Wien,AUT,2009-06-07,Jeļena Prokopčuka,1976.0,Female,5K,NR,Outdoor
15:49,LTU,Darmstadt,GER,1994-05-08,Regina Cistiakova,1961.0,Female,5K,NR,Outdoor
15:06,MAR,Providence,USA,2002-09-15,Asmae Leghzaoui,1976.0,Female,5K,NR,Outdoor
15:37,MAW,Darmstadt,GER,2004-06-23,Catherine Chikwakwa,1985.0,Female,5K,NR,Outdoor
15:20,MEX,Carlsbad,USA,2000-03-26,Nora Rocha,1967.0,Female,5K,NR,Outdoor
14:44,NED,Monaco,MON,2019-02-17,Sifan Hassan,1993.0,Female,5K,NR,Outdoor
15:24,NOR,Tønsberg,NOR,2007-06-30,Susanne Wigene,1978.0,Female,5K,NR,Outdoor
14:48,NZL,Westfield,USA,2013-03-30,Kim Smith,1981.0,Female,5K,NR,Outdoor
15:50,PER,Fort Myers,USA,1992-02-15,Ena Weinstein,1959.0,Female,5K,NR,Outdoor
15:28,POL,Los Angeles,USA,1991-03-03,Wanda Panfil,1959.0,Female,5K,NR,Outdoor
15:28,POR,Wien,AUT,2011-05-22,Dulce Félix,1982.0,Female,5K,NR,Outdoor
15:24,ROU,London,GBR,2004-09-05,Mihaela Prundus,1976.0,Female,5K,NR,Outdoor
15:10,RSA,Providence,USA,1994-10-16,Elana Meyer,1966.0,Female,5K,NR,Outdoor
15:11,RUS,Serpukhov,RUS,2023-08-12,Olga Vovk,1993.0,Female,5K,NR,Outdoor
16:10,SLO,Korschenbroich,GER,2000-04-09,Helena Javornik,1966.0,Female,5K,NR,Outdoor
15:43,SUI,Bern,SUI,1989-06-10,Jeanne-Marie Pipoz,1967.0,Female,5K,NR,Outdoor
16:09,SVK,Bern,SUI,1991-06-09,Alena Mocáriová,1964.0,Female,5K,NR,Outdoor
15:04,SWE,Barcelona,ESP,2021-12-31,Meraf Bahta,1989.0,Female,5K,NR,Outdoor
15:19,TAN,Kassel,GER,2000-05-14,Restituta Joseph,1971.0,Female,5K,NR,Outdoor
14:28,UGA,Barcelona,ESP,2023-12-31,Joy Cheptoyek,2002.0,Female,5K,NR,Outdoor
15:14,UKR,Neuss,GER,2004-06-05,Nataliya Berkut,1975.0,Female,5K,NR,Outdoor
14:50,USA,Boston,USA,2015-04-18,Molly Huddle,1984.0,Female,5K,NR,Outdoor
15:56,YUG,Peuerbach,AUT,2002-12-31,Sonja Stolić,1980.0,Female,5K,NR,Outdoor
16:42,ZIM,Korschenbroich,GER,2002-04-14,Thabita Tsatsa,1972.0,Female,5K,NR,Outdoor
