result,wind,nation,venue,venueCountry,date,name,yearOfBirth,sex,event,type
24.91,,ESA,San Salvador,ESA,2001-10-21,Veronica Quijano,1982,Female,200,NR
22.38,+0.3,ESP,Split,YUG,1990-08-30,Sandra Myers,1961,Female,200,NR
23.05,+1.3,EST,Arles,FRA,2006-07-01,Ksenija Balta,1986,Female,200,NR
23.84,-1.6,ETH,Addis Ababa,ETH,2015-03-08,Tegest Tamagnu,1996,Female,200,NR
23.22,+1.9,FIJ,Heusden,BEL,2008-07-20,Makelesi Batimala,1977,Female,200,NR
22.39,+0.6,FIN,Moskva,URS,1973-08-20,Mona-Lisa Pursiainen,1951,Female,200,NR
21.99,+1.1,FRA,Villeneuve d'Ascq,FRA,1993-07-02,Marie-José Pérec,1968,Female,200,NR
27.44,+1.6,FSM,Kolonia,FSM,2002-07-25,Angie Nedelec,,Female,200,NR
27.44,,FSM,Cairns,AUS,2015-10-05,Lihen Jonas,1998,Female,200,NR
23.54,+0.9,GAB,Nairobi,KEN,2010-07-31,Ruddy Zang Milama,1987,Female,200,NR
22.58,+1.8,GAM,Rabat,MAR,2019-08-30,Gina Bass,1995,Female,200,NR
21.88,+0.9,GBR,Doha,QAT,2019-10-02,Dina Asher-Smith,1995,Female,200,NR
25.69,+1.0,GBS,Lisboa,POR,2003-11-06,Artimiza Sá,1984,Female,200,NR
22.24,+0.1,GEO,Kyiv,URS,1988-08-16,Maya Azarashvili,1964,Female,200,NR
25.14,+1.2,GEQ,Valladolid,ESP,2014-07-20,Teresa Mangue,1998,Female,200,NR
21.71,+0.7,GER,Karl-Marx-Stadt,GER,1979-06-10,Marita Koch,1957,Female,200,NR
21.71,+1.2,GER,Jena,GER,1986-06-29,Heike Drechsler,1964,Female,200,NR
22.67,+0.9,GHA,Auburn AL,USA,2018-04-21,Janet Amponsah,1993,Female,200,NR
25.55,,GIB,Mariehamn,FIN,1991-06-27,Sharon Mifsud,1969,Female,200,NR
22.67,+0.9,GRE,Athína,GRE,1996-06-16,Katerína Kóffa,1969,Female,200,NR
22.67,+1.7,GRN,Sacramento CA,USA,2007-06-09,Sherry Fletcher-Jones,1986,Female,200,NR
23.72,+1.9,GUA,Jacksonville FL,USA,2023-04-28,Mariandre Chacón,2004,Female,200,NR
24.40,+1.0,GUI,Reims,FRA,2012-07-15,Asta Dramé,1990,Female,200,NR
24.24,+1.7,GUM,Honiara,SOL,2023-12-01,Regine Tugade,1998,Female,200,NR
22.94,+1.1,GUY,Columbia SC,USA,2017-05-11,Brenessa Thompson,1996,Female,200,NR
23.06,-0.3,HAI,Charlottesville VA,USA,2012-04-21,Marlena Wesh,1991,Female,200,NR
23.79,0.0,HKG,Xi'an,CHN,1999-05-16,Wan Kin Yee,1975,Female,200,NR
25.02,+1.5,HON,Managua,NCA,2012-06-16,Heidy Palacios,1990,Female,200,NR
22.77,+0.4,HUN,Budapest,HUN,2023-06-08,Boglárka Takács,2001,Female,200,NR
23.76,+0.4,INA,Cibinong,INA,2019-08-04,Alfina Tehupeiory,1995,Female,200,NR
22.82,+0.8,IND,Ludhiana,IND,2002-08-28,Saraswati Saha,1979,Female,200,NR
23.46,+0.6,IRI,Almaty,KAZ,2012-07-01,Maryam Toosi,1988,Female,200,NR
22.34,+1.8,IRL,Gainesville FL,USA,2023-04-14,Rhasidat Adeleke,2002,Female,200,NR
22.51,0.0,IRQ,Radès,TUN,2021-06-20,Dana Abdulrazak,1986,Female,200,NR
23.45,+1.9,ISL,Selfoss,ISL,2019-06-16,Gudbjörg Jóna Bjarnadóttir,2001,Female,200,NR
23.15,+2.0,ISR,Beograd,SRB,2002-06-23,Irina Lenskiy,1971,Female,200,NR
22.46,+0.3,ISV,Hengelo,NED,2009-06-01,Laverne Jones-Ferrette,1981,Female,200,NR
22.56,+1.9,ITA,Tampa FL,USA,2016-05-27,Libania Grenot,1983,Female,200,NR
22.60,+0.6,IVB,Montverde FL,USA,2023-06-10,Adaejah Hodge,2006,Female,200,NR
21.41,+0.1,JAM,Budapest,HUN,2023-08-25,Shericka Jackson,1994,Female,200,NR
24.64,,JOR,Amman,JOR,2018-04-22,Aliya Khattab Omar Boshnak,2000,Female,200,NR
22.88,+1.8,JPN,Nagoya,JPN,2016-06-26,Chisato Fukushima,1988,Female,200,NR
22.66,+0.7,KAZ,Almaty,KAZ,2016-06-26,Viktoriya Zyabkina,1992,Female,200,NR
23.12,-0.5,KEN,Nairobi,KEN,2022-06-24,Maximilia Imali,1996,Female,200,NR
23.08,+0.6,KGZ,Erfurt,GER,1976-07-11,Mariya Pinigina,1958,Female,200,NR
27.24,,KIR,Apia,SAM,2007-05-09,Kaitinano Mwemweata,1984,Female,200,NR
23.69,-0.1,KOR,Daejeon,KOR,2009-10-21,Kim Ha-Na,1985,Female,200,NR
24.61,,KOS,Tirane,ALB,2015-06-10,Vijona Kryeziu,1997,Female,200,NR
28.45,0.0,KSA,Radès,TUN,2021-06-19,Yasmine Amr Al-Dabbagh,1997,Female,200,NR
23.74,+1.5,KUW,Al-Kuwait,KUW,2022-05-18,Mudhawi Al-Shammari,1998,Female,200,NR
25.37,0.0,LAO,New Clark City,PHI,2019-12-07,Silina Pha Aphay,1996,Female,200,NR
22.49,+1.7,LAT,Tsakhkadzor,URS,1987-05-23,Vineta Ikauniece,1962,Female,200,NR
26.76,+0.2,LBA,Milano,ITA,2015-04-10,Najla Aqdeir Ali Salem,,Female,200,NR
23.56,+1.4,LBN,Cairo,EGY,2007-11-24,Greta Taslakian,1985,Female,200,NR
23.14,-2.2,LBR,Miami FL,USA,2022-05-15,Ebony Morrison,1994,Female,200,NR
21.91,+1.8,LCA,Gainesville FL,USA,2023-04-14,Julien Alfred,2001,Female,200,NR
24.73,,LES,Molepolole,BOT,2002-06-15,Lineo Florence Shoai,,Female,200,NR
24.10,,LIE,Zug,SUI,1988-08-14,Yvonne Hasler,1968,Female,200,NR
22.99,+1.3,LTU,Zofingen,SUI,2018-07-14,Agnė Šerkšnienė,1988,Female,200,NR
23.19,+1.0,LUX,Chorzów,POL,2023-06-22,Patrizia van der Weken,1999,Female,200,NR
24.73,+0.4,MAC,Jakarta,INA,2018-08-28,Loi Im Lan,1998,Female,200,NR
23.09,-1.1,MAD,Pretoria,RSA,1999-04-10,Rosa Rakotozafy,1977,Female,200,NR
23.22,-0.7,MAR,Kinshasa,COD,2023-08-04,Sara El Hachimi,2000,Female,200,NR
23.33,-0.4,MAS,Memphis TN,USA,2023-08-04,Sheeren Samson Vallybouy,1998,Female,200,NR
23.28,+1.3,MAW,Birmingham,GBR,2022-08-04,Asimenye Simwaka,1997,Female,200,NR
23.54,+1.8,MDA,Rotterdam,NED,1993-06-13,Yana Burtasenkova,1973,Female,200,NR
24.90,+0.6,MDV,Male,MDV,2022-08-26,Aishath Himna Hassan,2002,Female,200,NR
22.45,+1.4,MEX,Tampa FL,USA,2023-05-14,Cecilia Tamayo,1997,Female,200,NR
25.48,-0.3,MGL,Tokyo,JPN,1991-08-29,Jatansuren Otgonchimeg,,Female,200,NR
26.47,,MHL,Burnsville NC,USA,2015-09-05,Mariana Cress,1998,Female,200,NR
24.06,,MKD,Sofia,BUL,1974-03-08,Vera Veljanovska,1955,Female,200,NR
22.70,+1.5,MLI,Addis Ababa,ETH,2008-05-04,Kadiatou Camara,1981,Female,200,NR
23.74,+1.5,MLT,Marsa,MLT,2023-06-03,Carla Scicluna,2001,Female,200,NR
24.88,+0.6,MNE,Smederevo,SRB,2021-06-27,Kristina Dubak,1996,Female,200,NR
26.69,,MNT,Vieux-Fort,LCA,2016-02-28,Jenalyn Weekes,,Female,200,NR
26.65,,MON,Nice,FRA,2021-07-14,Marie Charlotte Gastaud,1999,Female,200,NR
23.86,,MOZ,Langenthal,SUI,1994-07-20,Maria Mutola,1972,Female,200,NR
23.83,,MRI,Chapel Hill NC,USA,1994-04-14,Jane Thondojee,1971,Female,200,NR
27.67,,MTN,Ad Dawhah,QAT,2012-04-25,Badia Camara,1997,Female,200,NR
23.38,,MYA,Penang,MAS,2005-09-24,Kay Khine Lwin,1978,Female,200,NR
21.78,+0.6,NAM,Zürich,SUI,2021-09-09,Christine Mboma,2003,Female,200,NR
24.29,-0.5,NCA,Caracas,VEN,2023-04-28,Maria Alejandra Carmona,1999,Female,200,NR
21.63,+0.2,NED,Beijing,CHN,2015-08-28,Dafne Schippers,1992,Female,200,NR
25.00,,NEP,Kathmandu,NEP,1999-09-28,Devi Maya Paneru,,Female,200,NR
25.39,-0.3,NFI,Suva,FIJ,2017-01-07,Tayanita Robertson,,Female,200,NR
21.96,+1.3,NGR,Gainesville FL,USA,2022-04-15,Favour Ofili,2002,Female,200,NR
21.98,+1.1,NIG,Eugene OR,USA,2022-07-18,Aminatou Seyni,1996,Female,200,NR
27.35,,NIU,Hastings,NZL,2017-01-12,Lyrck Maiava,,Female,200,NR
24.82,+1.2,NMI,Nampa,NMI,2013-04-26,Yvonne Bennett,1990,Female,200,NR
23.03,+1.2,NOR,Zagreb,CRO,2022-09-11,Line Kloster,1990,Female,200,NR
25.50,+1.1,NRU,Mata-Utu,FRA,2013-06-09,Lovelite Detenamo,1993,Female,200,NR
22.81,+1.8,NZL,Christchurch,NZL,2023-02-19,Rosie Elliott,1997,Female,200,NR
24.97,-1.5,OMA,Antalya,TUR,2021-04-18,Mazoon Al-Alawi,1997,Female,200,NR
23.69,+0.7,PAK,Kathmandu,NEP,2019-12-04,Najma Parveen,1990,Female,200,NR
23.29,-0.2,PAN,Fairfax VA,USA,2023-05-14,Cristal Chenoa Cuervo,2002,Female,200,NR
24.26,+1.7,PAR,Asunción,PAR,2021-08-08,Xenia Noreen Hiebert,1998,Female,200,NR
23.55,,PER,La Paz,BOL,1978-11-11,Carmela Bolivar,1957,Female,200,NR
23.01,0.0,PHI,New Clark City,PHI,2019-12-07,Kristina Knott,1995,Female,200,NR
24.70,+0.8,PLE,Claremont CA,USA,2018-06-02,Hanna Barakat,1999,Female,200,NR
26.18,+1.8,PLW,Hamilton,CAN,2005-12-11,Ngerak Florencio,1983,Female,200,NR
23.13,+1.5,PNG,Canberra,AUS,2017-03-12,Toea Wisil,1988,Female,200,NR
22.13,+1.2,POL,Moskva,URS,1986-07-08,Ewa Kasprzyk,1957,Female,200,NR
22.64,+1.9,POR,La Chaux-de-Fonds,SUI,2021-08-14,Lorène Dorcas Bazolo,1983,Female,200,NR
25.10,,PRK,Pyongyang,PRK,1991-10-17,Kim Chun Hwa,,Female,200,NR
22.23,+1.8,PUR,Provo UT,USA,2006-05-26,Carol Rodriguez,1985,Female,200,NR
26.28,,QAT,Doha,QAT,2016-03-02,Mariam Mamdouh Farid,1998,Female,200,NR
22.35,+1.3,ROU,Doha,QAT,1999-05-13,Ionela Tîrlea,1976,Female,200,NR
22.06,+0.7,RSA,Pietersburg,RSA,1989-04-08,Evette de Klerk,1965,Female,200,NR
21.87,0.0,RUS,Monaco,MON,1995-07-25,Irina Privalova,1968,Female,200,NR
26.76,-2.4,RWA,Nairobi,KEN,2010-07-31,Sophie Kanakuze,,Female,200,NR
24.99,-0.2,SAM,Stanford CA,USA,2006-03-31,Talava Tavui,1985,Female,200,NR
22.64,+1.0,SEN,Ciudad de México,MEX,2000-07-01,Aïda Diop,1970,Female,200,NR
24.67,+1.0,SEY,Johannesburg,RSA,1999-09-17,Joanna Houareau,1979,Female,200,NR
22.57,-0.4,SGP,Budapest,HUN,2023-08-23,Shanti Veronica Pereira,1996,Female,200,NR
22.68,-1.0,SKN,Des Moines IA,USA,2007-05-25,Virgil Hodge,1983,Female,200,NR
23.27,+0.4,SLE,Columbus OH,USA,2018-04-21,Maggie Barrie,1996,Female,200,NR
22.72,+1.4,SLO,Athína,GRE,2004-08-23,Merlene Ottey,1960,Female,200,NR
24.30,+0.2,SMR,Chorzów,POL,2023-06-22,Alessandra Gasparelli,2004,Female,200,NR
26.17,+1.7,SOL,Honiara,SOL,2023-12-01,Jovita Arunia,2002,Female,200,NR
28.43,+0.6,SOM,Athína,GRE,1986-07-18,Fowizia Ibrahim,1967,Female,200,NR
23.28,-0.2,SRB,Bari,ITA,1997-06-17,Marina Filipovic,1970,Female,200,NR
22.28,+0.7,SRI,Sydney,AUS,2000-09-28,Susanthika Jayasinghe,1975,Female,200,NR
23.99,+0.4,SSD,Nairobi,KEN,2022-04-27,Lucia William,2001,Female,200,NR
23.27,-0.2,STP,Lisboa,POR,2022-06-10,Gorete Semedo,1996,Female,200,NR
23.62,+1.1,SUD,Konya,TUR,2022-08-11,Hiba Saeed,1991,Female,200,NR
22.05,+2.0,SUI,Eugene OR,USA,2022-07-19,Mujinga Kambundji,1992,Female,200,NR
23.47,+0.7,SUR,State College PA,USA,2012-05-04,Kristen Nieuwendam,1991,Female,200,NR
23.06,+1.8,SVK,Praha,CZE,2003-05-31,Lucia Ivanová,1980,Female,200,NR
22.82,+1.3,SWE,Sittard,NED,1979-07-01,Linda Haglund,1956,Female,200,NR
23.47,-0.7,SWZ,Brazzaville,CGO,2015-09-16,Phumlile Ndzinisa,1992,Female,200,NR
23.78,+0.6,SYR,Götzis,AUT,1996-05-25,Ghada Shouaa,1972,Female,200,NR
23.92,,TAN,Dakar,SEN,1979-08-02,Nzaeli Kyomo,1957,Female,200,NR
24.51,+1.9,TGA,Cairns,AUS,2004-11-12,Latai Sikuvea,1981,Female,200,NR
23.30,,THA,Kuala Lumpur,MAS,2001-09-15,Supavadee Khawpeag,1976,Female,200,NR
22.72,-0.6,TJK,Tashkent,UZB,2021-05-15,Gulsunbi Sharifova,1997,Female,200,NR
23.70,+2.0,TKM,Almaty,KAZ,2008-06-08,Alyona Litvinova,1979,Female,200,NR
23.48,+1.2,TKS,Baltimore MD,USA,2019-04-20,Yanique Haye-Smith,1990,Female,200,NR
28.30,,TLS,Darwin,AUS,2001-05-22,Cesaltilna De Yesus Guterres,,Female,200,NR
24.49,+2.0,TOG,Lomé,TOG,2006-05-14,Sandrine Thiebaut-Kangni,,Female,200,NR
22.56,-0.3,TPE,Ilan,USA,1992-10-30,Wang Huei-Chen,1970,Female,200,NR
22.25,+0.8,TTO,Río de Janeiro,BRA,2016-08-16,Michelle-Lee Ahye,1992,Female,200,NR
23.95,+0.4,TUN,Ninove,BEL,2002-07-27,Aoutef Benhassine,1980,Female,200,NR
22.71,-0.3,TUR,Izmir,TUR,2002-05-12,Nora Ivanova-Edletzberger,1977,Female,200,NR
27.60,0.0,TUV,Honiara,SOL,2023-11-29,Vaioleta Luka,,Female,200,NR
27.38,,UAE,Al-Kuwait,KUW,2019-10-29,Buthaina Jassem Al-Suwaidi,,Female,200,NR
23.43,+1.7,UGA,Kampala,UGA,2019-07-27,Leni Shida,1994,Female,200,NR
22.17,-2.3,UKR,Monachil,ESP,1997-07-09,Zhanna Block,1972,Female,200,NR
24.05,,URU,Medellín,COL,1989-08-07,Claudia Acerenza,1966,Female,200,NR
21.34,+1.3,USA,Seoul,KOR,1988-09-29,Florence Griffith-Joyner,1959,Female,200,NR
22.27,+1.2,UZB,Moskva,URS,1986-07-08,Elvira Barbashina,1963,Female,200,NR
24.85,,VAN,Pirae,PYF,1995-08-22,Mary Estelle Kapalu,1966,Female,200,NR
22.53,+0.1,VEN,Caracas,VEN,2012-05-12,Nercely Soto,1990,Female,200,NR
23.27,,VIE,Danang,VIE,2010-12-29,Vu Thi Huong,1986,Female,200,NR
22.80,+1.4,VIN,Baton Rouge LA,USA,2002-05-29,Natasha Joe-Mayers,1979,Female,200,NR
27.53,+1.4,YEM,Cairo,EGY,2007-11-24,Fatima Suleiman Al-Dahman,1991,Female,200,NR
22.65,,ZAM,Gaborone,BOT,2021-06-12,Rhodah Njobvu,1994,Female,200,NR
23.23,0.0,ZIM,Pretoria,RSA,2003-04-04,Winnet Dube,1972,Female,200,NR
