result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
46:11.52,AFG,Greencastle,USA,2019-04-13,Shabnam Fayyaz,,Female,10000,NR,Outdoor
32:16.25,ALB,Birmingham,GBR,2021-06-05,Luiza Gega,1988.0,Female,10000,NR,Outdoor
32:13.15,ALG,Mataró,ESP,2004-07-23,Souad Aït Salem,1979.0,Female,10000,NR,Outdoor
36:38.60,AND,Mataró,ESP,2005-03-19,Silvia Felipo,1967.0,Female,10000,NR,Outdoor
35:06.9,ANG,Luanda,ANG,2008-02-08,Ernestina Paulino,1984.0,Female,10000,NR,Outdoor
32:33.99,ARG,Buenos Aires,ARG,2022-05-14,Daiana Ocampo,1991.0,Female,10000,NR,Outdoor
36:12.00,ARM,Krasnodar,URS,1991-05-30,Nune Avagyan,1972.0,Female,10000,NR,Outdoor
38:23.0,ARU,Indianapolis ,USA,1987-08-13,Cornelia Melis,1960.0,Female,10000,NR,Outdoor
45:34.6,ASA,Utulei,ASA,1992-11-04,Rose Siaosi,,Female,10000,NR,Outdoor
30:37.68,AUS,Saint-Denis,FRA,2003-08-23,Benita Willis,1979.0,Female,10000,NR,Outdoor
32:12.33,AUT,Salzburg,AUT,2005-05-07,Susanne Pumper,1970.0,Female,10000,NR,Outdoor
32:18.05,AZE,Ostrava,CZE,2011-07-15,Layes Tsige,1991.0,Female,10000,NR,Outdoor
45:50.79,BAH,Towson,USA,2015-03-29,Jennaya Hield,1995.0,Female,10000,NR,Outdoor
30:41.93,BDI,Tokyo,JPN,2021-08-07,Francine Niyonsaba,1993.0,Female,10000,NR,Outdoor
31:03.60,BEL,Hechtel,BEL,2000-05-05,Marleen Renders,1968.0,Female,10000,NR,Outdoor
38:47.61,BER,Hamilton,CAN,2013-07-15,Ashley Estwanik,1977.0,Female,10000,NR,Outdoor
34:03.23,BIH,Istanbul,TUR,2008-04-12,Lucia Mwihaki Kimani,1980.0,Female,10000,NR,Outdoor
31:42.02,BLR,Kyiv,URS,1988-08-02,Yekaterina Khramenkova,1956.0,Female,10000,NR,Outdoor
34:09.54,BOL,Guayaquil,ECU,2021-05-29,Jhoselyn Jéssica Camargo,1996.0,Female,10000,NR,Outdoor
39:41.52,BOT,Windhoek,NAM,2003-06-09,Onkemetsi Solotate,1976.0,Female,10000,NR,Outdoor
31:47.76,BRA,Stuttgart,GER,1993-08-21,Carmen de Oliveira,1965.0,Female,10000,NR,Outdoor
29:50.77,BRN,Maia,POR,2021-05-08,Kalkidan Gezahegne,1991.0,Female,10000,NR,Outdoor
32:30.07,BUL,Stanford,USA,2019-03-29,Militsa Mircheva,1994.0,Female,10000,NR,Outdoor
39:10.2,CAF,Strasbourg,FRA,1996-09-22,Martine Bayo Hirchenhahn,,Female,10000,NR,Outdoor
43:45.92,CAM,Singapore,SGP,2016-07-16,Mey Jou Heng,,Female,10000,NR,Outdoor
