result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
53:52,ALB,Beograd,SRB,1998-06-13,Mimoza Xhafa,1975,Female,10W,NR,Outdoor
46:48,ALG,Remchi,ALG,1995-04-21,Dounia Kara,1972,Female,10W,NR,Outdoor
1:06:46,ANG,Grândola,POR,2009-08-02,Lucinda Cafumana,,Female,10W,NR,Outdoor
51:34,ARG,Buenos Aires,ARG,1990-12-08,Lidia Carriego,1955,Female,10W,NR,Outdoor
48:33,ARM,Yerevan,ARM,1993-07-11,Shushanik Dolmazyan,1966,Female,10W,NR,Outdoor
1:09:41,ARU,Oranjestad,AHO,2007-09-01,Rhona Steward,,Female,10W,NR,Outdoor
41:30,AUS,Canberra,AUS,1988-08-27,Kerry Saxby-Junna,1961,Female,10W,NR,Outdoor
45:53,AUT,Trnava,SVK,1993-06-26,Vera Toporek,1967,Female,10W,NR,Outdoor
46:01,AZE,Alytus,URS,1988-05-11,Albina Lesnikova,1965,Female,10W,NR,Outdoor
49:55,BEL,New York,USA,1987-05-03,Sabine Desmet,1971,Female,10W,NR,Outdoor
57:22,BER,Hamilton,CAN,2013-01-19,Rajae Leverock,,Female,10W,NR,Outdoor
46:52,BIH,Ruse,BUL,1992-04-16,Kada Delic,1965,Female,10W,NR,Outdoor
41:29,BLR,Izhevsk,RUS,1995-04-06,Larisa Khmelnitskaya,1971,Female,10W,NR,Outdoor
45:03,BOL,Podébrady,CZE,1997-04-19,Geovanna Irusta,1975,Female,10W,NR,Outdoor
43:03,BRA,Suzhou,CHN,2017-09-25,Erica de Sena,1985,Female,10W,NR,Outdoor
46:04,BUL,München,GER,1992-07-08,Nevena Mineva-Dimitrova,1972,Female,10W,NR,Outdoor
1:09:03,CAF,Bangui,CAF,2003-07-13,Fernande Derebona,,Female,10W,NR,Outdoor
43:52,CAN,Whiting,USA,2015-04-12,Rachel Seaman,1986,Female,10W,NR,Outdoor
1:02:44,CGO,Yaoundé,CMR,2015-09-08,Lilia Bitsoumani,,Female,10W,NR,Outdoor
50:18,CHI,Lautaro,CHI,2016-03-11,Anastasia Sanzana,1998,Female,10W,NR,Outdoor
41:16,CHN,Eisenhüttenstadt,GER,1999-05-08,Wang Yan,1971,Female,10W,NR,Outdoor
52:10,CMR,Yaoundé,CMR,1999-08-28,Anne Hortense Ebena,,Female,10W,NR,Outdoor
52:25,COD,Kinshasa,CMR,2004-02-14,Antoinette Mafolo,,Female,10W,NR,Outdoor
1:15:27,COK,Rarotonga,COK,2004-10-01,Bernie Raffe,,Female,10W,NR,Outdoor
43:16,COL,Suzhou,CHN,2017-09-25,Sandra Arenas,1993,Female,10W,NR,Outdoor
44:59,CRC,La Coruña,ESP,2021-06-05,Noelia Vargas,2000,Female,10W,NR,Outdoor
48:13,CRO,Pécs,HUN,2018-10-14,Ivana Renić,1996,Female,10W,NR,Outdoor
45:07,CUB,Sancti Spiritus,CUB,2000-03-17,Oslaidis Cruz,1974,Female,10W,NR,Outdoor
43:40,CZE,Taicang,CHN,2014-05-04,Anežka Drahotová,1995,Female,10W,NR,Outdoor
48:31,DEN,Trosa,SWE,1991-09-14,Karin Jensen,1961,Female,10W,NR,Outdoor
47:59,DOM,Santo Domingo,DOM,2017-06-15,Andreina Gonzalez,1993,Female,10W,NR,Outdoor
42:58,ECU,La Coruña,ESP,2019-06-08,Glenda Estefanía Morejón,2000,Female,10W,NR,Outdoor
47:06:00,EGY,Ismailia,EGY,1999-02-19,Nagwa Ibrahim Ali,1975,Female,10W,NR,Outdoor
44:04,ESA,Helsinki,FIN,2005-08-07,Cristina López,1982,Female,10W,NR,Outdoor
43:02,ESP,Budapest,HUN,1998-08-20,María Vasco,1975,Female,10W,NR,Outdoor
46:55,EST,Borský Mikuláš,SVK,2022-06-04,Jekaterina Mirotvortseva,2002,Female,10W,NR,Outdoor
45:40,ETH,Roma,ITA,2016-07-05,Askale Tiksa,1994,Female,10W,NR,Outdoor
1:16:27,FIJ,Suva,FIJ,2003-12-04,Deepika Chand,,Female,10W,NR,Outdoor
42:20,FIN,Göteborg,SWE,1995-08-07,Sari Essayah,1967,Female,10W,NR,Outdoor
44:06,FRA,Madrid,ESP,2023-04-30,Clemence Beretta,1997,Female,10W,NR,Outdoor
43:52,GBR,Coventry,GBR,2010-03-06,Jo Atkinson,1985,Female,10W,NR,Outdoor
41:51,GER,Eisenhüttenstadt,GER,1996-05-11,Beate Gummelt,1968,Female,10W,NR,Outdoor
55:00,GHA,Kumasi,GHA,2001-05-05,Jacqueline Ado Bludo,,Female,10W,NR,Outdoor
44:19,GRE,Ivano-Frankivsk,UKR,2020-03-14,Antigóni Drisbióti,1984,Female,10W,NR,Outdoor
43:09,GUA,Katowice,POL,2014-09-13,Mirna Ortiz,1987,Female,10W,NR,Outdoor
45:06,HKG,Kobe,JPN,2019-02-17,Jessica Ching Siu Nga,1987,Female,10W,NR,Outdoor
54:40,HON,Tegucigalpa,HON,1992-07-10,Doris Vallecillo,,Female,10W,NR,Outdoor
42:34,HUN,Göteborg,SWE,1995-08-07,Mária Urbanik-Rosza,1967,Female,10W,NR,Outdoor
46:37,INA,Jakarta,INA,1998-06-27,Tersiana Riwu Rohi,1970,Female,10W,NR,Outdoor
43:31,IND,Ranchi,IND,2021-02-13,Priyanka Goswami,1996,Female,10W,NR,Outdoor
54:27,IRI,Tehran,IRI,2021-10-09,Fatemeh Shabanlou,1997,Female,10W,NR,Outdoor
43:22,IRL,Saransk,RUS,2009-09-19,Olive Loughnane,1976,Female,10W,NR,Outdoor
1:01:30,IRQ,Sulaymaniyah,IRQ,2019-09-20,Asmaa Safar Mussa,,Female,10W,NR,Outdoor
47:46,ISR,Mukachevo,UKR,1997-10-25,Yulia Kotler,1976,Female,10W,NR,Outdoor
1:17:03,ISV,Melbourne,AUS,1987-11-29,Myrna Adams,,Female,10W,NR,Outdoor
41:28,ITA,Modena,ITA,2020-10-18,Antonella Palmisano,1991,Female,10W,NR,Outdoor
1:00:06,JOR,Irbid,JOR,1999-08-12,Ziad Manal,,Female,10W,NR,Outdoor
42:46,JPN,Tokyo,JPN,2024-01-01,Kumiko Okada,1991,Female,10W,NR,Outdoor
42:32,KAZ,Sochi,RUS,1996-04-20,Maya Sazonova,1965,Female,10W,NR,Outdoor
46:07,KEN,London,GBR,2017-08-13,Grace Njue Wanjiru,,Female,10W,NR,Outdoor
46:51,KGZ,Bishkek,URS,1988-04-21,Tatyana Safronova,,Female,10W,NR,Outdoor
44:56,KOR,Nomi,JPN,2015-03-15,Jeon Yang-Eun,1988,Female,10W,NR,Outdoor
42:59,LAT,Aizpute,LAT,2000-07-21,Jolanta Dukure,1979,Female,10W,NR,Outdoor
56:30,LBN,Armentières,FRA,2019-05-26,Sandy Karam,1996,Female,10W,NR,Outdoor
42:43,LTU,Katowice,POL,2015-09-05,Brigita Virbalytė-Dimšienė,1985,Female,10W,NR,Outdoor
1:03:28,MAD,Antananarivo,MAD,2001-08-06,Lucie Raharimirja,,Female,10W,NR,Outdoor
49:08,MAR,Casablanca,MAR,2013-01-06,Khalifa Bhija,,Female,10W,NR,Outdoor
43:25,MAS,Eisenhüttenstadt,GER,1998-05-09,Yuan Yufang,1976,Female,10W,NR,Outdoor
46:14,MDA,Kyiv,URS,1991-07-11,Yulia Lisnik,1966,Female,10W,NR,Outdoor
42:42,MEX,Naumburg,GER,1997-05-25,Maria Graciela Mendoza,1963,Female,10W,NR,Outdoor
50:16,MGL,Nomi,JPN,2008-03-16,Volooj Otgontuul,1979,Female,10W,NR,Outdoor
48:07,MNE,Dudince,SVK,2001-05-19,Ankica Barzut,1982,Female,10W,NR,Outdoor
1:04:28,MOZ,Maputo,MOZ,2003-07-31,Hamida Mabunda,,Female,10W,NR,Outdoor
51:07,MRI,Réduit,MRI,2005-09-07,Yolande Raffin,1981,Female,10W,NR,Outdoor
1:02:50,NAM,San Sebastián,ESP,2005-08-31,Angelique Rall,,Female,10W,NR,Outdoor
55:49,NCA,Managua,NCA,2017-01-22,Glenda Ubeda,,Female,10W,NR,Outdoor
49:46,NED,Rotterdam,NED,1983-04-10,Marcia Onos-Zethof,1956,Female,10W,NR,Outdoor
57:46,NEP,New Delhi,IND,1989-11-17,Indra Mala,1969,Female,10W,NR,Outdoor
55:00,NFI,Kuala Lumpur,MAS,1998-09-19,Angela Keogh,1962,Female,10W,NR,Outdoor
