result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
2:34.60,ALG,Nice,FRA,1999-07-17,Nouriah Mérah-Benida,1970.0,Female,1000,NR,Outdoor
3:08.69,AND,Basauri,ESP,2014-06-08,Eva Iglesias,1980.0,Female,1000,NR,Outdoor
2:48.51,ANG,Metz,FRA,2008-07-04,Lilian Silva,1982.0,Female,1000,NR,Outdoor
2:43.61,ARG,Mar del Plata,ARG,2021-11-20,Mariana Borelli,1992.0,Female,1000,NR,Outdoor
2:45.2,ARM,Tuapse,URS,1979-09-20,Vera Poghosyan,1960.0,Female,1000,NR,Outdoor
2:34.63,AUS,Bern,SUI,2023-08-04,Abbey Caldwell,2001.0,Female,1000,NR,Outdoor
2:34.47,AUT,Bruxelles,BEL,1998-08-28,Stephanie Graf,1973.0,Female,1000,NR,Outdoor
3:11.79,AZE,Chorzów,POL,2023-06-22,Anna Yusupova,1987.0,Female,1000,NR,Outdoor
2:47.65,BDI,Fouesnant,BDI,2002-07-05,Spéciose Gakobwa,1979.0,Female,1000,NR,Outdoor
2:35.98,BEL,Heusden,BEL,2021-07-03,Elise Vanderelst,1998.0,Female,1000,NR,Outdoor
2:36.30,BEN,Heusden,BEL,2021-07-03,Noélie Yarigo,1985.0,Female,1000,NR,Outdoor
2:34.13,BLR,Athína,GRE,1982-09-01,Tetyana Pozdnyakova,1956.0,Female,1000,NR,Outdoor
2:54.12,BOT,Gaborone,BOT,2010-05-23,Winnie George,,Female,1000,NR,Outdoor
2:33.0,BUL,Sofia,BUL,1978-08-13,Totka Petrova,1956.0,Female,1000,NR,Outdoor
2:57.1,BUR,Abidjan,CIV,1999-04-29,Sanata Domo,,Female,1000,NR,Outdoor
2:34.14,CAN,Bruxelles,BEL,2002-08-30,Diane Cummins,1974.0,Female,1000,NR,Outdoor
2:33.00,CHN,Beijing,CHN,1993-11-09,Qu Yunxia,,Female,1000,NR,Outdoor
2:48.64,CIV,Nice,FRA,1982-08-14,Celestine N'Drin,1963.0,Female,1000,NR,Outdoor
2:45.7,CMR,Abidjan,CIV,1999-04-29,Stéphanie Zanga,,Female,1000,NR,Outdoor
2:53.62,COD,Paris,FRA,2014-07-16,Francine Nzilampa,1982.0,Female,1000,NR,Outdoor
3:14.8,COK,Suva,FIJ,1979-01-09,Akakaromaki Matepi,,Female,1000,NR,Outdoor
4:04.57,CPV,Fribourg,SUI,2011-09-25,Kleidiana Pereira-Dos Santos,,Female,1000,NR,Outdoor
2:42.45,CRO,Bar,MNE,2011-09-24,Vanja Perišić,1985.0,Female,1000,NR,Outdoor
2:33.12,CUB,Jerez de la Frontera,ESP,1989-09-13,Ana Fidelia Quirot,1963.0,Female,1000,NR,Outdoor
2:55.97,CYP,Doha,QAT,2009-12-12,Stella Christoforou,1992.0,Female,1000,NR,Outdoor
2:35.06,CZE,Nice,FRA,1999-07-17,Ludmila Formanová,1974.0,Female,1000,NR,Outdoor
2:41.83,DEN,Edegem,BEL,2022-08-28,Stina Troest,1994.0,Female,1000,NR,Outdoor
3:19.46,DJI,Singapore,SGP,2010-08-19,Saredo Fouad Abdi,,Female,1000,NR,Outdoor
2:49.96,EGY,El Maadi,EGY,2021-05-05,Shahd Mohamed Abdou,2005.0,Female,1000,NR,Outdoor
2:48.95,ERI,Lerum,SWE,2009-08-09,Meraf Bahta,1989.0,Female,1000,NR,Outdoor
2:33.06,ESP,Huelva,ESP,2007-09-13,Mayte Martínez,1976.0,Female,1000,NR,Outdoor
2:41.31,EST,Sopot,POL,2017-08-16,Liina Tšernov,1987.0,Female,1000,NR,Outdoor
2:34.11,ETH,Pliezhausen,GER,2022-05-08,Habitam Alemu,1997.0,Female,1000,NR,Outdoor
3:05.48,FIJ,Brisbane,AUS,1999-10-17,Kavita Maharaj,,Female,1000,NR,Outdoor
2:39.14,FIN,Porvoo,FIN,2020-09-02,Sara Lappalainen,1991.0,Female,1000,NR,Outdoor
2:31.93,FRA,Bruxelles,BEL,1995-08-25,Patricia Djaté-Taillard,1971.0,Female,1000,NR,Outdoor
3:02.9,GAB,Valbonne,FRA,1981-08-11,Brigitte Ntsamè,,Female,1000,NR,Outdoor
2:30.82,GBR,Monaco,MON,2020-08-14,Laura Muir,1993.0,Female,1000,NR,Outdoor
3:19.50,GBS,Almería,ESP,2013-04-13,Edna Paulo Gomes,,Female,1000,NR,Outdoor
3:02.64,GEQ,Singapore,SGP,2010-08-19,Marina Ayeme,,Female,1000,NR,Outdoor
2:30.67,GER,Berlin,FRG,1990-08-17,Christine Wachtel,1965.0,Female,1000,NR,Outdoor
