result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
6.77,BUL,Grenoble,FRA,1993-02-07,Yordanka Donkova,1961,Female,50H,NR,Indoor
7.00,CRO,Praha,CZE,1991-02-23,Blanka Vlašić,1983,Female,50H,NR,Indoor
6.95,GRE,Thessaloníki,GRE,1992-01-18,Paraskeví Patoulídou,1965,Female,50H,NR,Indoor
6.91,NED,Zwolle,NED,1987-01-24,Marjan Olyslager,1962,Female,50H,NR,Indoor
6.76,NGR,Liévin,FRA,2001-02-25,Glory Alozie,1977,Female,50H,NR,Indoor
7.10,POR,Alpiarça,POR,1993-03-13,Ana Oliveira,1963,Female,50H,NR,Indoor
6.65,RUS,Grenoble,FRA,1993-02-07,Ludmila Engquist,1964,Female,50H,NR,Indoor
6.73,SUI,Grenoble,FRA,1993-02-07,Julie Baumann,1964,Female,50H,NR,Indoor
7.36,SVK,Ostrava,TCH,1985-02-16,Lubomíra Piknová,1967,Female,50H,NR,Indoor
6.82,UKR,Moskva,RUS,1996-02-07,Nadezhda Bodrova,1961,Female,50H,NR,Indoor
