result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
6.27,BLR,Minsk,BLR,2009-12-23,Katiaryna Hanchar,1988,Female,50,NR,Indoor
6.12,BUL,Moskva,RUS,1995-01-27,Anelia Nuneva,1962,Female,50,NR,Indoor
6.23,CZE,Praha,CZE,1991-02-23,Renata Kubalová,1965,Female,50,NR,Indoor
6.28,ESP,Madrid,ESP,1995-02-09,Sandra Myers,1961,Female,50,NR,Indoor
6.49,HAI,Virginia Beach VA,USA,2024-01-13,Sariah Doresca,2007,Female,50,NR,Indoor
6.24,IVB,Virginia Beach VA,USA,2024-01-13,Adaejah Hodge,2006,Female,50,NR,Indoor
6.19,LUX,Luxembourg,LUX,2024-01-06,Patrizia van der Weken,1999,Female,50,NR,Indoor
6.19,NED,Ottawa,CAN,1987-01-31,Nelli Cooman,1964,Female,50,NR,Indoor
6.30,POL,Spala,POL,2012-02-25,Daria Korczyńska,1981,Female,50,NR,Indoor
6.38,POR,Alpiarça,POR,1993-03-13,Virginia Gomes,1964,Female,50,NR,Indoor
6.27,ROU,Bucureşti,ROU,1992-01-31,Mirela Renda,1966,Female,50,NR,Indoor
6.44,SLO,Schielleiten,AUT,1997-02-02,Jerneja Perc,1971,Female,50,NR,Indoor
6.31,SVK,Bratislava,TCH,1985-01-26,Eva Murková,1962,Female,50,NR,Indoor
6.21,TUR,Izmir,TUR,2001-02-04,Aksel Demirtaş-Gürcan,1973,Female,50,NR,Indoor
