result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
26:58.30,ALB,Korçe,ALB,1996-08-01,Mimoza Xhafa,1975,Female,5000W,NR,Outdoor
22:58.04,ALG,Bejaia,ALG,2021-02-27,Souad Azzi,1999,Female,5000W,NR,Outdoor
31:10.95,AND,Andorra,AND,1990-06-17,Montserrat Sanchez,1973,Female,5000W,NR,Outdoor
20:03.0,AUS,Sydney,AUS,1996-02-11,Kerry Saxby-Junna,1961,Female,5000W,NR,Outdoor
22:10.32,AUT,Schwechat,AUT,1992-07-01,Vera Toporek,1967,Female,5000W,NR,Outdoor
22:55.0,AZE,Baku,URS,1988-01-01,Albina Lesnikova,1965,Female,5000W,NR,Outdoor
23:18.2,BEL,Villeneuve d'Ascq,FRA,1987-05-28,Sabine Desmet,1971,Female,5000W,NR,Outdoor
22:11.27,BOL,Xalapa,MEX,2002-06-29,Ariana Quino,1983,Female,5000W,NR,Outdoor
34:24.22,BOT,Gaborone,BOT,2011-05-15,Ogomoditse Mbodza,,Female,5000W,NR,Outdoor
21:11.46,BUL,UNKNOWN,???,2001-01-01,Nevena Mineva-Dimitrova,1972,Female,5000W,NR,Outdoor
20:34.76,CHN,Tianjin,CHN,2012-09-16,Liu Hong,1987,Female,5000W,NR,Outdoor
29:03.9,CIV,Abidjan,CIV,2008-06-08,Agnes Kra-Bou,,Female,5000W,NR,Outdoor
24:39.3,CMR,Yaoundé,CMR,2000-07-01,Anne Hortense Ebena,,Female,5000W,NR,Outdoor
29:30.81,COD,Alger,ALG,2018-05-25,Gracia Ladisa,,Female,5000W,NR,Outdoor
33:46.1,COM,Antananarivo,MAD,2007-08-16,Bafakihi Nouher,,Female,5000W,NR,Outdoor
23:18.14,CRC,San José3,CRC,2021-07-10,Sharon Lisseth Herrera Soto,2004,Female,5000W,NR,Outdoor
22:33.93,CRO,Budapest,HUN,2019-06-21,Ivana Renić,1996,Female,5000W,NR,Outdoor
22:39.0,CUB,Sancti Spiritus,CUB,1998-06-07,Oslaidis Cruz,1974,Female,5000W,NR,Outdoor
20:48.75,CZE,Uherské Hradiště,CZE,2018-08-26,Anežka Drahotová,1995,Female,5000W,NR,Outdoor
23:25.4,DEN,Taastrup,DEN,1985-09-21,Gunhild Kristiansen,1963,Female,5000W,NR,Outdoor
23:23.2,EGY,El Maadi,EGY,1999-09-30,Nagwa Ibrahim Ali,1975,Female,5000W,NR,Outdoor
20:28.17,ESP,Andújar,ESP,2022-04-30,Mária Pérez,1996,Female,5000W,NR,Outdoor
21:43.45,EST,Valmiera,LAT,2022-07-30,Jekaterina Mirotvortseva,2002,Female,5000W,NR,Outdoor
