result,wind,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
15.05,,CUB,Valencia,ESP,2008-03-08,Yargelis Savigne,1984,Female,TJ,NR,Indoor
13.32,,CYP,Sofia,BUL,2005-02-13,Maria Diikiti,1982,Female,TJ,NR,Indoor
14.87,,CZE,Maebashi,JPN,1999-03-07,Šárka Kašpárková,1971,Female,TJ,NR,Indoor
13.72,,DEN,Liévin,FRA,2020-02-29,Janne Nielsen,1993,Female,TJ,NR,Indoor
15.01,,DMA,Glasgow,GBR,2024-03-03,Thea LaFond,1994,Female,TJ,NR,Indoor
14.75,,ESP,Glasgow,GBR,2024-03-03,Ana Peleteiro-Compaoré,1995,Female,TJ,NR,Indoor
14.26,,EST,Tartu,EST,2008-02-09,Kaire Leibak,1988,Female,TJ,NR,Indoor
14.38,,FIN,Madrid,ESP,2019-02-08,Kristiina Mäkelä,1992,Female,TJ,NR,Indoor
14.53,,FRA,Athína,GRE,2008-02-13,Teresa Nzola Meso Ba,1983,Female,TJ,NR,Indoor
15.16,,GBR,Valencia,ESP,1998-02-28,Ashia Hansen,1971,Female,TJ,NR,Indoor
13.24,,GEO,Teheran,IRI,2005-02-01,Julia Dubina,1984,Female,TJ,NR,Indoor
13.24,,GEO,Tehran,IRI,2005-02-09,Julia Dubina,1984,Female,TJ,NR,Indoor
14.59,,GER,Chemnitz,GER,2019-02-10,Kristin Gierisch,1990,Female,TJ,NR,Indoor
13.18,,GHA,Eaubonne,FRA,2014-02-11,Mathilde Boateng,1989,Female,TJ,NR,Indoor
14.84,,GRE,Athína,GRE,2003-03-04,Hrisopiyí Devetzí,1976,Female,TJ,NR,Indoor
14.84,,GRE,Athína,GRE,2003-03-04,Hysopigi Devetzi,1976,Female,TJ,NR,Indoor
13.60,,GRN,Gainesville,USA,2007-01-27,Patricia Sylvester,1983,Female,TJ,NR,Indoor
13.28,,GUA,Houston,USA,2019-02-08,Thelma Nohemí Fuentes,1992,Female,TJ,NR,Indoor
14.10,,GUY,Clemson,USA,2022-01-29,Natricia Hooper,1998,Female,TJ,NR,Indoor
12.73,,HKG,Tehran,IRI,2024-02-18,Vera Chan Shannon,1998,Female,TJ,NR,Indoor
13.93,,HUN,Ostrava,CZE,1998-01-29,Zita Bálint,1971,Female,TJ,NR,Indoor
13.04,,INA,Hanoi,VIE,2009-11-01,Maria Natalia Londa,1990,Female,TJ,NR,Indoor
14.00,,IND,Doha,QAT,2016-02-20,Mayookha Johny,1988,Female,TJ,NR,Indoor
13.08,,IRI,Tehran,IRI,2024-01-12,Maryam Kazemi,1999,Female,TJ,NR,Indoor
13.28,,IRL,Sheffield,GBR,2005-02-12,Taneisha Scanlon,1977,Female,TJ,NR,Indoor
13.36,,ISL,Hafnarfjörður,ISL,2023-02-09,Irma Gunnarsdóttir,1998,Female,TJ,NR,Indoor
14.49,,ISR,Praha,CZE,2015-03-08,Hanna Minenko,1989,Female,TJ,NR,Indoor
13.52,,ISV,Toronto,CAN,1993-03-13,Flora Hyacinth,1966,Female,TJ,NR,Indoor
14.81,,ITA,Budapest,HUN,2004-03-05,Magdelin Martinez,1976,Female,TJ,NR,Indoor
13.45,,IVB,College Station,USA,2011-03-12,Chantel Malone,1991,Female,TJ,NR,Indoor
14.84,,JAM,Moskva,RUS,2006-03-11,Trecia Smith,1975,Female,TJ,NR,Indoor
13.66,,JPN,Astana,KAZ,2023-02-11,Mariko Morimoto,1995,Female,TJ,NR,Indoor
15.14,,KAZ,Doha,QAT,2010-03-13,Olga Rypakova,1984,Female,TJ,NR,Indoor
12.61,,KGZ,Bishkek,KGZ,2005-02-25,Rakhima Sardi,1986,Female,TJ,NR,Indoor
12.70,,KOR,Tianjin,CHN,2004-02-18,Jung Hye-Kyung,1981,Female,TJ,NR,Indoor
9.78,,KOS,Tirane,ALB,2015-02-02,Rita Hajdini,1998,Female,TJ,NR,Indoor
14.47,,LAT,Brighton,USA,2024-03-09,Rūta Lasmane,2000,Female,TJ,NR,Indoor
13.32,,LBR,Air Force Academy,USA,2009-02-28,Decontee Kaye,1987,Female,TJ,NR,Indoor
12.40,,LCA,Cedar Falls,USA,1999-02-20,Michelle Baptiste,1977,Female,TJ,NR,Indoor
14.13,,LTU,Madrid,ESP,2018-02-08,Dovilė Kilty,1993,Female,TJ,NR,Indoor
12.16,,LUX,Dortmund,GER,2000-02-13,Claudia Czerwonka,1972,Female,TJ,NR,Indoor
14.17,,MDA,Lisboa,POR,2001-03-11,Olga Bolshova,1968,Female,TJ,NR,Indoor
13.20,,MEX,Albuquerque,USA,2019-02-02,Ivonne Rangel,1993,Female,TJ,NR,Indoor
11.01,,MKD,Beograd,SRB,2024-01-17,Lina Iseni,2008,Female,TJ,NR,Indoor
13.40,,MLT,Albuquerque,USA,2024-02-10,Rachela Pace,2003,Female,TJ,NR,Indoor
12.60,,MNE,Beograd,SRB,2021-01-16,Ljiljana Matovic,1993,Female,TJ,NR,Indoor
13.21,,NED,Liévin,FRA,2022-01-23,Maureen Herremans,1996,Female,TJ,NR,Indoor
14.36,,NGR,Lubbock,USA,2021-02-27,Ruth Usoro,1997,Female,TJ,NR,Indoor
13.65,,NOR,Haugesund,NOR,2019-02-02,Oda Utsi Onstad,1990,Female,TJ,NR,Indoor
14.16,,POL,Chemnitz,GER,2011-01-27,Malgorzata Trybanska,1981,Female,TJ,NR,Indoor
14.16,,POL,Chemnitz,GER,2011-01-27,Małgorzata Trybańska-Strońska,1981,Female,TJ,NR,Indoor
14.53,,POR,Toruń,POL,2021-03-07,Patrícia Mamona,1988,Female,TJ,NR,Indoor
12.90,,PRK,Macau,MAC,2007-10-30,Kang Hye Soon,1987,Female,TJ,NR,Indoor
14.94,,ROU,Bucureşti,ROU,2000-02-05,Cristina Nicolau,1977,Female,TJ,NR,Indoor
12.62,,RSA,Ann Arbor,USA,2019-02-02,Renate Van Tonder,1998,Female,TJ,NR,Indoor
15.36,,RUS,Budapest,HUN,2004-03-06,Tatyana Lebedeva,1976,Female,TJ,NR,Indoor
14.72,,SEN,Birmingham,GBR,2003-03-15,Kéne Ndoye,1978,Female,TJ,NR,Indoor
12.46,,SKN,Lubbock,USA,2018-03-03,Krystal Liburd,1997,Female,TJ,NR,Indoor
15.08,,SLO,Athína,GRE,2008-02-13,Marija Šestak,1979,Female,TJ,NR,Indoor
11.74,,SMR,Ancona,ITA,2021-01-31,Emma Corbelli,1999,Female,TJ,NR,Indoor
14.37,,SRB,Torino,ITA,2009-03-08,Biljana Topić,1977,Female,TJ,NR,Indoor
12.77,,SRI,Tehran,IRI,2018-02-01,H.D. Viduka Lakshani,1996,Female,TJ,NR,Indoor
14.90,,SUD,Budapest,HUN,2004-03-06,Yamilé Aldama,1972,Female,TJ,NR,Indoor
13.45,,SUI,Magglingen,SUI,1995-02-19,Claudia Vetsch,1969,Female,TJ,NR,Indoor
14.40,,SVK,Torino,ITA,2009-03-08,Dana Velďáková,1981,Female,TJ,NR,Indoor
14.12,,SWE,Gent,BEL,2000-02-26,Camilla Johansson-Gustafsson,1976,Female,TJ,NR,Indoor
12.47,,SYR,Hanoi,VIE,2009-11-01,Fadwa Al-Boza,1990,Female,TJ,NR,Indoor
13.78,,THA,Hanoi,VIE,2009-11-01,Thitima Muangjan,1983,Female,TJ,NR,Indoor
12.52,,TKM,Moskva,RUS,1998-02-13,Viktoriya Brigadnaya,1980,Female,TJ,NR,Indoor
12.61,,TPE,Tehran,IRI,2004-02-08,Wang Kuo-Huei,1978,Female,TJ,NR,Indoor
13.99,,TTO,Blacksburg,USA,2010-02-20,Ayanna Alexander,1982,Female,TJ,NR,Indoor
12.57,,TUN,Mankato,USA,2024-02-24,Ghada Hamdani,2001,Female,TJ,NR,Indoor
14.31,,TUR,Istanbul,TUR,2023-03-04,Tuğba Danişmaz,1999,Female,TJ,NR,Indoor
13.90,,UGA,Murfreesboro,USA,2010-12-11,Sarah Nambawa,1985,Female,TJ,NR,Indoor
14.88,,UKR,Göteborg,SWE,2013-03-03,Olha Saladukha,1983,Female,TJ,NR,Indoor
15.12,,USA,Albuquerque,USA,2023-03-11,Jasmine Moore,2001,Female,TJ,NR,Indoor
14.24,,UZB,Pireás,GRE,2006-02-25,Anastasiya Juravlyeva,1981,Female,TJ,NR,Indoor
15.74,,VEN,Beograd,SRB,2022-03-20,Yulimar Rojas,1995,Female,TJ,NR,Indoor
13.22,,VIE,Tehran,IRI,2018-02-01,Bui Thi Thu Thao,1992,Female,TJ,NR,Indoor
14.21,,VIN,Albuquerque,USA,2023-03-11,Mikeisha Welcome,2000,Female,TJ,NR,Indoor
14.26,,YUG,Pireás,GRE,2002-02-23,Marija Šestak,1979,Female,TJ,NR,Indoor
13.03,,ZIM,Blacksburg,USA,2010-01-22,Grace Mavugara,1988,Female,TJ,NR,Indoor
