result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
3082,BIH,Novi Sad,SRB,2014-03-01,Nikolija Stanivuković,1997,Female,Peny,NR,Indoor
3350,LUX,Metz,FRA,2009-01-24,Noémie Pleimling,1993,Female,Peny,NR,Indoor
