result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
42.03,AND,Andorra,AND,2021-05-22,Duna Viñals,2006,Female,300,NR,Outdoor
36.34,AUS,Campbelltown,AUS,2003-02-15,Jana Rawlinson,1982,Female,300,NR,Outdoor
34.41,BAH,Ostrava,CZE,2019-06-20,Shaunae Miller-Uibo,1994,Female,300,NR,Outdoor
36.47,BEL,Kessel-Lo,BEL,2022-08-06,Cynthia Bolingo Mbongo,1993,Female,300,NR,Outdoor
35.82,CAY,Sydney,AUS,2000-09-14,Cydonie Mothersill,1978,Female,300,NR,Outdoor
36.10,CHA,Gateshead,GBR,2001-08-19,Kaltouma Nadjina,1976,Female,300,NR,Outdoor
37.18,FIJ,Brisbane,AUS,2004-06-06,Makelesi Batimala,1977,Female,300,NR,Outdoor
35.46,GBR,London,GBR,1984-08-18,Kathy Cook,1960,Female,300,NR,Outdoor
37.43,HUN,Ciudad de México,MEX,2003-05-03,Barbara Petráhn,1978,Female,300,NR,Outdoor
37.07,IRL,Brasschaat,BEL,2001-08-15,Karen Shinkins,1976,Female,300,NR,Outdoor
36.30,ITA,Viareggio,ITA,2000-08-22,Manuela Levorato,1977,Female,300,NR,Outdoor
37.80,JPN,Izumo,JPN,2009-04-19,Satomi Kubokura,1982,Female,300,NR,Outdoor
38.19,POR,Viseu,POR,2001-05-01,Maria Carmo Tavares,1974,Female,300,NR,Outdoor
36.20,ROU,Ciudad de México,MEX,2003-05-03,Ionela Tîrlea,1976,Female,300,NR,Outdoor
36.77,SLO,Domžale,SLO,2017-08-30,Agata Zupin,1998,Female,300,NR,Outdoor
38.82,SUD,Ljubljana,SLO,2004-08-10,Mona Jabir Ahmed,1987,Female,300,NR,Outdoor
41.12,SWE,Uddevalla,SWE,2021-08-09,Paulina Orell Sahlberg,1981,Female,300,NR,Outdoor
38.65,TUN,Jablonec,CZE,2002-06-11,Aoutef Benhassine,1980,Female,300,NR,Outdoor
36.87,TUR,Istanbul,TUR,2002-05-05,Nora Ivanova-Edletzberger,1977,Female,300,NR,Outdoor
35.46,USA,London,GBR,1984-08-18,Chandra Cheeseborough,1959,Female,300,NR,Outdoor
38.64,VIE,Pliezhausen,GER,2011-05-22,Vu Thi Huong,1986,Female,300,NR,Outdoor
35.45,BAH,New York,USA,2018-02-03,Shaunae Miller-Uibo,1994,Female,300,NR,Indoor
36.81,BUL,Liévin,FRA,2012-02-14,Vania Stambolova,1983,Female,300,NR,Indoor
37.09,CHA,Winnipeg,CAN,2005-01-29,Kaltouma Nadjina,1976,Female,300,NR,Indoor
36.94,CZE,Liévin,FRA,2010-03-05,Denisa Rosolová,1986,Female,300,NR,Indoor
37.46,EST,Tallinn,EST,2022-01-30,Marielle Kleemeier,1996,Female,300,NR,Indoor
37.54,FIN,Jyväskylä,FIN,2024-02-03,Mette Baas,2000,Female,300,NR,Indoor
36.77,GBR,Albuquerque,USA,2024-01-20,Dina Asher-Smith,1995,Female,300,NR,Indoor
36.49,GER,Sindelfingen,FRG,1988-02-05,Helga Arendt,1964,Female,300,NR,Indoor
36.49,GER,Chemnitz,GER,2022-01-22,Corinna Schwab,1999,Female,300,NR,Indoor
38.33,GRE,Pireás,GRE,1999-01-23,Hristina Panagou,1977,Female,300,NR,Indoor
35.69,JAM,Liévin,FRA,2012-02-14,Patricia Hall-Pritchett,1982,Female,300,NR,Indoor
38.43,LTU,Vilnius,LTU,2005-01-29,Edita Kavaliauskienė,1980,Female,300,NR,Indoor
41.81,MKD,Sofia,BUL,2009-01-31,Ivana Rozman,1989,Female,300,NR,Indoor
38.29,POR,Espinho,POR,2002-02-02,Maria Carmo Tavares,1974,Female,300,NR,Indoor
35.45,RUS,Moskva,RUS,1993-01-17,Irina Privalova,1968,Female,300,NR,Indoor
41.55,SGP,Birmingham,GBR,2006-03-04,Valerie Seema Pereira,1990,Female,300,NR,Indoor
37.65,SKN,Clemson,USA,2003-12-06,Tiandra Ponteen,1984,Female,300,NR,Indoor
37.70,SVK,Ostrava,CZE,2018-01-25,Alexandra Bezeková,1992,Female,300,NR,Indoor
