result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
8.80,ALB,Wien,AUT,2002-02-03,Anila Meta,1980.0,Female,60H,NR,Indoor
9.50,ARM,Tehran,IRI,2013-02-14,Kristine Harutyunyan,1991.0,Female,60H,NR,Indoor
7.73,AUS,Istanbul,TUR,2012-03-10,Sally Pearson,1986.0,Female,60H,NR,Indoor
7.96,AUT,Wien,AUT,2013-02-23,Beate Schrott,1988.0,Female,60H,NR,Indoor
8.54,AZE,Zaporizhzhya,URS,1990-01-01,Ella Kolesnikova,1971.0,Female,60H,NR,Indoor
8.54,AZE,Zaporizhzhya,URS,1990-01-01,Ellada Kolesnikova,1971.0,Female,60H,NR,Indoor
7.67,BAH,New York NY,USA,2024-02-11,Devynne Charlton,1995.0,Female,60H,NR,Indoor
8.00,BAR,Ames IA,USA,2016-02-27,Akela Inatta-Jones,1995.0,Female,60H,NR,Indoor
7.92,BEL,Torino,ITA,2009-03-06,Eline Berings,1986.0,Female,60H,NR,Indoor
8.56,BIH,Sofia,BUL,1975-02-15,Emina Pilav,1951.0,Female,60H,NR,Indoor
7.85,BLR,Praha,CZE,2015-03-06,Alina Talay,1989.0,Female,60H,NR,Indoor
8.08,BRA,Moskva,RUS,2006-03-11,Maíla Paula Machado,1981.0,Female,60H,NR,Indoor
8.08,BRA,São Caetano do Sul,BRA,2016-02-13,Fabiana dos Santos,1986.0,Female,60H,NR,Indoor
7.74,BUL,Sofia,BUL,1987-02-14,Yordanka Donkova,1961.0,Female,60H,NR,Indoor
8.38,CAF,Paris,FRA,2001-02-04,Maria-Joëlle Conjungo,1975.0,Female,60H,NR,Indoor
7.75,CAN,Budapest,HUN,2004-03-07,Perdita Felicien,1980.0,Female,60H,NR,Indoor
8.77,CGO,Aubière,FRA,2007-01-06,Solène Eboulabeka,1981.0,Female,60H,NR,Indoor
8.40,CHI,Cochabamba,BOL,2020-02-01,Maria Ignacia Eguiguren,1992.0,Female,60H,NR,Indoor
8.02,CHN,Hangzhou,CHN,2014-02-15,Wu Shuijiao,1991.0,Female,60H,NR,Indoor
8.17,CIV,Mondeville,FRA,2014-02-01,Rosvitha Okou,1986.0,Female,60H,NR,Indoor
8.34,CMR,Luxembourg,LUX,2008-01-19,Caroline Kaboud Mebam,1978.0,Female,60H,NR,Indoor
8.24,COL,Houston TX,USA,2008-02-02,Brigitte Merlano,1982.0,Female,60H,NR,Indoor
8.39,COM,Liévin,FRA,2009-02-20,Feta Ahamada,1987.0,Female,60H,NR,Indoor
7.91,CRO,Portland OR,USA,2016-03-18,Andrea Ivančević,1984.0,Female,60H,NR,Indoor
7.90,CUB,Karlsruhe,GER,2008-02-10,Anay Tejeda,1983.0,Female,60H,NR,Indoor
7.92,CYP,Luxembourg,LUX,2023-01-22,Natalia Christofi,1997.0,Female,60H,NR,Indoor
7.95,CZE,Torino,ITA,2009-03-06,Lucie Škrobáková,1982.0,Female,60H,NR,Indoor
7.92,DEN,Istanbul,TUR,2023-03-05,Mette Graversgaard,1995.0,Female,60H,NR,Indoor
8.16,DOM,Sopot,POL,2014-03-07,Lavonne Idlette,1985.0,Female,60H,NR,Indoor
7.99,ECU,Albuquerque NM,USA,2023-02-11,Maribel Caicedo,1998.0,Female,60H,NR,Indoor
8.84,ESA,Cincinnati OH,USA,2004-02-06,Laura Valldeperas,1981.0,Female,60H,NR,Indoor
7.83,ESP,Birmingham,GBR,2003-03-15,Glory Alozie,1977.0,Female,60H,NR,Indoor
8.07,EST,Tallinn,EST,2023-02-19,Diana Suumann,1992.0,Female,60H,NR,Indoor
7.79,FIN,Madrid,ESP,2023-02-22,Reetta Hurske,1995.0,Female,60H,NR,Indoor
7.78,FRA,Beograd,SRB,2022-03-19,Cyrena Samba-Mayela,2000.0,Female,60H,NR,Indoor
7.80,GBR,Paris,FRA,2011-03-04,Tiffany Porter,1987.0,Female,60H,NR,Indoor
8.21,GEO,Ordzhonik,URS,1982-03-06,Olga Vershinina,1964.0,Female,60H,NR,Indoor
7.73,GER,Wien,AUT,1989-02-25,Cornelia Oschkenat,1961.0,Female,60H,NR,Indoor
8.03,GHA,Paris,FRA,1997-03-08,Vida Nsiah,1976.0,Female,60H,NR,Indoor
7.91,GRE,Budapest,HUN,2004-03-07,Flóra Redoúmi,1976.0,Female,60H,NR,Indoor
8.45,GUY,Boston MA,USA,2017-02-04,Jenea McCammon,1991.0,Female,60H,NR,Indoor
7.99,HAI,Düsseldorf,GER,2006-02-17,Nadine Faustin-Parker,1976.0,Female,60H,NR,Indoor
8.22,HKG,Gainesville FL,USA,2024-02-09,Lui Lai Yiu,1994.0,Female,60H,NR,Indoor
7.92,HUN,Nyíregyháza,HUN,2022-02-27,Luca Kozák,1996.0,Female,60H,NR,Indoor
8.24,INA,Astana,KAZ,2023-02-12,Dina Aulia,2003.0,Female,60H,NR,Indoor
8.12,IND,Tehran,IRI,2024-02-17,Jyothi Yarraji,1999.0,Female,60H,NR,Indoor
8.39,IRI,Tehran,IRI,2024-01-25,Elnaz Kompani,1989.0,Female,60H,NR,Indoor
7.84,IRL,Moskva,RUS,2006-03-11,Derval O'Rourke,1981.0,Female,60H,NR,Indoor
8.61,IRQ,Tehran,IRI,2023-03-13,Taha Yassin Banu,,Female,60H,NR,Indoor
8.31,ISL,Gent,BEL,2000-02-26,Gudrún Arnardóttir,1971.0,Female,60H,NR,Indoor
8.03,ISR,Moskva,RUS,2002-01-27,Irina Lenskiy,1971.0,Female,60H,NR,Indoor
7.94,ITA,Göteborg/Sc,SWE,2013-03-01,Veronica Borsi,1987.0,Female,60H,NR,Indoor
7.72,JAM,Albuquerque NM,USA,2023-03-10,Ackera Nugent,2002.0,Female,60H,NR,Indoor
8.01,JPN,Astana,KAZ,2023-02-12,Masumi Aoki,1994.0,Female,60H,NR,Indoor
7.82,KAZ,Liévin,FRA,1999-02-21,Olga Shishigina,1968.0,Female,60H,NR,Indoor
