result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
1:12.72,AFG,Sipoo,FIN,2018-06-13,Yalda Amini,1999.0,Female,400,NR,Outdoor
53.97,AHO,Fairfax VA,USA,2001-05-05,Florencia Hunt,1978.0,Female,400,NR,Outdoor
55.41,AIA,El Paso TX,USA,2017-05-13,Artesha Richardson,1998.0,Female,400,NR,Outdoor
52.86,ALB,Göteborg/U,SWE,2006-08-08,Klodiana Shala,1979.0,Female,400,NR,Outdoor
52.98,ALG,Rehlingen,GER,2009-06-01,Zahra Bouras,1987.0,Female,400,NR,Outdoor
58.51,AND,Gavà,ESP,2021-06-16,Carlota Meritxell Málaga Morán,2002.0,Female,400,NR,Outdoor
55.34,ANG,Stuttgart,GER,1993-08-15,Guilhermina Da Cruz,1970.0,Female,400,NR,Outdoor
52.49,ANT,Houston TX,USA,2013-05-12,Afia Charles,1992.0,Female,400,NR,Outdoor
52.50,ARG,Buenos Aires,ARG,1997-03-22,Olga Conte,1966.0,Female,400,NR,Outdoor
53.48,ARM,Sochi,RUS,2015-05-28,Amaliya Sharoyan,1988.0,Female,400,NR,Outdoor
57.78,ARU,Willemstad,NED,2011-07-08,Jelissa Nedd,,Female,400,NR,Outdoor
1:01.62,ASA,San Diego CA,USA,2012-04-19,Jordan Mageo,1997.0,Female,400,NR,Outdoor
48.63,AUS,Atlanta GA,USA,1996-07-29,Cathy Freeman,1973.0,Female,400,NR,Outdoor
50.62,AUT,Klagenfurt,AUT,1977-06-18,Karoline Käfer,1954.0,Female,400,NR,Outdoor
54.83,AZE,Chengdu,CHN,2023-08-02,Lamiya Valiyeva,2002.0,Female,400,NR,Outdoor
48.36,BAH,Tokyo,JPN,2021-08-06,Shaunae Miller-Uibo,1994.0,Female,400,NR,Outdoor
55.46,BAN,Islamabad,PAK,2004-04-05,Nazmun Nahar Beauty,1986.0,Female,400,NR,Outdoor
49.58,BAR,Budapest,HUN,2023-08-21,Sada Williams,1997.0,Female,400,NR,Outdoor
53.48,BDI,Eugene OR,USA,2018-05-04,Francine Niyonsaba,1993.0,Female,400,NR,Outdoor
49.96,BEL,Budapest,HUN,2023-08-21,Cynthia Bolingo Mbongo,1993.0,Female,400,NR,Outdoor
51.47,BEN,Roma,ITA,2006-07-14,Fabienne Féraez,1976.0,Female,400,NR,Outdoor
51.84,BER,Eugene OR,USA,2022-06-09,Caitlyn Bobb,2003.0,Female,400,NR,Outdoor
54.28,BIH,Komotini,GRE,1999-07-24,Dijana Kojic,1982.0,Female,400,NR,Outdoor
53.19,BIZ,Riverside CA,USA,2015-05-16,Sam Dirks,1992.0,Female,400,NR,Outdoor
50.31,BLR,Osaka,JPN,2007-08-27,Ilona Usovich,1982.0,Female,400,NR,Outdoor
53.90,BOL,Cochabamba,BOL,2021-04-18,Cecilia Evangelina,1993.0,Female,400,NR,Outdoor
49.33,BOT,Monaco,MON,2013-07-19,Amantle Montsho,1983.0,Female,400,NR,Outdoor
50.62,BRA,Rovereto,ITA,1990-08-21,Maria Magnólia Figueirêdo,1963.0,Female,400,NR,Outdoor
48.14,BRN,Doha,QAT,2019-10-03,Salwa Eid Naser,1998.0,Female,400,NR,Outdoor
59.20,BRU,Labuan,MAS,2014-12-08,Maziah Binti Mahusin,,Female,400,NR,Outdoor
49.53,BUL,Rieti,ITA,2006-08-27,Vania Stambolova,1983.0,Female,400,NR,Outdoor
53.13,BUR,Kinshasa,COD,2023-08-01,Sita Sibiri,2004.0,Female,400,NR,Outdoor
54.61,CAF,Saint-Etienne,FRA,2001-06-30,Emmanuelle Kogalama,1968.0,Female,400,NR,Outdoor
1:00.91,CAM,Kuala Lumpur,MAS,2018-07-22,Seyha Ben,,Female,400,NR,Outdoor
49.91,CAN,Los Angeles CA,USA,1984-08-06,Marita Payne,1960.0,Female,400,NR,Outdoor
49.91,CAN,Seoul,KOR,1988-09-25,Jillian Richardson Briscoe,1965.0,Female,400,NR,Outdoor
