result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
2:38.28,AFG,Oslo,NOR,2007-08-19,Mehrangiz Bijanpoor,,Female,800,NR,Outdoor
2:03.16,AHO,Nassau,BAH,2001-06-09,Florencia Hunt,1978.0,Female,800,NR,Outdoor
2:19.72,AIA,Fort-de-France,FRA,2014-04-21,Jonicia Richardson,,Female,800,NR,Outdoor
2:01.31,ALB,Tbilisi,GEO,2014-06-21,Luiza Gega,1988.0,Female,800,NR,Outdoor
1:58.72,ALG,Roma,ITA,1991-07-17,Hassiba Boulmerka,1968.0,Female,800,NR,Outdoor
2:13.04,AND,Castres,FRA,2007-08-11,Natalia Gallego,1980.0,Female,800,NR,Outdoor
2:06.53,ANG,Luso,POR,2006-06-15,Lilian Silva,1982.0,Female,800,NR,Outdoor
2:06.36,ANT,Bloomington,USA,1995-05-13,Charmaine Thomas,1974.0,Female,800,NR,Outdoor
2:02.88,ARG,Mar del Plata,ARG,1995-03-24,Marta Orellana,1973.0,Female,800,NR,Outdoor
2:04.0,ARM,Tbilisi,URS,1987-10-15,Tsovik Grigoryan,,Female,800,NR,Outdoor
2:28.59,ARU,Oranjestad,NED,2021-06-27,Vera-Elise Bakmeyer,,Female,800,NR,Outdoor
2:39.11,ASA,Nouméa,FRA,1987-10-12,Paula Stevenson,,Female,800,NR,Outdoor
1:57.78,AUS,London,GBR,2023-07-23,Catriona Bisset,1994.0,Female,800,NR,Outdoor
1:56.64,AUT,Sydney,AUS,2000-09-25,Stephanie Graf,1973.0,Female,800,NR,Outdoor
2:02.50,AZE,Baku,AZE,2015-06-21,Anastasiya Komarova,1993.0,Female,800,NR,Outdoor
2:04.82,BAH,Atlanta,USA,1998-05-23,Vernetta Rolle,1976.0,Female,800,NR,Outdoor
2:13.3,BAN,Dhaka,BAN,1985-12-22,Sharmila Ray Chakma,,Female,800,NR,Outdoor
2:02.23,BAR,Lima,PER,2019-08-07,Sadé Sealy,1991.0,Female,800,NR,Outdoor
1:55.47,BDI,Monaco,MON,2017-07-21,Francine Niyonsaba,1993.0,Female,800,NR,Outdoor
1:58.31,BEL,Hechtel,BEL,1998-08-01,Sandra Stals,1975.0,Female,800,NR,Outdoor
1:58.65,BEN,Paris,FRA,2023-06-09,Noélie Yarigo,1985.0,Female,800,NR,Outdoor
2:04.40,BER,Stanford,USA,2004-04-30,Tamika Williams,1978.0,Female,800,NR,Outdoor
2:37.40,BHU,Colombo,SRI,2018-05-06,Chimi Wangmo,,Female,800,NR,Outdoor
2:03.02,BIH,Zagreb,YUG,1985-06-22,Biba Kajan,1960.0,Female,800,NR,Outdoor
2:05.33,BIZ,Irvine,USA,1992-04-25,Sharette Garcia,,Female,800,NR,Outdoor
1:56.1,BLR,Podolsk,URS,1982-08-21,Ravilya Agletdinova,1960.0,Female,800,NR,Outdoor
2:03.98,BOL,Ambato,ECU,2001-09-15,Niusha Mancilla,1971.0,Female,800,NR,Outdoor
2:00.22,BOT,Pretoria,RSA,2024-03-02,Oratile Nowe,2000.0,Female,800,NR,Outdoor
1:58.27,BRA,Hechtel,BEL,1994-07-30,Luciana Mendes,1971.0,Female,800,NR,Outdoor
1:57.80,BRN,Zürich,SUI,2008-08-29,Maryam Jamal,1984.0,Female,800,NR,Outdoor
2:26.12,BRU,Bandar Seri Begawan,BRU,2015-11-25,Shana Marie Mobo Holmes,,Female,800,NR,Outdoor
1:55.42,BUL,Montréal,CAN,1976-07-26,Nikolina Shtereva,1955.0,Female,800,NR,Outdoor
2:13.30,BUR,Ouagadougou,BUR,2003-07-20,Honorine Yaméogo,,Female,800,NR,Outdoor
2:11.70,CAF,Río de Janeiro,BRA,2016-08-17,Elisabeth Mandaba,1989.0,Female,800,NR,Outdoor
2:17.86,CAM,Moskva,URS,1987-06-07,Sem Sophalnara,,Female,800,NR,Outdoor
1:57.01,CAN,Monaco,MON,2017-07-21,Melissa Bishop-Nriagu,1988.0,Female,800,NR,Outdoor
2:10.4,CAY,George Town,CAY,2018-02-17,Tiffany Cole,,Female,800,NR,Outdoor
2:04.08,CGO,Sydney,AUS,2000-09-22,Leontine Tsiba,1973.0,Female,800,NR,Outdoor
2:11.15,CHA,"Walnut, Ca",USA,2000-04-15,Kaltouma Nadjina,1976.0,Female,800,NR,Outdoor
2:00.20,CHI,Jerez de la Frontera,ESP,1990-09-03,Alejandra Ramos,1958.0,Female,800,NR,Outdoor
1:55.54,CHN,Beijing,CHN,1993-09-09,Liu Dong,1973.0,Female,800,NR,Outdoor
2:02.99,CIV,Durham,GBR,1990-05-30,Celestine N'Drin,1963.0,Female,800,NR,Outdoor
2:03.9,CMR,Yaoundé,CMR,2001-09-06,Stéphanie Zanga,,Female,800,NR,Outdoor
2:06.17,COD,Saint-Denis,FRA,2004-07-23,Bibiche Mankatou,1980.0,Female,800,NR,Outdoor
2:17.06,COK,Avarua,COK,1985-03-08,Attina Sawtell,1964.0,Female,800,NR,Outdoor
1:59.38,COL,Beijing,CHN,2008-08-16,Rosibel García,1981.0,Female,800,NR,Outdoor
2:10.53,COM,Montgeron,FRA,2006-05-14,Salhate Djamalidine,1978.0,Female,800,NR,Outdoor
2:05.76,CPV,Barcelona,ESP,2019-07-17,Carla Mendes,1994.0,Female,800,NR,Outdoor
2:05.98,CRC,San Juan,PUR,1988-06-05,Maureen Stewart,1965.0,Female,800,NR,Outdoor
1:56.51,CRO,Beograd,YUG,1987-06-17,Slobodanka Colovic,1965.0,Female,800,NR,Outdoor
1:54.44,CUB,Barcelona,ESP,1989-09-09,Ana Fidelia Quirot,1963.0,Female,800,NR,Outdoor
2:01.77,CYP,Gold Coast,AUS,2018-04-12,Natalia Evangelidou,1991.0,Female,800,NR,Outdoor
1:53.28,CZE,München,FRG,1983-07-26,Jarmila Kratochvílová,1951.0,Female,800,NR,Outdoor
2:00.10,DEN,Tampere,FIN,2023-08-08,Annemarie Nissen,1994.0,Female,800,NR,Outdoor
2:05.12,DJI,Rabat,MAR,2019-08-26,Zourha Ali Mohamed,1994.0,Female,800,NR,Outdoor
1:59.06,DMA,Atlanta,USA,1996-07-27,Dawn Williams-Sewer,1973.0,Female,800,NR,Outdoor
2:03.61,DOM,Jacksonville,USA,2014-05-30,Alexis Panisse,1993.0,Female,800,NR,Outdoor
2:04.00,ECU,Santa Marta,BOL,2017-11-23,Andrea Calderón,1993.0,Female,800,NR,Outdoor
2:07.7,EGY,El Maadi,EGY,2007-06-04,Walaa Mohamed Ahmad,,Female,800,NR,Outdoor
2:04.26,ERI,Bilbao,ESP,2008-06-21,Nazret Weldu,1990.0,Female,800,NR,Outdoor
2:07.87,ESA,Managua,NCA,2012-06-15,Gladys Landaverde,1990.0,Female,800,NR,Outdoor
1:57.45,ESP,Sevilla,ESP,1988-06-01,Mayte Zúñiga,1964.0,Female,800,NR,Outdoor
2:02.1,EST,Moskva,URS,1972-07-20,Raisa Ruus,1942.0,Female,800,NR,Outdoor
1:56.67,ETH,Hengelo,NED,2021-06-08,Werkwuha Getachew,1995.0,Female,800,NR,Outdoor
2:08.81,FIJ,Brisbane,AUS,2008-05-30,Makelesi Batimala,1977.0,Female,800,NR,Outdoor
1:59.41,FIN,Tokyo,JPN,2021-07-31,Sara Lappalainen,1991.0,Female,800,NR,Outdoor
1:56.53,FRA,Monaco,MON,1995-09-09,Patricia Djaté-Taillard,1971.0,Female,800,NR,Outdoor
2:34.64,FSM,Tumon,GUM,1975-04-08,Adiriana Jack,,Female,800,NR,Outdoor
2:11.89,GAB,Celle Ligure,ITA,2007-06-27,Marlyse Nsourou,1987.0,Female,800,NR,Outdoor
2:05.41,GAM,Lagos,NGR,2001-06-28,Adama Njie,1978.0,Female,800,NR,Outdoor
1:55.19,GBR,Eugene,USA,2023-09-17,Keely Hodgkinson,2002.0,Female,800,NR,Outdoor
2:13.59,GBS,Braga,POR,2000-07-16,Anhel Alberta Cape,,Female,800,NR,Outdoor
2:05.8,GEO,Tbilisi,URS,1983-05-12,Jelena Shapovalova,,Female,800,NR,Outdoor
2:15.72,GEQ,Osaka,JPN,2007-08-25,Emilia Mikue Ondo,1984.0,Female,800,NR,Outdoor
1:55.26,GER,Roma,ITA,1987-08-31,Sigrun Wodars,1965.0,Female,800,NR,Outdoor
1:59.60,GHA,Roma,ITA,2004-07-02,Akosua Serwaa,1981.0,Female,800,NR,Outdoor
2:15.56,GIB,Mariehamn,FIN,2009-07-03,Kim Baglietto,1992.0,Female,800,NR,Outdoor
1:59.79,GRE,Athína,GRE,2005-06-14,María Papadopoúlou,1974.0,Female,800,NR,Outdoor
