Code;Type;Discipline;Class;Result;Wind;Venue;Venue Country;Environment;Date;Firstname;Lastname;Nation;YOB;Sex;WorldathleticsId
AL;6;2KH;W;6:39.90;;Newtown Park Stadium;NZL;Outdoor;2025-02-15;Eva;Pringle;NZL;2001;Female;14820199
AL;6;60M;W;7.12;;Sports Training Center;CHN;Indoor;2025-03-22;Zoe;Hobbs;NZL;1997;Female;14499691
AL;6;800;W;1:57.83;;China Textile City Sports Centre;CHN;Outdoor;2025-05-03;Sarah;Billings;AUS;1998;Female;14464575
AL;6;4×1;W;42.84;;SOPAC;AUS;Outdoor;2025-03-15;Australia;Gold;AUS;;Female;
AL;6;4×4;W;3:27.31;;Tianhe Sports Center;CHN;Outdoor;2025-05-11;Australia;;AUS;;Female;
AL;6;3G;W;13:13.24;;Newtown Park Stadium;NZL;Outdoor;2025-01-29;Laura;Langley;NZL;1997;Female;14730211
AL;6;1K0;W;2:32.94;;Egret Stadium;CHN;Outdoor;2025-04-26;Abbey;Caldwell;AUS;2001;Female;14636659
AL;6;300;M;34.27;;AIS Athletics Track;AUS;Outdoor;2025-03-07;Tobias;Drummond-Templeton;AUS;2008;Male;15115159
AL;6;40H;W;54.29;;WA Athletics Stadium;AUS;Outdoor;2025-04-13;Sarah;Carli;AUS;1994;Female;14406120
AL;6;100;M;9.98;-0.7;Ulinzi Sports Complex;KEN;Outdoor;2025-05-31;Lachlan;Kennedy;AUS;2003;Male;14970569
AL;6;10K;M;28:21.12;;Paul Derr TF Facility;USA;Outdoor;2025-03-27;Will;Anthony;NZL;2003;Male;14884399
AL;6;200;M;20.05;1.2;Queensland Sport and Athletics Centre;AUS;Outdoor;2025-03-16;Gout;Gout;AUS;2007;Male;15006779
AL;6;SPE;M;78.01;;National Stadium;JPN;Outdoor;2025-05-18;Cameron;Mcentyre;AUS;1999;Male;14622433
AL;6;600;W;1:30.63;;Ashenfelter Indoor Track;USA;Indoor;2025-01-31;Tayissa;Buchanan;AUS;2006;Female;14859176
AL;6;60H;W;8.12;0.7;SOPAC;AUS;Outdoor;2025-02-01;Delta;Amidzovski;AUS;2006;Female;14815546
AL;6;60H;W;8.12;0.7;SOPAC;AUS;Outdoor;2025-02-01;Emelia;Surch;AUS;2003;Female;14861516
AL;6;DRE;W;13.75;1.5;WA Athletics Stadium;AUS;Outdoor;2025-04-12;Desleigh;Owusu;AUS;2001;Female;14764659
AL;6;10H;W;13.14;-1.2;WA Athletics Stadium;AUS;Outdoor;2025-04-13;Liz;Clay;AUS;1995;Female;14455195
AL;6;200;W;22.65;;L'Anneau-Halle d'athlétisme de Metz;FRA;Indoor;2025-02-08;Torrie;Lewis;AUS;2005;Female;14778459
AL;6;HAM;W;71.37;;Hayward Field;USA;Outdoor;2025-06-12;Stephanie;Ratcliffe;AUS;2000;Female;14690008
AL;6;4×2;W;1:37.94;;WA Athletics Stadium;AUS;Outdoor;2025-04-08;New;South Wales U16;AUS;;Female;
AL;6;50M;W;6.24;;Atletická hala;CZE;Indoor;2025-02-04;Torrie;Lewis;AUS;2005;Female;14778459
AL;6;HOC;M;2.3;;Nga Puna Wai Sports Hub;NZL;Outdoor;2025-02-22;Hamish;Kerr;NZL;1996;Male;14633982
AL;6;100;W;11.07;1.2;Paavo Nurmen Stadion;FIN;Outdoor;2025-06-17;Zoe;Hobbs;NZL;1997;Female;14499691
AL;6;10K;W;30:34.11;;Bislett Stadion;NOR;Outdoor;2025-06-11;Rose;Davies;AUS;1999;Female;14517594
AL;6;400;M;44.76;;National Stadium;JPN;Outdoor;2025-05-18;Reece;Holder;AUS;2002;Male;14820122
AL;6;KUG;M;21.89;;Stadio Olimpico;ITA;Outdoor;2025-06-06;Tom;Walsh;NZL;1992;Male;14413007
AL;6;400;W;51.35;;Lakeside Stadium;AUS;Outdoor;2025-03-29;Ellie;Beer;AUS;2003;Female;14768392
AL;6;MEI;M;3:47.48;;Armory Track&Field Center;USA;Indoor;2025-02-08;Cameron;Myers;AUS;2006;Male;14962470
AL;6;3K0;W;8:30.01;;Olympiastadion;SWE;Outdoor;2025-06-15;Linden;Hall;AUS;1991;Female;14272002
AL;6;DRE;M;16.84;1.0;Stadio Quercia;ITA;Outdoor;2025-06-02;Ethan;Olivier;NZL;2005;Male;14963302
AL;6;5G;M;19:36.45;;Lakeside Stadium;AUS;Outdoor;2025-02-23;Rhydian;Cowley;AUS;1991;Male;14940604
AL;6;MEI;W;4:21.56;;Boston Univ. Track & Tennis Center;USA;Indoor;2025-03-02;Maia;Ramsden;NZL;2002;Female;14733357
AL;6;4×4;X;3:12.20;;Tianhe Sports Center;CHN;Outdoor;2025-05-11;Australia;;AUS;;Mixed;
AL;6;3KH;M;8:13.86;;Olympiastadion;SWE;Outdoor;2025-06-15;Geordie;Beamish;NZL;1996;Male;14578186
AL;6;4×1;M;37.87;;SOPAC;AUS;Outdoor;2025-03-15;Australia;Gold;AUS;;Male;
AL;6;1K5;W;3:58.36;;Franklin Field;USA;Outdoor;2025-05-31;Jessica;Hull;AUS;1996;Female;14464506
AL;2;11H;M;12.87;0.6;China Textile City Sports Centre;CHN;Outdoor;2025-05-03;Cordell;Tinch;USA;2000;Male;14719972
AL;2;10G;W;47:20.68;;Estadio Jose A. Figueroa Freyre;PUR;Outdoor;2025-05-02;Sharon;Lisseth Herrera Soto;CRC;2004;Female;14819426
AL;2;WEI;M;8.34;-0.3;National Stadium;JAM;Outdoor;2025-02-22;Tajay;Gayle;JAM;1996;Male;14631861
AL;2;4×4;M;2:58.68;;Tianhe Sports Center;CHN;Outdoor;2025-05-11;United;States;USA;;Male;
AL;2;1K5;M;3:31.43;;Stade Olympique;MAR;Outdoor;2025-05-25;Jonah;Koech;USA;1996;Male;14657163
AL;2;50M;M;5.63;;Atletická hala;CZE;Indoor;2025-02-04;Ronnie;Baker;USA;1993;Male;14498578
AL;2;40H;M;46.54;;Olympiastadion;SWE;Outdoor;2025-06-15;Rai;Benjamin;USA;1997;Male;14574865
AL;2;WEI;W;7.05;1.3;Olympiastadion;SWE;Outdoor;2025-06-15;Tara;Davis-Woodhall;USA;1999;Female;14596561
AL;2;HAM;M;82.73;;Ulinzi Sports Complex;KEN;Outdoor;2025-05-31;Ethan;Katzberg;CAN;2002;Male;14809348
AL;2;KUG;W;20.68;;Europahalle;GER;Indoor;2025-02-07;Sarah;Mitton;CAN;1996;Female;14607093
AL;2;4×2;M;1:22.23;;Franklin Field;USA;Outdoor;2025-04-25;Texas;A&M;USA;;Male;
AL;2;DIS;W;73.52;;Millican Field at Throw Town;USA;Outdoor;2025-04-12;Valarie;Allman;USA;1995;Female;14479216
AL;2;60M;M;6.46;;Virginia Beach Sports Center;USA;Indoor;2025-03-14;JC;Stevenson;USA;2004;Male;15026856
AL;2;5K0;W;14:25.37;;Stadio Olimpico;ITA;Outdoor;2025-06-06;Josette;Andrews;USA;1995;Female;14574966
AL;2;600;M;1:14.04;;Armory Track&Field Center;USA;Indoor;2025-02-08;Will;Sumner;USA;2003;Male;14960261
AL;2;STA;W;4.91;;Fall Creek Pavilion;USA;Indoor;2025-02-28;Amanda;Moll;USA;2005;Female;14906783
AL;2;5G;W;21:22.66;;Franklin Field;USA;Outdoor;2025-04-26;Alegna;González;MEX;1999;Female;14753734
AL;2;1K0;M;2:14.48;;Ott Center for Track & Field;USA;Indoor;2025-01-18;Josh;Hoey;USA;1999;Male;14695060.0
AL;2;300;W;36.05;;Ansin Sports Complex;USA;Outdoor;2025-04-05;Julien;Alfred;LCA;2001;Female;14646562
AL;2;3KH;W;9:08.68;;Hayward Field;USA;Outdoor;2025-06-14;Lexy;Halladay;USA;2001;Female;14741102
AL;2;STA;M;6.01;;Palais des Sports Caen la Mer;FRA;Indoor;2025-01-31;Christopher;Nilsen;USA;1998;Male;14709278
AL;2;3G;M;11:57.89;;Ocean Breeze Athl. Complex;USA;Indoor;2025-02-22;Emmanuel;Corvera;USA;1993;Male;14633212
AL;2;50H;W;6.68;;Arena Stade Couvert;FRA;Indoor;2025-02-13;Ackera;Nugent;JAM;2002;Female;14685249
AL;2;60H;M;7.36;;Arena Stade Couvert;FRA;Indoor;2025-02-13;Grant;Holloway;USA;1997;Male;14516985
AL;2;800;M;1:42.43;;Olympiastadion;SWE;Outdoor;2025-06-15;Josh;Hoey;USA;1999;Male;14695060
AL;2;SPE;W;61.94;;Werferzentrum Brandberge;GER;Outdoor;2025-05-24;Rhema;Otabor;BAH;2002;Female;14837858
AL;2;2KH;M;5:26.42;;Schönbuchstadion;GER;Outdoor;2025-05-18;Víctor;Ortiz Rivera;PUR;1998;Male;14714518
AL;2;HOC;W;1.98;;"R.A. ""Murray"" Fasken Indoor Track Stadium";USA;Indoor;2025-03-01;Rachel;Glenn;USA;2002;Female;14715993
AL;2;DIS;M;71.27;;Millican Field at Throw Town;USA;Outdoor;2025-04-13;Sam;Mattis;USA;1994;Male;14416979
AL;2;5K0;M;12:44.09;;Boston Univ. Track & Tennis Center;USA;Indoor;2025-02-14;Grant;Fisher;USA;1997;Male;14591210
AL;2;10G;M;38:08.50;;AIS Athletics Track;AUS;Outdoor;2025-01-27;Evan;Dunfee;CAN;1990;Male;14174336
AL;2;3K0;M;7:22.91;;Armory Track&Field Center;USA;Indoor;2025-02-08;Grant;Fisher;USA;1997;Male;14591210
AL;2;2KH;W;6:18.21;;Schönbuchstadion;GER;Outdoor;2025-05-18;Alondra;Negron;PUR;1998;Female;14639864
AL;2;60M;W;7.02;;Armory Track&Field Center;USA;Indoor;2025-02-08;Jacious;Sears;USA;2001;Female;14757192
AL;2;800;W;1:57.55;;Stade Olympique;MAR;Outdoor;2025-05-25;Addison;Wiley;USA;2003;Female;14907337
AL;2;4×1;W;41.74;;Mike A. Myers Stadium;USA;Outdoor;2025-03-29;USA;Red;USA;;Female;
AL;2;4×4;W;3:23.24;;Percy Beard Track;USA;Outdoor;2025-04-19;Captain;Athletics;USA;;Female;
AL;2;3G;W;13:23.83;;Ocean Breeze Athl. Complex;USA;Indoor;2025-02-22;Lauren;Harris;USA;1999;Female;14698819
AL;2;1K0;W;2:33.45;;Egret Stadium;CHN;Outdoor;2025-04-26;Sage;Hurta-Klecker;USA;1998;Female;14478094
AL;2;300;M;32.18;;Clemson Indoor Track & Field Complex;USA;Indoor;2025-01-31;Jacory;Patterson;USA;2000;Male;14715097
AL;2;40H;W;52.07;;Ansin Sports Complex;USA;Outdoor;2025-05-03;Sydney;Mclaughlin-Levrone;USA;1999;Female;14624749
AL;2;100;M;9.84;1.1;Stadio Olimpico;ITA;Outdoor;2025-06-06;Trayvon;Bromell;USA;1995;Male;14519911
AL;2;4×8;W;8:20.24;;Franklin Field;USA;Outdoor;2025-04-26;North;Carolina;USA;;Female;
AL;2;10K;M;26:57.30;;JSerra Catholic;USA;Outdoor;2025-03-29;Graham;Blanks;USA;2002;Male;14884807
AL;2;200;M;19.83;1.4;University of North Florda Jax Track at Hodges Stadium;USA;Outdoor;2025-05-30;Mccallum;T'Mars;USA;2004;Male;15040140
AL;2;SPE;M;87.76;;Mike A. Myers Stadium;USA;Outdoor;2025-03-28;Curtis;Thompson;USA;1996;Male;14583106
AL;2;600;W;1:24.60;;Randal Tyson Indoor Center;USA;Indoor;2025-01-17;Shafiqua;Maloney;VIN;1999;Female;14574729
AL;2;60H;W;7.72;;Sports Training Center;CHN;Indoor;2025-03-23;Devynne;Charlton;BAH;1995;Female;14414505
AL;2;60H;W;7.72;;Sports Training Center;CHN;Indoor;2025-03-23;Grace;Stark;USA;2001;Female;14716925
AL;2;DRE;W;14.93;;Sports Training Center;CHN;Indoor;2025-03-22;Leyanis;Pérez Hernández;CUB;2002;Female;14828679
AL;2;10H;W;12.17;2.0;Ansin Sports Complex;USA;Outdoor;2025-05-02;Masai;Russell;USA;2000;Female;14659011
AL;2;200;W;21.88;0.2;Percy Beard Track;USA;Outdoor;2025-04-18;Julien;Alfred;LCA;2001;Female;14646562
AL;2;4×8;M;7:19.02;;Franklin Field;USA;Outdoor;2025-04-26;Penn;;USA;;Male;
AL;2;HAM;W;79.29;;Univ. of Arizona Roy P. Drachman Stadium;USA;Outdoor;2025-05-24;Brooke;Andersen;USA;1995;Female;14577492
AL;2;4×2;W;1:31.32;;Mike A. Myers Stadium;USA;Outdoor;2025-03-29;Empire;Athletics;USA;;Female;
AL;2;50H;M;6.3;;Arena Stade Couvert;FRA;Indoor;2025-02-13;Grant;Holloway;USA;1997;Male;14516985
AL;2;50M;W;6.41;;Atletická hala;CZE;Indoor;2025-02-04;Rayniah;Jones;USA;2001;Female;14794344
AL;2;HOC;M;2.3;;GC Foster College;JAM;Outdoor;2025-03-01;Raymond;Richards;JAM;2001;Male;14875577
AL;2;2K0;W;6:23.72;;Track and Field Centre;CAN;Indoor;2025-03-02;Sawyer;Nicholson;CAN;;Female;15105629
AL;2;100;W;10.73;1.4;Franklin Field;USA;Outdoor;2025-06-01;Melissa;Jefferson-Wooden;USA;2001;Female;14756997
AL;2;10K;W;30:36.56;;JSerra Catholic;USA;Outdoor;2025-03-29;Elise;Cranny;USA;1996;Female;14531083
AL;2;400;M;43.98;;Ansin Sports Complex;USA;Outdoor;2025-05-03;Jacory;Patterson;USA;2000;Male;14715097
AL;2;KUG;M;21.97;;Stade Olympique;MAR;Outdoor;2025-05-25;Payton;Otterdahl;USA;1996;Male;14674710
AL;2;400;W;49.12;;Franklin Field;USA;Outdoor;2025-05-31;Marileidy;Paulino;DOM;1996;Female;14749613
AL;2;MEI;M;3:46.63;;Armory Track&Field Center;USA;Indoor;2025-02-08;Yared;Nuguse;USA;1999;Male;14798735
AL;2;3K0;W;8:28.03;;Armory Track&Field Center;USA;Indoor;2025-02-08;Whittni;Morgan;USA;1997;Female;14770924
AL;2;DRE;M;17.34;1.1;Bislett Stadion;NOR;Outdoor;2025-06-12;Jordan;Scott;JAM;1997;Male;14569308
AL;2;5G;M;20:43.77;;Wildcat Track;USA;Outdoor;2025-05-22;Lowell;Solmes;CAN;;Male;15040230
AL;2;MEI;W;4:17.01;;Boston Univ. Track & Tennis Center;USA;Indoor;2025-03-02;Heather;Maclean;USA;1995;Female;14535001
AL;2;4×4;X;3:09.54;;Tianhe Sports Center;CHN;Outdoor;2025-05-11;United;States;USA;;Mixed;
AL;2;3KH;M;8:11.11;;Stade Olympique;MAR;Outdoor;2025-05-25;Matthew;Wilkinson;USA;1998;Male;14835741
AL;2;4×1;M;37.66;;Tianhe Sports Center;CHN;Outdoor;2025-05-11;United;States;USA;;Male;
AL;2;1K5;W;3:59.60;;Boston Univ. Track & Tennis Center;USA;Indoor;2025-03-02;Heather;Maclean;USA;1995;Female;14535001
