Code;Type;Discipline;Class;Result;Wind;Venue;Venue Country;Environment;Date;Firstname;Lastname;Nation;YOB;Sex;WorldathleticsId
AL;3;100;MJU20;10.31;0.1;COTP Stadium;BRA;Outdoor;2026-03-07;Jean;Augusto Silva;BRA;2007;Male;15079120.0
AL;3;KUG;WJU20;16.91;;La Vicentina;ECU;Outdoor;2026-03-07;Belsy;Jenniffer Quiñonez;ECU;2007;Female;15045421
AL;3;11H;MJU20;14.91;1.2;Pista Atlética Lázaro Escobar;CHI;Outdoor;2026-02-28;Victor;Llanos;CHI;2008;Male;15079347
AL;3;60M;MJU20;6.73;1.3;CNDA;BRA;Outdoor;2026-01-31;Jean;Augusto Silva;BRA;2007;Male;15079120
AL;3;3K0;WJU20;9:34.31;;Pista de Atletismo Justo Román;ARG;Outdoor;2026-02-08;Zoe;Gorsky;ARG;2010;Female;15219214
AL;3;40H;MJU20;52.82;;Pista Atlética Mario Recordón;CHI;Outdoor;2026-03-22;Alonso;Guzman;CHI;2008;Male;15148295
AL;3;2KH;WJU20;7:21.27;;Pista de Atletismo - Parque Deportivo;COL;Outdoor;2026-03-22;Eileen;Mariana Prieto;COL;2009;Female;15305498
AL;3;400;MJU20;45.37;;LSU Bernie Moore Stadium;USA;Outdoor;2026-03-21;Malachi;Austin;GUY;2007;Male;15018031.0
AL;3;100;WJU20;11.67;0.0;COTP Stadium;BRA;Outdoor;2026-03-07;Hakelly;De Souza;BRA;2008;Female;15096398
AL;3;60M;WJU20;7.16;;"R.A. ""Murray"" Fasken Indoor Track Stadium";USA;Indoor;2026-02-26;Athaleyha;Hinckson;GUY;2008;Female;15018025
AL;3;300;WJU20;42.97;;Gobierno Autónomo Municipal de Cochabamba;BOL;Indoor;2026-03-15;Micaela;Pinedo;BOL;2012;Female;15302254
AL;3;3KH;MJU20;9:32.9;;Estadio Alberto Spencer Herrera;ECU;Outdoor;2026-03-15;Adrian;Joshua Tisalema;ECU;2007;Male;15182715
AL;3;60H;MJU20;8.6;;Altice Forum;POR;Indoor;2026-03-01;João;Elias Lima;BRA;;Male;15131330
AL;3;10H;WJU20;14.42;0.4;Pista Atlética Club Deportivo Universidad Católica;CHI;Outdoor;2026-03-14;Leonor;Ferreiro;CHI;2008;Female;15050840
AL;3;5G;WJU20;23:37.87;;Estadio Atlético de la;PER;Outdoor;2026-02-21;Andia;Arotaipe Rocio;PER;2009;Female;15078708
AL;3;MEI;MJU20;4:25.49;;Convention Center;USA;Indoor;2026-02-14;Fausto;Pianciola;ARG;2007;Male;15143129
AL;3;DIS;WJU20;44.62;;La Vicentina;ECU;Outdoor;2026-03-08;Belsy;Jenniffer Quiñonez;ECU;2007;Female;15045421
AL;3;60H;WJU20;9.02;1.0;CNDA;BRA;Outdoor;2026-01-31;Luiza;Teixeira;BRA;2009;Female;15177594
AL;3;STA;MJU20;4.6;;La Vicentina;ECU;Outdoor;2026-03-07;Andy;Leither Espinoza;ECU;2008;Male;15100455
AL;3;STA;MJU20;4.6;;Pista de Atletismo - Parque Deportivo;COL;Outdoor;2026-03-20;Santiago;Paez;COL;2010;Male;15213199
AL;3;200;MJU20;21.05;1.4;Linden Track and Field Centre;GUY;Outdoor;2026-02-28;Tishawn;Easton;GUY;2007;Male;15126884
AL;3;5K0;MJU20;14:31.2;;Estadio Alberto Spencer Herrera;ECU;Outdoor;2026-03-15;Pablo;Antonio Ñauta;ECU;2007;Male;15141810
AL;3;HAM;MJU20;58.22;;Pista Atlética Lázaro Escobar;CHI;Outdoor;2026-02-28;Nicolás;Alejandro Vergara;CHI;2007;Male;15080761
AL;3;HOC;WJU20;1.71;;Pista Atlética Mario Recordón;CHI;Outdoor;2026-03-22;Antonia;Paut;CHI;2008;Female;15177579
AL;3;800;MJU20;1:51.38;;Pista Atlética Mario Recordón;CHI;Outdoor;2026-03-22;Dante;Didier Carvajal;CHI;2007;Male;15149526
AL;3;DIS;MJU20;46.42;;Pista da Universidade Estadual de Londrina;BRA;Outdoor;2026-03-07;Fernando;Perez;BRA;2008;Male;15112223
AL;3;4×1;WJU20;48.4;;Pista de Atletismo - Parque Deportivo;COL;Outdoor;2026-03-21;Antioquia;U18;COL;;Female;
AL;3;400;WJU20;52.31;;Clemson Indoor Track & Field Complex;USA;Indoor;2026-02-13;Tianna;Springer;GUY;2007;Female;15018026
AL;3;SPE;MJU20;58.52;;La Vicentina;ECU;Outdoor;2026-03-08;Jordan;Joel Torrez;ECU;2008;Male;15182704
AL;3;200;WJU20;23.46;;"R.A. ""Murray"" Fasken Indoor Track Stadium";USA;Indoor;2026-02-26;Athaleyha;Hinckson;GUY;2008;Female;15018025
AL;3;DRE;WJU20;12.85;;Gobierno Autónomo Municipal de Cochabamba;BOL;Indoor;2026-03-01;Sofía;Contreras;CHI;2007;Female;15108551
AL;3;STA;WJU20;4.1;;Palaindoor;ITA;Indoor;2026-03-15;Luna;Brigitte Pabon;COL;2008;Female;15111215
AL;3;5K0;WJU20;17:50.36;;Estadio Alberto Spencer Herrera;ECU;Outdoor;2026-03-15;Lesly;Tatiana Paucar;ECU;2007;Female;15111213
AL;3;DRE;MJU20;15.55;-0.3;COTP Stadium;BRA;Outdoor;2026-03-07;Benjamin;Da Silva;BRA;2007;Male;15101483
AL;3;WEI;MJU20;7.15;0.9;Parque Olímpico Pista De Atletismo;PAR;Outdoor;2026-02-28;Alexander;Villalba;PAR;2007;Male;15045392
AL;3;40H;WJU20;1:01.21;;La Vicentina;ECU;Outdoor;2026-03-08;Gloria;Cañola;ECU;2009;Female;15220481
AL;3;HAM;WJU20;53.91;;Pista da Sogipa;BRA;Outdoor;2026-02-21;Maria;Laura Sales;BRA;2008;Female;15049757
AL;3;1K5;WJU20;4:31.54;;Pista de Atletismo Justo Román;ARG;Outdoor;2026-02-07;Zoe;Gorsky;ARG;2010;Female;15219214
AL;3;1K5;MJU20;3:47.96;;Estadio Alberto Spencer Herrera;ECU;Outdoor;2026-03-14;Pablo;Antonio Ñauta;ECU;2007;Male;15141810
AL;3;HOC;MJU20;2.1;;COTP Stadium;BRA;Outdoor;2026-02-21;Daniel;Costa;BRA;2007;Male;15148472
AL;3;5G;MJU20;21:41.46;;Estadio Atlético de la;PER;Outdoor;2026-02-21;Claudio;Efrain Espinoza;PER;2009;Male;15223270
AL;3;SPE;WJU20;48.04;;Pista de Atletismo Justo Román;ARG;Outdoor;2026-02-08;Milagros;Rosas;ARG;2007;Female;15006431
AL;3;800;WJU20;2:15.50;;Parque Municipal;CHI;Outdoor;2026-02-02;Valentina;Antonella Cancino;CHI;2010;Female;15130806
AL;4;10G;MJU20;45:56.43;;UJ Stadium;RSA;Outdoor;2026-03-14;Yamkela;Shosha;RSA;2007;Male;15090795
AL;4;WEI;WJU20;6.49;1.9;UJ Stadium;RSA;Outdoor;2026-03-13;Oluchi;Abelwe Ndubueze;RSA;2009;Female;15076037
AL;4;3K0;MJU20;7:43.01;;Arena Stade Couvert;FRA;Indoor;2026-02-19;Frankline;Kibet;KEN;2007;Male;15223756
AL;4;100;MJU20;10.2;-0.1;Pilditch Stadium;RSA;Outdoor;2026-02-14;Mukona;Manavhela;RSA;2008;Male;15076540
AL;4;KUG;WJU20;18.5;;Armory Track&Field Center;USA;Indoor;2026-03-01;Jessica;Oji;NGR;2007;Female;15165163
AL;4;4×4;MJU20;3:15.26;;Samuel Ogbemudia Stadium;NGR;Outdoor;2026-02-25;Delta;;NGR;;Male;
AL;4;11H;MJU20;14.23;0.7;Samuel Ogbemudia Stadium;NGR;Outdoor;2026-02-24;Ahusimenre;Salami Oseiwe;NGR;2007;Male;15040928
AL;4;60M;MJU20;6.58;;Aspire Dome;QAT;Indoor;2026-01-08;Farooque;Aman;NGR;2007;Male;14933009
AL;4;3K0;WJU20;8:38.90;;Europahalle;GER;Indoor;2026-02-08;Yenawa;Nbret;ETH;2007;Female;15090391
AL;4;10G;WJU20;56:56.81;;UJ Stadium;RSA;Outdoor;2026-03-14;Leona;Mnisi;RSA;;Female;15305883
AL;4;40H;MJU20;49.98;;Pilditch Stadium;RSA;Outdoor;2026-03-13;Matodzi;Ndo;RSA;2007;Male;15072944
AL;4;2KH;WJU20;7:04.60;;Pilditch Stadium;RSA;Outdoor;2026-03-13;Zanta;Lourens;RSA;2010;Female;15184023
AL;4;400;MJU20;45.33;;Cape Coast Sports Stadium;GHA;Outdoor;2026-03-14;Jonathan;Nkrumah Ofori;GHA;;Male;15302657
AL;4;3KH;WJU20;11:31.12;;Pilditch Stadium;RSA;Outdoor;2026-03-13;Elizma;Le Roux;RSA;2007;Female;14975905
AL;4;100;WJU20;11.49;1.0;Pilditch Stadium;RSA;Outdoor;2026-02-14;Rume;Burger;RSA;2008;Female;15022967
AL;4;60M;WJU20;7.48;;Clemson Indoor Track & Field Complex;USA;Indoor;2026-01-23;Osamuyi;Faith;NGR;2007;Female;15023578
AL;4;60M;WJU20;7.48;;Stade couvert Jesse Owens;FRA;Indoor;2026-02-21;Maria;Saadi;MAR;2010;Female;15162494
AL;4;2KH;MJU20;6:09.68;;National Stadium;JAM;Outdoor;2026-02-07;Evans;Tetteh;GHA;2008;Male;15127111
AL;4;300;WJU20;37.0;;Pilditch Stadium;RSA;Outdoor;2026-02-14;Rume;Burger;RSA;2008;Female;15022967
AL;4;3KH;MJU20;9:12.14;;Pilditch Stadium;RSA;Outdoor;2026-03-13;Siyabonga;Mbeleki;RSA;2007;Male;15080932
AL;4;60H;MJU20;8.24;0.1;Suez Canal Authority Stadium;EGY;Outdoor;2026-02-23;Mohamed;Wael Jamil Mohamed;EGY;2008;Male;15142125
AL;4;10H;WJU20;13.32;0.4;Pilditch Stadium;RSA;Outdoor;2026-02-21;Tumi;Ramokgopa;RSA;2007;Female;14975442
AL;4;5G;WJU20;26:08.56;;Pilditch Stadium;RSA;Outdoor;2026-03-14;Lee;Sue Nyathi;RSA;2007;Female;14976663
AL;4;MEI;MJU20;3:55.91;;Boston Univ. Track & Tennis Center;USA;Indoor;2026-01-31;Lawi;Kiplangat Ngetich;KEN;2008;Male;15129487
AL;4;DIS;WJU20;54.54;;Hoërskool Stadium;RSA;Outdoor;2026-02-11;Mila;Ueckermann;RSA;2008;Female;15134319
AL;4;600;MJU20;1:16.65;;Pilditch Stadium;RSA;Outdoor;2026-02-14;Werner;Gouws;RSA;2007;Male;15021094
AL;4;60H;WJU20;8.23;;"R.A. ""Murray"" Fasken Indoor Track Stadium";USA;Indoor;2026-02-26;Osamuyi;Faith;NGR;2007;Female;15023578
AL;4;MEI;WJU20;4:33.60;;"R.A. ""Murray"" Fasken Indoor Track Stadium";USA;Indoor;2026-02-26;Mary;Nyaboke Ogwoka;KEN;2007;Female;14989695
AL;4;STA;MJU20;4.55;;Universiade Pavilion;CAN;Indoor;2026-02-01;Jaden;Van Der Linde;RSA;2007;Male;15143364
AL;4;3G;MJU20;13:18.10;;Pilditch Stadium;RSA;Outdoor;2026-01-17;Yamkela;Shosha;RSA;2007;Male;15090795
AL;4;200;MJU20;20.47;1.1;Pilditch Stadium;RSA;Outdoor;2026-02-21;Naeem;Jack;RSA;2007;Male;14976425
AL;4;5K0;MJU20;14:36.80;;Pilditch Stadium;RSA;Outdoor;2026-03-14;Melvin;Mashishi;RSA;2008;Male;15216152
AL;4;4×4;XJU20;3:27.25;;Samuel Ogbemudia Stadium;NGR;Outdoor;2026-02-25;Akwa;;NGR;;Mixed;
AL;4;HAM;MJU20;53.26;;Suez Canal Authority Stadium;EGY;Outdoor;2026-02-23;Mohamed;Salah Abdel-Alad Abdel-Majeed;EGY;2008;Male;15142160
AL;4;HOC;WJU20;1.76;;Pilditch Stadium;RSA;Outdoor;2026-02-14;Michaela;Spocter;RSA;2008;Female;15081455
AL;4;800;MJU20;1:46.52;;Pilditch Stadium;RSA;Outdoor;2026-03-13;Emile;Els;RSA;2009;Male;15080955
AL;4;DIS;MJU20;54.33;;Pilditch Stadium;RSA;Outdoor;2026-02-28;Joshua;Gerber;RSA;2009;Male;15079254
AL;4;4×1;WJU20;46.2;;Samuel Ogbemudia Stadium;NGR;Outdoor;2026-02-25;Delta;;NGR;;Female;
AL;4;400;WJU20;51.67;;Fall Creek Pavilion;USA;Indoor;2026-02-28;Chioma;Nwachukwu;NGR;2008;Female;15023596
AL;4;SPE;MJU20;75.89;;McArthur Stadium;RSA;Outdoor;2026-03-03;Jan-Hendrik;Heymans;RSA;2007;Male;15076077
AL;4;4×4;WJU20;3:38.68;;Samuel Ogbemudia Stadium;NGR;Outdoor;2026-02-25;Delta;;NGR;;Female;
AL;4;200;WJU20;23.43;;Iowa-Recreation Building;USA;Indoor;2026-01-23;Chioma;Nwachukwu;NGR;2008;Female;15023596
AL;4;KUG;MJU20;17.85;;Samuel Ogbemudia Stadium;NGR;Outdoor;2026-02-21;Emmanuel;Audu;NGR;2008;Male;15105541
AL;4;DRE;WJU20;12.34;0.0;Samuel Ogbemudia Stadium;NGR;Outdoor;2026-02-22;Francess;Ajagbawa;NGR;2007;Female;15023569
AL;4;STA;WJU20;3.6;;Hoërskool Stadium;RSA;Outdoor;2026-02-11;Kaylee;Le Roux;RSA;;Female;15294264
AL;4;5K0;WJU20;17:42.90;;Pilditch Stadium;RSA;Outdoor;2026-01-17;Selna;Van As;RSA;2008;Female;15076492
AL;4;DRE;MJU20;15.8;;Minnesota Fieldhouse;USA;Indoor;2026-02-07;Precious;Ebitimi Opinion;NGR;2007;Male;15102940
AL;4;WEI;MJU20;7.67;-1.2;Pilditch Stadium;RSA;Outdoor;2026-01-17;Keamogetswe;Monyeki;RSA;2007;Male;15116080
AL;4;1K0;WJU20;2:48.22;;McArthur Stadium;RSA;Outdoor;2026-02-03;Andrea;Steynberg;RSA;2007;Female;14975406
AL;4;50M;WJU20;6.64;;Salle du Centre Mondial du Cyclisme;SUI;Indoor;2026-01-17;Malaïka;Malu;CGO;;Female;15203147
AL;4;40H;WJU20;56.88;;Pilditch Stadium;RSA;Outdoor;2026-03-13;Tumi;Ramokgopa;RSA;2007;Female;14975442
AL;4;HAM;WJU20;59.46;;Parc des Sports C. Ehrmann;FRA;Outdoor;2026-02-21;Kenza-Gwendolyn;Falana;GAB;2007;Female;15099326
AL;4;1K5;WJU20;4:01.23;;Atletická hala;CZE;Indoor;2026-02-03;Saron;Berhe;ETH;2007;Female;15009577
AL;4;1K5;MJU20;3:40.58;;Boston Univ. Track & Tennis Center;USA;Indoor;2026-01-31;Lawi;Kiplangat Ngetich;KEN;2008;Male;15129487
AL;4;HOC;MJU20;2.28;;TSG-Halle;GER;Indoor;2026-02-06;Younes;Ayachi;ALG;2008;Male;15137966
AL;4;4×1;MJU20;40.55;;Samuel Ogbemudia Stadium;NGR;Outdoor;2026-02-25;Delta;;NGR;;Male;
AL;4;5G;MJU20;21:31.30;;Complexe Olympique Mohamed Boudiaf;ALG;Outdoor;2026-03-06;Yassine;Ferrache;ALG;2007;Male;15137958
AL;4;SPE;WJU20;52.21;;McArthur Stadium;RSA;Outdoor;2026-03-14;Stephane;Hook;RSA;2008;Female;15024412
AL;4;800;WJU20;2:01.25;;Pilditch Stadium;RSA;Outdoor;2026-02-28;Nancy;Jepngetich;KEN;2007;Female;15228251
AL;4;300;MJU20;33.57;;McArthur Stadium;RSA;Outdoor;2026-02-10;Junior;Phatsima;BOT;2007;Male;15134299
AL;4;3G;WJU20;15:39.15;;Pilditch Stadium;RSA;Outdoor;2026-01-17;Lee;Sue Nyathi;RSA;2007;Female;14976663
AL;4;600;WJU20;1:28.46;;Pilditch Stadium;RSA;Outdoor;2026-02-14;Carise;Van Rooyen;RSA;2007;Female;15081618
AL;5;10G;MJU20;45:29.58;;Fujisawa;JPN;Outdoor;2026-03-18;Daisuke;Morita;JPN;2007;Male;15214425
AL;5;WEI;WJU20;6.15;;Shanxi Athletics Administrative Center;CHN;Indoor;2026-03-07;Xinyu;Huang;CHN;2008;Female;15046723
AL;5;3K0;MJU20;7:55.77;;Mikio Oda Memorial Athletic Field;JPN;Outdoor;2026-03-21;Ojiro;Honda;JPN;2007;Male;15103718
AL;5;100;MJU20;10.55;;JATCO Indoor Stadium;JPN;Indoor;2026-02-15;Ibuki;Yasuda;JPN;2008;Male;15054506
AL;5;KUG;WJU20;16.02;;Xipu Training Base Indoor Athletics Stadium;CHN;Indoor;2026-03-11;Xiaohan;Zhai;CHN;2008;Female;15221578
AL;5;4×4;MJU20;3:14.30;;Nagai Stadium No. 2;JPN;Outdoor;2026-03-21;Riseisha;Koukou;JPN;;Male;
AL;5;11H;MJU20;14.52;1.4;Kyushu Kyoritsu University Stadium;JPN;Outdoor;2026-03-22;Seigo;Nagahara;JPN;2007;Male;15148431
AL;5;60M;MJU20;6.52;;Aspire Dome;QAT;Indoor;2026-01-08;Jabar;Khamis;QAT;2007;Male;15137193
AL;5;3K0;WJU20;9:20.56;;Xipu Training Base Indoor Athletics Stadium;CHN;Indoor;2026-03-12;Shuanglu;Pan;CHN;2007;Female;15155551
AL;5;10G;WJU20;49:22.89;;Fujisawa;JPN;Outdoor;2026-03-18;Natsuki;Arai;JPN;2007;Female;15168257
AL;5;40H;MJU20;51.46;;McArthur Stadium;RSA;Outdoor;2026-02-10;Hassane;Ramadan;QAT;2007;Male;15203977
AL;5;2KH;WJU20;7:34.08;;National Stadium;TPE;Outdoor;2026-03-01;Liang;Liang Chen;TPE;2010;Female;15259877
AL;5;400;MJU20;46.65;;Diyagama Stadium;SRI;Outdoor;2026-02-27;S.M.S.V;Rajakaruna;SRI;2007;Male;15157524
AL;5;3KH;WJU20;11:24.92;;National Stadium;TPE;Outdoor;2026-03-04;Zhi-Xuan;Chen;TPE;2010;Female;15171379
AL;5;100;WJU20;11.83;1.0;Pilditch Stadium;RSA;Outdoor;2026-02-21;Arwa;Ashar Ali;UAE;2009;Female;15231950
AL;5;60M;WJU20;7.24;;Shanxi Athletics Administrative Center;CHN;Indoor;2026-03-07;Yujie;Chen;CHN;2008;Female;15138450
AL;5;2KH;MJU20;6:17.74;;Prince Faisal Bin Fahad Stadium;KSA;Outdoor;2026-02-14;Aboud;Faqihi;KSA;;Male;15292820
AL;5;300;WJU20;39.93;;Fujisawa;JPN;Outdoor;2026-03-19;Rena;Haruki;JPN;2007;Female;15051709
AL;5;3KH;MJU20;9:24.96;;King Fahd Sports City Stadium;KSA;Outdoor;2026-03-07;Ammar;Omar Alshanqiti;KSA;2007;Male;15089367
AL;5;60H;MJU20;7.87;;Shanxi Athletics Administrative Center;CHN;Indoor;2026-03-08;Guanyu;Chen;CHN;2007;Male;15206625
AL;5;10H;WJU20;14.06;-1.2;Nagai Stadium No. 2;JPN;Outdoor;2026-03-21;Minagi;Nagashigi;JPN;2007;Female;14954539
AL;5;10H;WJU20;14.06;-1.2;Nagai Stadium No. 2;JPN;Outdoor;2026-03-21;Huka;Hara;JPN;2009;Female;15202779
AL;5;5G;WJU20;23:52.48;;Athletic Center Olga Rypakova;KAZ;Indoor;2026-02-18;Margarita;Storozhenko;KAZ;2008;Female;15019874
AL;5;DIS;WJU20;51.13;;Netaji Subhas National Institute of Sports;IND;Outdoor;2026-03-07;Amanat;Kamboj;IND;2007;Female;15053525
AL;5;600;MJU20;1:19.51;;KGHM Sleza Arena;POL;Indoor;2026-01-10;Samer;Moosa Hassan;QAT;2008;Male;15157303
AL;5;60H;WJU20;8.5;;Athletic Center Olga Rypakova;KAZ;Indoor;2026-02-14;Antonina;Chernyshova;KAZ;2007;Female;15019872
AL;5;MEI;WJU20;5:15.85;;Ott Center for Track & Field;USA;Indoor;2026-03-07;Noora;Shihab Ahmad Kuran;JOR;2007;Female;15272503
AL;5;STA;MJU20;5.5;;Pole Vault Stadium of Haining Junior Sports School;CHN;Indoor;2026-03-14;Liang;Zeng;CHN;2007;Male;15096791
AL;5;3G;MJU20;13:39.10;;Athletic Center Olga Rypakova;KAZ;Indoor;2026-02-19;Yuriy;Volkov;KAZ;2009;Male;15295442
AL;5;200;MJU20;20.67;1.1;Pilditch Stadium;RSA;Outdoor;2026-02-28;Suleiman;Abdulrahman;UAE;2007;Male;15122281
AL;5;5K0;MJU20;14:42.33;;Mikio Oda Memorial Athletic Field;JPN;Outdoor;2026-03-21;Sota;Saruta;JPN;2007;Male;15114237
AL;5;4×4;XJU20;3:32.25;;National Stadium;TPE;Outdoor;2026-03-01;Stella;Maris Ursuline High School;TPE;;Mixed;
AL;5;HAM;MJU20;62.8;;Kyushu Kyoritsu University Stadium;JPN;Outdoor;2026-02-21;Andrew;Atuobeng;JPN;2007;Male;15112740
AL;5;HOC;WJU20;1.87;;Tuanbo Sports Center;CHN;Indoor;2026-02-08;POOJA;;IND;2007;Female;15053572
AL;5;800;MJU20;1:49.55;;Aspire Academy Warm Up Track;QAT;Outdoor;2026-02-24;Samer;Ismail Ismail;QAT;2008;Male;15158847
AL;5;DIS;MJU20;51.15;;Kyushu Kyoritsu University Stadium;JPN;Outdoor;2026-02-14;Ruku;Azuma;JPN;2007;Male;15114214
AL;5;4×1;WJU20;47.17;;National Stadium;TPE;Outdoor;2026-03-03;Kaohsiung;Municipal Rueisiang High School;TPE;;Female;
AL;5;400;WJU20;54.16;;Pilditch Stadium;RSA;Outdoor;2026-02-21;Aisha;Tariq Muhammad;UAE;2009;Female;15231929
AL;5;SPE;MJU20;74.49;;Netaji Subhas National Institute of Sports;IND;Outdoor;2026-03-08;Ashish;Yadav;IND;2007;Male;15300055
AL;5;4×4;WJU20;3:45.22;;Shanxi Athletics Administrative Center;CHN;Indoor;2026-03-08;Guangdong;;CHN;;Female;
AL;5;200;WJU20;23.42;0.8;Pilditch Stadium;RSA;Outdoor;2026-02-28;Aminat;Kamarudeen;UAE;2007;Female;15152920
AL;5;KUG;MJU20;17.45;;Shanxi Athletics Administrative Center;CHN;Indoor;2026-03-07;Chenhang;Zhuang;CHN;2007;Male;15172233
AL;5;DRE;WJU20;13.08;0.5;Anju Bobby High Performance Centre;IND;Outdoor;2026-03-14;Sadhana;Ravi;IND;2007;Female;15053058
AL;5;STA;WJU20;4.05;;Track & Field complex;KAZ;Indoor;2026-01-10;Anna;Cherkashina;KAZ;2008;Female;15038089
AL;5;5K0;WJU20;16:29.03;;Nagai Stadium No. 2;JPN;Outdoor;2026-03-21;Yumi;Yamada;JPN;2007;Female;14969560
AL;5;DRE;MJU20;15.88;;Shanxi Athletics Administrative Center;CHN;Indoor;2026-03-07;Zhuoyue;Wang;CHN;2007;Male;15137255
AL;5;10K;MJU20;29:34.52;;Mikio Oda Memorial Athletic Field;JPN;Outdoor;2026-03-21;Rauru;Kato;JPN;2008;Male;15107370
AL;5;WEI;MJU20;7.87;;Xipu Training Base Indoor Athletics Stadium;CHN;Indoor;2026-03-11;Chengyi;Zhou;CHN;2008;Male;15138386
AL;5;1K0;WJU20;3:01.26;;Loftus Sports Center;USA;Indoor;2026-01-24;Natalya;Kuchenbuch;SGP;2007;Female;15088270
AL;5;40H;WJU20;58.20;;Banqiao Stadium;TPE;Outdoor;2026-03-10;Chen-Yu;Liu;TPE;2007;Female;14965286
AL;5;HAM;WJU20;55.07;;National Stadium;TPE;Outdoor;2026-03-02;Chiao-Jo;Shih;TPE;2007;Female;15052182
AL;5;1K5;WJU20;4:18.28;;Atletická hala;CZE;Indoor;2026-02-12;Sherry;Drury;JPN;2007;Female;14997151
AL;5;1K5;MJU20;3:42.72;;Aspire Academy Warm Up Track;QAT;Outdoor;2026-02-24;Mubarik;Abdi Said;QAT;2008;Male;15140395
AL;5;HOC;MJU20;2.23;;Diyagama Stadium;SRI;Outdoor;2026-02-28;Tharusha;Mendis;SRI;2008;Male;15260816
AL;5;4×1;MJU20;40.88;;National Stadium;TPE;Outdoor;2026-03-03;Taoyuan;Municipal Ping Jen Senior High School;TPE;;Male;
AL;5;5G;MJU20;20:05.59;;National Stadium;TPE;Outdoor;2026-03-03;Sheng-Chin;Lo;TPE;2008;Male;15094324
AL;5;SPE;WJU20;55.69;;National Stadium;TPE;Outdoor;2026-03-05;Yu-Chin;Tai;TPE;2007;Female;15052183
AL;5;800;WJU20;2:10.94;;Shanxi Athletics Administrative Center;CHN;Indoor;2026-03-08;Rong;Rong;CHN;2007;Female;15034343
AL;5;1K0;MJU20;2:34.41;;Dennis Fairall Fieldhouse;CAN;Indoor;2026-02-07;Thomas;Tse;HKG;;Male;15195092
AL;5;300;MJU20;33.76;;KGHM Sleza Arena;POL;Indoor;2026-01-10;Youssouf;Abdelaziz Djibrine;QAT;2007;Male;15076371
