code,type,discipline,result,wind,venue,venueCountry,venueCity,environment,date,name,firstname,lastname,nation,yearOfBirth,sex
AL,4,11H,13.77,-1.5,McArthur Stadium,RSA,Potchefstroom,Outdoor,2024-03-14,,Mondray,Barnard,RSA,2002.0,Male
AL,4,1K0,2:17.61,,Topsporthal Vlaanderen,BEL,Gent,Indoor,2024-02-03,,Abdelati,El Guesse,MAR,1993.0,Male
AL,4,60H,7.75,,The Track at New Balance,USA,"Boston, MA",Indoor,2024-02-04,,Tobi,Amusan,NGR,1997.0,Female
AL,4,HOC,2.25,,McArthur Stadium,RSA,Potchefstroom,Outdoor,2024-03-14,,Brian,Raats,RSA,2004.0,Male
AL,4,200,22.87,,Randal Tyson Indoor Center,USA,"Fayetteville, AR",Indoor,2024-01-26,,Favour,Ofili,NGR,2002.0,Female
AL,4,3G,12:23.54,,McArthur Stadium,RSA,Potchefstroom,Outdoor,2024-01-30,,Antonio,Farmer,RSA,2000,Male
AL,4,5K0,14:42.94,,Boston Univ. Track & Tennis Center,USA,"Boston, MA",Indoor,2024-01-27,,Senayet,Getachew,ETH,2005.0,Female
AL,4,800,1:44.07,,Nyayo National Stadium,KEN,Nairobi,Outdoor,2024-03-06,,Alex,Ngeno Kipngetich,KEN,2000.0,Male
AL,6,3K0,7:34.88,,Armory Track&Field Center,USA,"New York, NY",Indoor,2024-02-11,,Geordie,Beamish,NZL,1996.0,Male
AL,6,400,45.57,,AIS Athletics Track,AUS,Canberra,Outdoor,2024-03-02,,Luke,Van Ratingen,AUS,2001.0,Male
AL,6,4×1,38.43,,Queensland Sport and Athletics Centre,AUS,"Nathan, Brisbane",Outdoor,2024-02-24,,,,AUS,,Male
AL,6,4×4,3:03.88,,Queensland Sport and Athletics Centre,AUS,"Nathan, Brisbane",Outdoor,2024-02-24,,,,AUS,,Male
AL,6,DRE,16.82,-0.4,Lakeside Stadium,AUS,Melbourne,Outdoor,2024-02-15,,Connor,Murphy,AUS,2001.0,Male
AL,6,5K0,13:04.33,,Boston Univ. Track & Tennis Center,USA,"Boston, MA",Indoor,2024-01-26,,Geordie,Beamish,NZL,1996.0,Male
AL,6,3KH,9:42.71,,SA Athletic Stadium,AUS,Adelaide,Outdoor,2024-02-10,,Cara,Feain-Ryan,AUS,1999.0,Female
AL,6,100,10.15,1.9,AIS Athletics Track,AUS,Canberra,Outdoor,2024-01-27,,Jacob,Despard,AUS,1996.0,Male
AL,6,100,10.15,1.9,AIS Athletics Track,AUS,Canberra,Outdoor,2024-01-27,,Joshua,Azzopardi,AUS,1999.0,Male
AL,6,100,10.15,1.9,AIS Athletics Track,AUS,Canberra,Outdoor,2024-01-27,,Alexander,Colgan,AUS,2004.0,Male
AL,6,MEI,4:19.03,,Armory Track&Field Center,USA,"New York, NY",Indoor,2024-02-11,,Jessica,Hull,AUS,1996.0,Female
AL,6,3KH,8:32.19,,AIS Athletics Track,AUS,Canberra,Outdoor,2024-03-02,,Edward,Trippas,AUS,1998.0,Male
AL,6,3G,13:20.17,,Newtown Park Stadium,NZL,Wellington,Outdoor,2024-02-02,,Laura,Langley,NZL,1997.0,Female
AL,6,2KH,6:56.76,,Queensland Sport and Athletics Centre,AUS,"Nathan, Brisbane",Outdoor,2024-02-24,,Milla,Roberts,AUS,2007.0,Female
AL,6,HAM,70.59,,Nga Puna Wai Sports Hub,NZL,Christchurch,Outdoor,2024-02-24,,Lauren,Bruce,NZL,1997.0,Female
AL,6,5G,21:42.01,,Lakeside Stadium,AUS,Melbourne,Outdoor,2024-02-24,,Rebecca,Henderson,AUS,2001.0,Female
AL,6,SPE,76.57,,Queensland Sport and Athletics Centre,AUS,"Nathan, Brisbane",Outdoor,2024-03-15,,William,White,AUS,1994.0,Male
AL,6,60M,7.06,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-02,,Zoe,Hobbs,NZL,1997.0,Female
AL,6,300,39.2,,Clemson Indoor Track & Field Complex,USA,"Clemson, SC",Indoor,2024-01-13,,Aleksandra,Stoilova,AUS,2005,Female
AL,6,600,1:16.29,,The Crest Athletics Centre,AUS,"Bankstown, Sydney",Outdoor,2024-02-22,,Ian,Halpin,AUS,1993,Male
AL,6,10H,13.01,0.2,AIS Athletics Track,AUS,Canberra,Outdoor,2024-01-27,,Danielle,Shaw,AUS,1998.0,Female
AL,6,1K0,2:34.71,,Dempsey Indoor,USA,"Seattle, WA",Indoor,2024-01-26,,Jessica,Hull,AUS,1996.0,Female
AL,6,60H,7.71,,Track & Field complex QAZAQSTAN,KAZ,Astana,Indoor,2024-01-27,,Chris,Douglas,AUS,1997,Male
AL,6,MEI,3:51.51,,Armory Track&Field Center,USA,"New York, NY",Indoor,2024-03-02,,Jack,Anstey,AUS,1997.0,Male
AL,6,40H,50.33,,AIS Athletics Track,AUS,Canberra,Outdoor,2024-03-02,,Thomas,Hunt,AUS,2001.0,Male
AL,6,40H,55.37,,AIS Athletics Track,AUS,Canberra,Outdoor,2024-03-02,,Sarah,Carli,AUS,1994.0,Female
AL,6,100,11.1,1.6,AIS Athletics Track,AUS,Canberra,Outdoor,2024-01-27,,Torrie,Lewis,AUS,2005.0,Female
AL,6,800,1:58.81,,AIS Athletics Track,AUS,Canberra,Outdoor,2024-03-02,,Claudia,Hollingsworth,AUS,2005.0,Female
AL,6,DIS,58.69,,Queensland Sport and Athletics Centre,AUS,"Nathan, Brisbane",Outdoor,2024-01-27,,Taryn,Gollshewsky,AUS,1993.0,Female
AL,6,STA,5.87,,Stabinski Velodrome,FRA,Roubaix,Indoor,2024-02-14,,Kurtis,Marschall,AUS,1997.0,Male
AL,6,200,20.61,0.9,AIS Athletics Track,AUS,Canberra,Outdoor,2024-01-28,,Christopher,Ius,AUS,2000.0,Male
AL,6,DIS,65.93,,SA Athletic Stadium,AUS,Adelaide,Outdoor,2024-02-10,,Connor,Bell,NZL,2001.0,Male
AL,6,WEI,7.96,0.6,Queensland Sport and Athletics Centre,AUS,"Nathan, Brisbane",Outdoor,2024-02-03,,Henry,Frayne,AUS,1990.0,Male
AL,6,WEI,7.96,0.9,Lakeside Stadium,AUS,Melbourne,Outdoor,2024-02-15,,Christopher,Mitrevski,AUS,1996.0,Male
AL,6,10G,43:14.78,,AIS Athletics Track,AUS,Canberra,Outdoor,2024-01-27,,Jemima,Montag,AUS,1998.0,Female
AL,6,KUG,19.62,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-01,,Maddison-Lee,Wesche,NZL,1999.0,Female
AL,6,3K0,8:24.39,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-02,,Jessica,Hull,AUS,1996.0,Female
AL,6,4×1,44.49,,Douglas Track & Field,NZL,Auckland,Outdoor,2024-03-10,,,,AUS,,Female
AL,6,STA,4.84,,Arena Stade Couvert,FRA,Liévin,Indoor,2024-02-10,,Eliza,Mccartney,NZL,1996.0,Female
AL,6,10K,29:29.37,,The Caledonian Ground,NZL,Dunedin,Outdoor,2024-01-13,,Michael,Voss,NZL,1997.0,Male
AL,6,SPE,62.12,,Lakeside Stadium,AUS,Melbourne,Outdoor,2024-02-15,,Kathryn,Mitchell,AUS,1982.0,Female
AL,6,HAM,69.72,,Hawke's Bay Sports Park,NZL,Hastings,Outdoor,2024-01-20,,Anthony,Nobilo,NZL,1999,Male
AL,6,DRE,13.78,1.8,AIS Athletics Track,AUS,Canberra,Outdoor,2024-03-02,,Kayla,Cuba,AUS,1999.0,Female
AL,6,10K,35:15.84,,The Caledonian Ground,NZL,Dunedin,Outdoor,2024-01-13,,Anneke,Arlidge,NZL,1996.0,Female
AL,6,4×4,3:30.66,,Queensland Sport and Athletics Centre,AUS,"Nathan, Brisbane",Outdoor,2024-03-14,,,,AUS,,Female
AL,6,1K5,3:33.30,,The Crest Athletics Centre,AUS,"Bankstown, Sydney",Outdoor,2024-02-22,,Cameron,Myers,AUS,2006.0,Male
AL,6,60M,6.65,1.0,Kerryn McCann Athletic Centre,AUS,Wollongong,Outdoor,2024-01-13,,Jake,Penny,AUS,1996.0,Male
AL,6,HOC,2.03,,AIS Athletics Track,AUS,Canberra,Outdoor,2024-01-27,,Nicola,Olyslagers,AUS,1996.0,Female
AL,6,600,1:26.97,,SPIRE Institute Indoor Track & Field Facility,USA,"Geneva, OH",Indoor,2024-02-24,,Hayley,Kitching,AUS,2004.0,Female
AL,6,4×4,3:21.26,,Lakeside Stadium,AUS,Melbourne,Outdoor,2024-02-15,,,,AUS,,Mixed
AL,6,1K5,4:01.19,,Armory Track&Field Center,USA,"New York, NY",Indoor,2024-02-11,,Jessica,Hull,AUS,1996.0,Female
AL,6,2KH,6:25.53,,WA Sports Centre,AUS,Perth,Outdoor,2024-02-16,,Nikil,Redipali,AUS,,Male
AL,6,5G,18:28.47,,Lakeside Stadium,AUS,Melbourne,Outdoor,2024-02-24,,Rhydian,Cowley,AUS,1991.0,Male
AL,6,WEI,6.5,0.7,Lakeside Stadium,AUS,Melbourne,Outdoor,2024-02-15,,Samantha,Dale,AUS,2001.0,Female
AL,6,KUG,22.16,,Arena Stade Couvert,FRA,Liévin,Indoor,2024-02-10,,Tom,Walsh,NZL,1992,Male
AL,6,400,51.77,,Douglas Track & Field,NZL,Auckland,Outdoor,2024-03-10,,Ellie,Beer,AUS,2003.0,Female
AL,6,10G,38:46.99,,AIS Athletics Track,AUS,Canberra,Outdoor,2024-01-28,,Kyle,Swan,AUS,1999.0,Male
AL,6,11H,13.79,1.1,Kerryn McCann Athletic Centre,AUS,Wollongong,Outdoor,2024-01-19,,Tayleb,Willis,AUS,2003.0,Male
AL,6,1K0,2:16.95,,Boston Univ. Track & Tennis Center,USA,"Boston, MA",Indoor,2024-02-10,,Jack,Anstey,AUS,1997.0,Male
AL,6,60H,7.97,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-03,,Michelle,Jenneke,AUS,1993,Female
AL,6,HOC,2.36,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-03,,Hamish,Kerr,NZL,1996.0,Male
AL,6,200,23.05,-1.5,SA Athletic Stadium,AUS,Adelaide,Outdoor,2024-02-10,,Torrie,Lewis,AUS,2005.0,Female
AL,6,3G,11:25.70,,Queensland Sport and Athletics Centre,AUS,"Nathan, Brisbane",Outdoor,2024-02-03,,Bailey,Housden,AUS,2007.0,Male
AL,6,5K0,14:57.54,,Lakeside Stadium,AUS,Melbourne,Outdoor,2024-02-15,,Rose,Davies,AUS,1999.0,Female
AL,6,800,1:44.87,,Newtown Park Stadium,NZL,Wellington,Outdoor,2024-03-15,,James,Preston,NZL,1997.0,Male
AL,5,3K0,7:42.56,,Armory Track&Field Center,USA,"New York, NY",Indoor,2024-02-11,,Keita,Satoh,JPN,2004.0,Male
AL,5,400,45.83,,Mahinda Rajapaksha Stadium,SRI,Diyagama,Outdoor,2024-03-02,,Kalinga,Kumarage,SRI,1992.0,Male
AL,5,4×1,39.35,,McArthur Stadium,RSA,Potchefstroom,Outdoor,2024-03-14,,,,KSA,,Male
AL,,4×4,3:11.13,,Clemson Indoor Track & Field Complex,USA,"Clemson, SC",Indoor,2024-01-13,,,,INT,,Male
AL,5,DRE,16.93,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-02,,Yaoqing,Fang,CHN,1996.0,Male
AL,5,5K0,13:09.45,,Boston Univ. Track & Tennis Center,USA,"Boston, MA",Indoor,2024-01-26,,Keita,Satoh,JPN,2004.0,Male
AL,5,3KH,10:10.08,,SAI Regional Centre Sarojini Nagar,IND,Lucknow,Outdoor,2024-03-10,,Ekta,Pradeep,IND,2005.0,Female
AL,5,100,10.22,1.3,Nga Puna Wai Sports Hub,NZL,Christchurch,Outdoor,2024-02-24,,Taju,Hongo,JPN,1999.0,Male
AL,5,MEI,4:47.54,,Vanderbilt Multipurpose Facility,USA,"Nashville, TN",Indoor,2024-01-20,,Helena,May Lindsay,JPN,,Female
AL,5,3KH,8:42.49,,AIS Athletics Track,AUS,Canberra,Outdoor,2024-03-02,,Yutaro,Niinae,JPN,2001.0,Male
AL,5,2KH,7:28.54,,Taipei Municipal Stadium,TPE,Taipei City,Outdoor,2024-02-01,,Ying-Ying,Wang,TPE,2009,Female
AL,5,HAM,71.67,,Stadion Bürgerpark Nord,GER,Darmstadt,Outdoor,2024-02-03,,Jiangyan,Li,CHN,1999,Female
AL,5,5G,24:52.18,,Athletic Center Olga Rypakova,KAZ,Ust-Kamenogorsk,Indoor,2024-02-22,,Sabrina,Arziyeva,KAZ,2006,Female
AL,5,300,35.56,,McArthur Stadium,RSA,Potchefstroom,Outdoor,2024-02-06,,,,QAT,,Male
AL,5,SPE,83.37,,Douglas Track & Field,NZL,Auckland,Outdoor,2024-03-10,,Ryohei,Arai,JPN,1991.0,Male
AL,5,60M,7.2,,Aftab Enghelab Sport Complex,IRI,Tehran,Indoor,2024-02-18,,Fasihi,Farzaneh,IRI,1993,Female
AL,5,600,1:18.29,,SPIRE Institute Indoor Track & Field Facility,USA,"Geneva, OH",Indoor,2024-02-23,,Yukichi,Ishii,JPN,2002.0,Male
AL,5,10H,13.19,0.3,Lakeside Stadium,AUS,Melbourne,Outdoor,2024-02-15,,Yumi,Tanaka,JPN,1998.0,Female
AL,5,60H,7.58,,Helmut-Körnig-Halle,GER,Dortmund,Indoor,2024-01-20,,Yaqoub,Alyouha,KUW,1993.0,Male
AL,5,60H,7.58,,Track & Field complex QAZAQSTAN,KAZ,Astana,Indoor,2024-01-27,,Junxi,Liu,CHN,2003.0,Male
AL,5,MEI,3:54.84,,Boston Univ. Track & Tennis Center,USA,"Boston, MA",Indoor,2024-02-10,,Ryoma,Aoki,JPN,1997.0,Male
AL,5,40H,48.68,,McArthur Stadium,RSA,Potchefstroom,Outdoor,2024-03-14,,Ismail,Doudai Abakar,QAT,2004.0,Male
AL,5,40H,58.65,,Douglas Track & Field,NZL,Auckland,Outdoor,2024-03-10,,Eri,Utsunomiya,JPN,1993.0,Female
AL,5,100,11.78,1.1,Jack Rose Track,USA,"Long Beach, CA",Outdoor,2024-03-02,,Maryam,Toosi,IRI,1988.0,Female
AL,5,800,2:05.46,,Mahinda Rajapaksha Stadium,SRI,Diyagama,Outdoor,2024-03-01,,Nimali,Waliwarsha,SRI,1989,Female
AL,5,DIS,53.22,,Kyushu Kyoritsu University Stadium,JPN,Kitakyushu,Outdoor,2024-02-18,,Nanaka,Kori,JPN,1997.0,Female
AL,5,STA,5.93,,Mercedes-Benz Arena,GER,Berlin,Indoor,2024-02-23,,Ernest,John Obiena,PHI,1995.0,Male
AL,5,200,21.03,0.2,Mahinda Rajapaksha Stadium,SRI,Diyagama,Outdoor,2024-03-01,,Aruna,Dharshana,SRI,1999.0,Male
AL,5,DIS,60.59,,Jack Rose Track,USA,"Long Beach, CA",Outdoor,2024-03-02,,Abuduaini,Tuergong,CHN,1997.0,Male
AL,5,WEI,8.11,,Xi'an,CHN,Xi'an,Indoor,2024-03-02,,Heng,Shu,CHN,2004,Male
AL,5,10G,44:05.50,,AIS Athletics Track,AUS,Canberra,Outdoor,2024-01-27,,Hong,Liu,CHN,1987,Female
AL,5,KUG,19.65,,Turnhalle Am Regenbogen,GER,Rochlitz,Indoor,2024-02-04,,Lijiao,Gong,CHN,1989.0,Female
AL,5,3K0,8:36.03,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-02,,Nozomi,Tanaka,JPN,1999.0,Female
AL,5,4×1,45.53,,Wan Chai Sports Ground,HKG,Hong Kong,Outdoor,2024-03-10,,,,THA,,Female
AL,5,STA,4.51,,Aftab Enghelab Sport Complex,IRI,Tehran,Indoor,2024-02-19,,Ling,Li,CHN,1989.0,Female
AL,5,10K,30:14.00,,SAI Regional Centre Sarojini Nagar,IND,Lucknow,Outdoor,2024-03-08,,Vinod,Singh,IND,2005,Male
AL,5,SPE,59.23,,Douglas Track & Field,NZL,Auckland,Outdoor,2024-03-10,,Yuka,Sato,JPN,1992.0,Female
AL,5,HAM,70.25,,Yunost Stadium,RUS,"Adler, Sochi",Outdoor,2024-02-18,,Peixun,Li,CHN,2000.0,Male
AL,5,DRE,13.81,,Xipu Training Base Indoor Athletics Stadium,CHN,Chengdu,Indoor,2024-02-28,,Jie,Chen,CHN,1998,Female
AL,5,10K,35:25.06,,Mahinda Rajapaksha Stadium,SRI,Diyagama,Outdoor,2024-03-01,,W.A.M.Rasara,Wijesuriya,SRI,2002,Female
AL,5,4×4,3:40.67,,Xipu Training Base Indoor Athletics Stadium,CHN,Chengdu,Indoor,2024-02-28,,,,CHN,,Female
AL,5,1K5,3:37.13,,The Crest Athletics Centre,AUS,"Bankstown, Sydney",Outdoor,2024-02-22,,Ryoji,Tatezawa,JPN,1997.0,Male
AL,5,60M,6.5,,Aftab Enghelab Sport Complex,IRI,Tehran,Indoor,2024-02-18,,Ali,Anwar Ali Al Balushi,OMA,2002,Male
AL,1,HOC,1.93,,Športová hala Dukla,SVK,Banská Bystrica,Indoor,2024-02-13,,Safina,Sadullayeva,UZB,1998.0,Female
AL,5,600,1:30.33,,Rector Fieldhouse,USA,"Blacksburg, VA",Indoor,2024-01-19,,Lauren,Hoffman,PHI,1999.0,Female
AL,5,4×4,3:37.46,,Taipei Municipal Stadium,TPE,Taipei City,Outdoor,2024-02-03,,,,TPE,,Mixed
AL,5,1K5,4:08.46,,The Track at New Balance,USA,"Boston, MA",Indoor,2024-02-04,,Nozomi,Tanaka,JPN,1999,Female
AL,5,5G,21:46.37,,Athletic Center Olga Rypakova,KAZ,Ust-Kamenogorsk,Indoor,2024-02-23,,Zharylkasyn,Egizbay,KAZ,2006,Male
AL,5,WEI,6.55,,Aftab Enghelab Sport Complex,IRI,Tehran,Indoor,2024-02-17,,Shiqi,Xiong,CHN,2004,Female
AL,5,WEI,6.55,,Xi'an,CHN,Xi'an,Indoor,2024-03-03,,Mengyi,Tan,CHN,2002,Female
AL,5,KUG,20.11,,Stadium Miramas Métropole,FRA,Miramas,Indoor,2024-02-02,,Mohamed,Daouda Tolo,KSA,2001.0,Male
AL,5,400,53.1,,Xipu Training Base Indoor Athletics Stadium,CHN,Chengdu,Indoor,2024-02-28,,Jiadie,Mo,CHN,2000.0,Female
AL,5,10G,41:55.40,,SAI Regional Centre Sarojini Nagar,IND,Lucknow,Outdoor,2024-03-09,,Himanshu,Kumar,IND,2006,Male
AL,5,11H,13.71,2.0,Nga Puna Wai Sports Hub,NZL,Christchurch,Outdoor,2024-02-24,,Tatsuki,Abe,JPN,2003.0,Male
AL,5,1K0,2:22.12,,Ashenfelter Indoor Track,USA,"State College, PA",Indoor,2024-01-13,,Yukichi,Ishii,JPN,2002,Male
AL,5,60H,8.09,,Halle Michel d'Ornano,FRA,Mondeville,Indoor,2024-02-07,,Yumi,Tanaka,JPN,1998,Female
AL,5,HOC,2.33,,Městská sportovní hala,CZE,Hustopeče,Indoor,2024-02-10,,Sanghyeok,Woo,KOR,1996.0,Male
AL,5,200,23.57,,Randal Tyson Indoor Center,USA,"Fayetteville, AR",Indoor,2024-02-16,,Kristina,Marie Knott,PHI,1995.0,Female
AL,5,5K0,15:26.06,,Dempsey Indoor,USA,"Seattle, WA",Indoor,2024-02-23,,Wuga,He,CHN,1998.0,Female
AL,5,800,1:46.63,,Shandong Sports Training Center,CHN,Jinan,Indoor,2024-03-12,,Dezhu,Liu,CHN,2000.0,Male
AL,1,3K0,7:30.14,,Armory Track&Field Center,USA,"New York, NY",Indoor,2024-02-11,,Josh,Kerr,GBR,1997,Male
AL,1,4×2,1:35.42,,Quarterback Immobilien Arena,GER,Leipzig,Indoor,2024-02-18,,,,GER,,Female
AL,1,400,45.25,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-02,,Alexander,Doom,BEL,1997,Male
AL,1,4×1,38.79,,McArthur Stadium,RSA,Potchefstroom,Outdoor,2024-03-14,,,,DEN,,Male
AL,1,4×4,3:02.54,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-03,,,,BEL,,Male
AL,1,2K0,5:00.01,,Arena Stade Couvert,FRA,Liévin,Indoor,2024-02-10,,Samuel,Pihlström,SWE,2001,Male
AL,1,DRE,17.61,,Arena,POL,Toruń,Indoor,2024-02-06,,Andy,Díaz Hernández,ITA,1995.0,Male
AL,1,5K0,12:58.68,,Boston Univ. Track & Tennis Center,USA,"Boston, MA",Indoor,2024-01-26,,George,Mills,GBR,1999.0,Male
AL,1,50M,6.39,,Salle du Centre Mondial du Cyclisme,SUI,Aigle,Indoor,2024-01-20,,Chloé,Rabac,SUI,2005.0,Female
AL,1,100,10.09,1.9,McArthur Stadium,RSA,Potchefstroom,Outdoor,2024-02-14,,Taymir,Burnet,NED,1992.0,Male
AL,1,MEI,4:23.68,,Armory Track&Field Center,USA,"New York, NY",Indoor,2024-02-11,,Yolanda,Ngarambe,SWE,1991.0,Female
AL,1,3KH,9:42.14,,Lakeside Stadium,AUS,Melbourne,Outdoor,2024-02-25,,Carlos,Rodriguez,ESP,1992,Male
AL,1,3G,12:17.95,,Expocentro,POR,Pombal,Indoor,2024-02-17,,Vitória,Oliveira,POR,1992.0,Female
AL,1,HAM,73.28,,Stadionul Iolanda Balas Soter,ROU,Bucureşti,Outdoor,2024-02-24,,Bianca,Florentina Ghelber,ROU,1990,Female
AL,1,5G,20:50.56,,KMSHVSM Arena,UKR,Kyiv,Indoor,2024-01-20,,Lyudmila,Olyanovska,UKR,1993,Female
AL,1,300,32.21,,Pilditch Stadium,RSA,Pretoria,Outdoor,2024-02-17,,Liemarvin,Bonevacia,NED,1989.0,Male
AL,1,SPE,90.2,,Werferzentrum Brandberge,GER,Halle,Outdoor,2024-02-25,,Max,Dehning,GER,2004.0,Male
AL,1,60M,6.98,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-02,,Ewa,Swoboda,POL,1997.0,Female
AL,1,300,35.52,,McArthur Stadium,RSA,Potchefstroom,Outdoor,2024-01-30,,Natalia,Kaczmarek,POL,1998.0,Female
AL,1,600,1:15.09,,SOK Luch,RUS,Yekaterinburg,Indoor,2024-01-07,,Saveliy,Savlukov,RUS,2000.0,Male
AL,1,10H,13.54,1.5,Nga Puna Wai Sports Hub,NZL,Christchurch,Outdoor,2024-02-24,,Victoria,Rausch,LUX,1996,Female
AL,1,1K0,2:37.57,,Centro de Tecnificación de Atletismo,ESP,Antequera,Indoor,2024-01-13,,Esther,Guerrero,ESP,1990.0,Female
AL,1,60H,7.43,,Arena Stade Couvert,FRA,Liévin,Indoor,2024-02-10,,Just,Kwaou-Mathey,FRA,1999,Male
AL,1,60H,7.43,,Athletik Zentrum,SUI,St. Gallen,Indoor,2024-02-18,,Jason,Joseph,SUI,1998,Male
AL,1,60H,7.43,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-02,,Lorenzo,Ndele Simonelli,ITA,2002,Male
AL,1,MEI,3:48.93,,Armory Track&Field Center,USA,"New York, NY",Indoor,2024-02-11,,George,Mills,GBR,1999.0,Male
AL,1,40H,53.49,,Pilditch Stadium,RSA,Pretoria,Outdoor,2024-03-02,,Stephane,Yato,FRA,1992,Male
AL,1,40H,58.58,,Douglas Track & Field,NZL,Auckland,Outdoor,2024-03-10,,Loan,Ville,FRA,2003,Female
AL,1,2K0,5:57.76,,Hala COS OPO,POL,Spala,Indoor,2024-01-28,,Julia,Jaguścik,POL,2003.0,Female
AL,1,100,11.17,-1.5,McArthur Stadium,RSA,Potchefstroom,Outdoor,2024-02-06,,Rebekka,Haase,GER,1993.0,Female
AL,1,4×2,1:25.40,,Quarterback Immobilien Arena,GER,Leipzig,Indoor,2024-02-18,,,,GER,,Male
AL,1,800,1:58.24,,Arena Birmingham,GBR,Birmingham,Indoor,2024-02-18,,Jemma,Reekie,GBR,1998,Female
AL,1,DIS,66.6,,Estádio Dr. Magalhães Pessoa,POR,Leiria,Outdoor,2024-03-10,,Irina,Rodrigues,POR,1991.0,Female
AL,1,STA,6.05,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-03,,Armand,Duplantis,SWE,1999.0,Male
AL,1,200,20.3,0.0,McArthur Stadium,RSA,Potchefstroom,Outdoor,2024-02-14,,Taymir,Burnet,NED,1992,Male
AL,1,DIS,66.07,,Estádio Dr. Magalhães Pessoa,POR,Leiria,Outdoor,2024-03-09,,Alin,Alexandru Firfirica,ROU,1995.0,Male
AL,1,WEI,8.34,,Palaindoor Ancona,ITA,Ancona,Indoor,2024-02-17,,Mattia,Furlani,ITA,2005.0,Male
AL,1,10G,43:35.52,,AIS Athletics Track,AUS,Canberra,Outdoor,2024-01-27,,Clémence,Beretta,FRA,1997,Female
AL,1,50M,5.93,,Palalottici,ITA,Parma,Indoor,2024-01-27,,Pietro,Bazzoni,ITA,2000.0,Male
AL,1,KUG,20.31,,Omnisport,NED,Apeldoorn,Indoor,2024-02-17,,Jessica,Schilder,NED,1999,Female
AL,1,3K0,8:29.76,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-02,,Laura,Muir,GBR,1993,Female
AL,1,4×1,44.44,,Botniahallen,FIN,Mustasaari,Outdoor,2024-01-13,,,,EST,,Female
AL,1,STA,4.86,,Complexe Kindarena,FRA,Rouen,Indoor,2024-02-24,,Molly,Caudery,GBR,2000.0,Female
AL,1,10K,27:53.26,,Estadi Municipal La Bòbila,ESP,Gavá,Outdoor,2024-03-02,,Ilias,Fifa,ESP,1989.0,Male
AL,1,SPE,61.69,,Estádio Dr. Magalhães Pessoa,POR,Leiria,Outdoor,2024-03-09,,Marie-Therese,Obst,NOR,1996.0,Female
AL,1,HAM,80.11,,Regional Sport Complex,BLR,Brest,Outdoor,2024-02-21,,Aliaksandr,Shymanovich,BLR,1998,Male
AL,1,50H,6.99,,Velesajam Hall,CRO,Zagreb,Indoor,2024-02-03,,Lukas,Cik,CRO,2002.0,Male
AL,1,DRE,14.75,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-03,,Ana,Peleteiro-Compaoré,ESP,1995,Female
AL,1,10K,32:14.43,,Estadi Municipal La Bòbila,ESP,Gavá,Outdoor,2024-03-02,,Carolina,Robles,ESP,1991,Female
AL,1,50H,7.04,,GSG9-Halle,AUT,Wien,Indoor,2024-01-16,,Karin,Strametz,AUT,1998.0,Female
AL,1,4×4,3:25.07,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-03,,,,NED,,Female
AL,1,1K5,3:33.86,,Armory Track&Field Center,USA,"New York, NY",Indoor,2024-02-11,,George,Mills,GBR,1999,Male
AL,1,60M,6.53,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-01,,Chituru,Ali,ITA,1999.0,Male
AL,1,HOC,2.04,,Lausitz-Arena,GER,Cottbus,Indoor,2024-01-31,,Yaroslava,Mahuchikh,UKR,2001.0,Female
AL,1,600,1:26.38,,Halle End der Welt,SUI,Magglingen,Indoor,2024-01-28,,Audrey,Werro,SUI,2004.0,Female
AL,1,4×4,3:27.27,,National Indoor Arena,IRL,"Abbotstown, Dublin",Indoor,2024-02-28,,,,IRL,,Mixed
AL,1,1K5,4:03.22,,Sätrahallen,SWE,Stockholm,Indoor,2024-02-03,,Georgia,Bell,GBR,1993.0,Female
AL,1,5G,18:25.15,,Palaindoor Ancona,ITA,Ancona,Indoor,2024-02-17,,Francesco,Fortunato,ITA,1994.0,Male
AL,1,WEI,6.95,,Mercedes-Benz Arena,GER,Berlin,Indoor,2024-02-23,,Malaika,Mihambo,GER,1994.0,Female
AL,1,KUG,22.37,,Arena Stade Couvert,FRA,Liévin,Indoor,2024-02-10,,Leonardo,Fabbri,ITA,1997.0,Male
AL,1,400,49.17,,Glasgow Arena,GBR,Glasgow,Indoor,2024-03-02,,Femke,Bol,NED,2000.0,Female
AL,1,10G,39:49.64,,KMSHVSM Arena,UKR,Kyiv,Indoor,2024-02-03,,Ivan,Banzeruk,UKR,1990.0,Male
