result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
4:40:04,ALB,Elbasan,ALB,1976-04-21,Sadik Dimiri,,Male,50W,NR,Outdoor
4:40:04,ALB,Elbasan,ALB,1976-08-21,Dimitri Sadik,1942.0,Male,50W,NR,Outdoor
4:19:15,ALG,Boumerdès,ALG,1987-03-12,H'Mimed Rahouli,1964.0,Male,50W,NR,Outdoor
4:14:29,ARG,Buenos Aires,ARG,1993-05-09,Benjamin Loréfice,1969.0,Male,50W,NR,Outdoor
4:14:29,ARG,Buenos Aires,ARG,1993-05-09,Jorge Loréfice,1969.0,Male,50W,NR,Outdoor
4:20:40,ARM,Yerevan,URS,1955-10-11,Vagarshak Arzumanyan,,Male,50W,NR,Outdoor
3:35:47,AUS,Geelong,AUS,2006-12-02,Nathan Deakes,1977.0,Male,50W,NR,Outdoor
4:02:39,AUT,Přerov,CZE,1992-06-07,Stefan Wögerbauer,1959.0,Male,50W,NR,Outdoor
4:02:39,AUT,Přerov,CZE,1992-06-07,Stephan Wögerbauer,1959.0,Male,50W,NR,Outdoor
3:54:47,AZE,Leningrad,URS,1985-07-17,Sergey Shildkret,1962.0,Male,50W,NR,Outdoor
3:47:34,BEL,Arras,FRA,1989-09-10,Godfried De Jonckheere,1952.0,Male,50W,NR,Outdoor
3:40:02,BLR,Moskva,URS,1990-05-26,Aleksandr Potashov,1962.0,Male,50W,NR,Outdoor
4:02:00,BOL,Río de Janeiro,BRA,2016-08-19,Ronal Quispe,1989.0,Male,50W,NR,Outdoor
3:47:02,BRA,Río de Janeiro,BRA,2016-08-19,Caio Bonfim,1991.0,Male,50W,NR,Outdoor
4:07:46,BUL,Békéscsaba,HUN,1985-04-14,Bontcho Lapkov,1965.0,Male,50W,NR,Outdoor
3:41:38,CAN,Río de Janeiro,BRA,2016-08-19,Evan Dunfee,1990.0,Male,50W,NR,Outdoor
3:58:54,CHI,Juarez,MEX,2016-03-06,Edward Araya,1986.0,Male,50W,NR,Outdoor
