result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
7:46.72,CZE,Sankt Peterburg,RUS,1998-06-27,Jan Pešava,1972.0,Male,3000,NR,Outdoor
7:43.78,DEN,Jerez de la Frontera,ESP,1989-09-13,Mogens Guldberg,1963.0,Male,3000,NR,Outdoor
7:42.22,DJI,Doha,QAT,2012-05-11,Ayanleh Souleiman,1992.0,Male,3000,NR,Outdoor
7:56.34,DMA,Stanford CA,USA,1998-05-16,Steve Agar,1968.0,Male,3000,NR,Outdoor
8:22.27,DOM,Mar del Plata,ARG,2016-01-28,Alvaro Abreu,1991.0,Male,3000,NR,Outdoor
7:47.06,ECU,Belém,BRA,2010-05-19,Byron Piedra,1982.0,Male,3000,NR,Outdoor
8:05.05,EGY,Gävle,SWE,2011-07-24,Mohamed Ahmed Hamada,1992.0,Male,3000,NR,Outdoor
7:37.23,ERI,Doha,QAT,2011-05-06,Hais Welday,1989.0,Male,3000,NR,Outdoor
8:43.46,ESA,San Salvador,ESA,2020-02-01,Cesar Enrique Peraza,1997.0,Male,3000,NR,Outdoor
7:48.24,EST,Dublin,IRL,2014-07-11,Tiidrek Nurme,1985.0,Male,3000,NR,Outdoor
7:23.64,ETH,Eugene OR,USA,2023-09-17,Yomif Kejelcha,1997.0,Male,3000,NR,Outdoor
8:13.6,FIJ,Celje,YUG,1971-04-07,Usaia Sotutu,1948.0,Male,3000,NR,Outdoor
7:43.20,FIN,Köln,GER,1977-06-22,Ari Paunonen,1958.0,Male,3000,NR,Outdoor
7:30.78,FRA,Monaco,MON,1998-08-08,Mustapha Essaïd,1970.0,Male,3000,NR,Outdoor
10:17.75,FSM,Adelaide,AUS,2000-08-24,Keith Sepety,1984.0,Male,3000,NR,Outdoor
8:28.01,GAB,Martigues,FRA,1992-06-24,Jean-Marc Léandro,1969.0,Male,3000,NR,Outdoor
8:32.8,GAM,Lecce,ITA,2015-04-18,Nfamara Njie,1998.0,Male,3000,NR,Outdoor
7:32.62,GBR,Birmingham,GBR,2016-06-05,Mo Farah,1983.0,Male,3000,NR,Outdoor
8:50.82,GBS,Beja,POR,2014-05-25,Mussa Djau,1995.0,Male,3000,NR,Outdoor
7:56.10,GEO,Sochi,URS,1984-06-09,Oleg Strizhakov,1963.0,Male,3000,NR,Outdoor
8:24.48,GEQ,Angoulême,FRA,2018-06-01,Benjamin Enzema,1989.0,Male,3000,NR,Outdoor
7:30.50,GER,Monaco,MON,1998-08-08,Dieter Baumann,1965.0,Male,3000,NR,Outdoor
8:26.68,GHA,Kumasi,GHA,2012-06-07,Prosper Goku,,Male,3000,NR,Outdoor
8:16.45,GIB,Eltham,GBR,2018-07-07,Harvey Dixon,1993.0,Male,3000,NR,Outdoor
7:44.26,GRE,Bellinzona,SUI,1996-07-12,Panayiótis Papoúlias,1969.0,Male,3000,NR,Outdoor
9:20.50,GRN,Port of Spain,TTO,2003-04-20,Neilon Joseph,,Male,3000,NR,Outdoor
7:29.43,GUA,Eugene OR,USA,2023-09-17,Luis Grijalva,1999.0,Male,3000,NR,Outdoor
8:39.37,GUI,Tours,FRA,2020-07-24,Alkhassane Kake Makanera,2003.0,Male,3000,NR,Outdoor
8:42.22,GUM,Apia,SAM,2003-06-27,Neil Weare,1980.0,Male,3000,NR,Outdoor
8:21.3,GUY,Georgetown DC,USA,1975-08-09,Derrick Menties,,Male,3000,NR,Outdoor
8:23.96,HAI,Daytona Beach FL,USA,2016-02-20,Mark Allen,1990.0,Male,3000,NR,Outdoor
8:40.38,HKG,Claremont CA,USA,2018-02-17,Harry Loasby,1996.0,Male,3000,NR,Outdoor
8:46.0,HON,Hagen,GER,1975-06-19,Clovis Morales,1949.0,Male,3000,NR,Outdoor
7:47.4,HUN,Berlin,FRG,1983-08-17,Gábor Szabó,1962.0,Male,3000,NR,Outdoor
8:33.49,INA,Guangzhou,CHN,2010-11-21,Agus Prayogo,1985.0,Male,3000,NR,Outdoor
7:50.31,IND,Twickenham,GBR,2008-06-04,Surendra Singh Kumar,1978.0,Male,3000,NR,Outdoor
7:59.74,IRI,Karlstad,SWE,2021-06-22,Mohammadreza Abootorabi,1989.0,Male,3000,NR,Outdoor
7:30.36,IRL,Monaco,MON,1999-08-04,Mark Carroll,1972.0,Male,3000,NR,Outdoor
8:18.8,IRQ,Alexandria,ITA,1975-08-12,Faleh Naji Jarallah,1950.0,Male,3000,NR,Outdoor
7:49.68,ISL,Watford,GBR,2023-07-01,Baldvin Thór Magnússon,1999.0,Male,3000,NR,Outdoor
7:51.40,ISR,Naimette-Xhovémont,BEL,2009-07-15,Gezachw Yossef,1975.0,Male,3000,NR,Outdoor
7:37.90,ITA,Gateshead,GBR,2021-07-13,Yemaneberhan Crippa,1996.0,Male,3000,NR,Outdoor
9:32.1,IVB,Bridgetown,BAR,1977-04-26,Liston Farrington,,Male,3000,NR,Outdoor
7:41.87,JAM,Kingston,JAM,2017-06-10,Kemoy Campbell,1991.0,Male,3000,NR,Outdoor
8:19.21,JOR,Beyrouth,LBN,2004-06-05,Bashar Erhayel Al-Kafraini,1980.0,Male,3000,NR,Outdoor
7:40.09,JPN,Rieti,ITA,2014-09-07,Suguru Osako,1991.0,Male,3000,NR,Outdoor
7:48.35,KAZ,Klagenfurt,AUT,1982-07-14,Sergey Navolokin,1959.0,Male,3000,NR,Outdoor
7:20.67,KEN,Rieti,ITA,1996-09-01,Daniel Komen,1976.0,Male,3000,NR,Outdoor
8:04.49,KGZ,Bursa,TUR,2021-06-06,Nursultan Keneshbekov,2000.0,Male,3000,NR,Outdoor
10:10.0,KIR,UNKNOWN,???,1985-01-01,Airam,,Male,3000,NR,Outdoor
8:12.59,KOR,Fukagawa,JPN,2005-06-29,Jeon Eun-Hoi,1988.0,Male,3000,NR,Outdoor
8:26.1,KOS,Elbasan,ALB,2022-01-27,Albion Ymeri,1995.0,Male,3000,NR,Outdoor
7:44.57,KSA,Köln,GER,1996-08-16,Alyan Sultan Al-Qahtani,1971.0,Male,3000,NR,Outdoor
8:26.77,KUW,Al-Kuwait,KUW,2021-05-30,Hussain Kamal,1993.0,Male,3000,NR,Outdoor
9:44.79,LAO,Bangkok,THA,2018-04-03,Lamphone Saiyathi,,Male,3000,NR,Outdoor
7:49.51,LAT,Hengelo,NED,2014-06-08,Dmitrijs Jurkevičs,1987.0,Male,3000,NR,Outdoor
8:07.16,LBA,Banská Bystrica,SVK,1999-05-30,Ali Zayed Mabrouk,,Male,3000,NR,Outdoor
8:09.85,LBN,Melbourne,AUS,2023-11-09,Zaid Al Sayed,2001.0,Male,3000,NR,Outdoor
8:43.97,LBR,Nerja,ESP,2019-12-21,Sheriff Flodavid Soclo,2002.0,Male,3000,NR,Outdoor
8:36.41,LCA,Tempe AZ,USA,1999-04-10,Zepherinus Joseph,1975.0,Male,3000,NR,Outdoor
8:02.27,LES,Port Elizabeth,RSA,1990-10-16,Thabang Baholo,1966.0,Male,3000,NR,Outdoor
8:10.63,LIE,Zug,SUI,1976-05-01,Günther Hasler,1951.0,Male,3000,NR,Outdoor
7:46.2,LTU,Podolsk,URS,1982-06-19,Romas Sausaitis,1955.0,Male,3000,NR,Outdoor
7:43.41,LUX,Trier,GER,2023-09-08,Charles Grethen,1992.0,Male,3000,NR,Outdoor
9:15.1,MAC,Macau,MAC,1992-01-01,Wong Fan Wa,,Male,3000,NR,Outdoor
8:22.6,MAD,Antananarivo,MAD,2011-06-05,Fulgence Rakotondrasoa,,Male,3000,NR,Outdoor
7:23.09,MAR,Bruxelles,BEL,1999-09-03,Hicham El Guerrouj,1974.0,Male,3000,NR,Outdoor
8:27.00,MAS,London,GBR,1985-06-18,Sivalingam Muthiah,,Male,3000,NR,Outdoor
8:24.10,MAW,Cheltenham,GBR,2014-02-07,Chauncy Master,1985.0,Male,3000,NR,Outdoor
7:52.5,MDA,Sochi,URS,1980-04-28,Anatoliy Mamontov,1949.0,Male,3000,NR,Outdoor
8:55.87,MDV,Male,MDV,2023-12-23,Hussain Fazeel,1989.0,Male,3000,NR,Outdoor
7:35.71,MEX,Nice,FRA,1989-07-10,Arturo Barrios,1963.0,Male,3000,NR,Outdoor
8:29.80,MGL,Sochi,URS,1984-06-10,Chadaa Usni-Ek,,Male,3000,NR,Outdoor
12:03.9,MHL,Laura,MHL,2005-07-05,Daniel Kijabot,,Male,3000,NR,Outdoor
8:06.66,MKD,Limassol,CYP,2021-06-20,Dario Ivanovski,1997.0,Male,3000,NR,Outdoor
8:44.0,MLI,Bamako,MLI,2002-03-27,Youssouf Diallo,1976.0,Male,3000,NR,Outdoor
7:50.57,MLT,Memphis TN,USA,2021-08-14,Jordan Gusman,1994.0,Male,3000,NR,Outdoor
8:27.4,MNE,Berane,YUG,1981-07-22,Radovan Lakovic,1959.0,Male,3000,NR,Outdoor
8:33.82,MON,Nice,FRA,2020-09-18,Brice Etès,1984.0,Male,3000,NR,Outdoor
8:05.64,MOZ,Barquisimeto,VEN,2012-06-09,Flávio Seholhe,1990.0,Male,3000,NR,Outdoor
8:13.40,MRI,St-Paul-Reunion,FRA,1994-10-28,Mike Felicite,1963.0,Male,3000,NR,Outdoor
8:17.14,MTN,Duffel,BEL,2014-06-07,Mohamed Beirouk,1985.0,Male,3000,NR,Outdoor
8:14.71,MYA,Weinstadt,GER,1993-08-07,Gopal Thein Win,,Male,3000,NR,Outdoor
8:13.86,NAM,Saint-Maur,FRA,2004-06-09,Ruben Indongo,1981.0,Male,3000,NR,Outdoor
8:43.4,NCA,La Habana,CUB,1985-11-29,Hugo Vasquez Tapia,,Male,3000,NR,Outdoor
7:37.48,NED,Hengelo,NED,2005-05-29,Gert-Jan Liefers,1978.0,Male,3000,NR,Outdoor
8:23.59,NEP,New Delhi,IND,1999-10-15,Gyan Bahadur Bohara,1969.0,Male,3000,NR,Outdoor
10:30.0,NFI,Middlegate,USA,1988-02-07,Graeme Donaldson,,Male,3000,NR,Outdoor
8:13.01,NGR,Lagos,NGR,1986-06-13,Ibrahim Kabir,,Male,3000,NR,Outdoor
8:15.0,NIG,Niamey,NIG,2000-05-13,Oumarou Souley,1970.0,Male,3000,NR,Outdoor
10:24.3,NMI,Avarua,COK,1995-04-05,Glen Nunez,,Male,3000,NR,Outdoor
7:23.63,NOR,Eugene OR,USA,2023-09-17,Jakob Ingebrigtsen,2000.0,Male,3000,NR,Outdoor
11:38.89,NRU,Canberra,AUS,1993-03-15,David Temaki,,Male,3000,NR,Outdoor
8:24.47,OMA,UNKNOWN,???,2010-07-30,Qais Salim Al-Mahrooqi,1986.0,Male,3000,NR,Outdoor
8:05.65,PAK,Dormagen,GER,1971-09-18,Muhammad Younis,,Male,3000,NR,Outdoor
8:14.60,PAN,Frankfurt,GER,1974-05-11,Donaldo Arza,1946.0,Male,3000,NR,Outdoor
8:16.16,PAR,Asunción,PAR,2022-05-20,Derlis Ayala,1990.0,Male,3000,NR,Outdoor
7:57.95,PER,Iquique,CHI,2008-06-14,Mario Bazán,1987.0,Male,3000,NR,Outdoor
8:17.14,PHI,Manila,PHI,2002-05-26,Eduardo Buenavista,1979.0,Male,3000,NR,Outdoor
8:02.16,PLE,Utrecht,NED,1996-08-16,Mohamed Baket,,Male,3000,NR,Outdoor
9:52.35,PLW,Yona,GUM,2007-12-15,Douglas Schmidt,1991.0,Male,3000,NR,Outdoor
8:45.55,PNG,Brisbane,AUS,2006-10-03,Sapolai Yao,1982.0,Male,3000,NR,Outdoor
7:42.4,POL,Oslo,NOR,1974-07-04,Bronisław Malinowski,1951.0,Male,3000,NR,Outdoor
7:39.69,POR,Bruxelles,BEL,1983-08-26,António Leitão,1960.0,Male,3000,NR,Outdoor
8:14.90,PRK,Pyongyang,PRK,1989-08-13,Li Gen Ho,,Male,3000,NR,Outdoor
7:53.5,PUR,Montréal,CAN,1976-07-12,Antonio Colon,1953.0,Male,3000,NR,Outdoor
7:30.76,QAT,Doha,QAT,2005-05-13,Jamal Bilal Salem,1978.0,Male,3000,NR,Outdoor
7:53.19,ROU,Warszawa,POL,1989-06-18,Valentin Coroja,1967.0,Male,3000,NR,Outdoor
7:39.25,RSA,Luzern,SUI,2023-07-20,Adrian Wildschutt,1998.0,Male,3000,NR,Outdoor
7:39.24,RUS,Nice,FRA,1995-07-12,Vyacheslav Shabunin,1969.0,Male,3000,NR,Outdoor
7:41.64,RWA,Köln,GER,1992-08-16,Mathias Ntawulikura,1964.0,Male,3000,NR,Outdoor
9:46.9,SAM,Apai,SAM,1970-11-27,James Hoeflich,,Male,3000,NR,Outdoor
8:12.65,SEN,Sotteville-lès-Rouen,FRA,1995-06-16,Cheik Ameth Tidiane Boye,,Male,3000,NR,Outdoor
8:16.68,SEY,Victoria,CAN,2001-03-10,Ronny Marie,,Male,3000,NR,Outdoor
8:28.83,SGP,Geelong,AUS,2019-12-21,Lui Yuan Chow,1999.0,Male,3000,NR,Outdoor
9:21.40,SKN,Basseterre,SKN,1983-04-07,Spencer Elliot,,Male,3000,NR,Outdoor
8:52.24,SLE,Ewing NJ,USA,2014-04-12,Darrel Gooding,1994.0,Male,3000,NR,Outdoor
7:51.35,SLO,Göteborg/S,SWE,1978-07-06,Stanko Lisec,1952.0,Male,3000,NR,Outdoor
8:31.75,SMR,Ravenna,ITA,1995-05-07,Gian Luigi Macina,1963.0,Male,3000,NR,Outdoor
8:51.5,SOL,Port Vila,VAN,1998-05-23,Chris Votu,1980.0,Male,3000,NR,Outdoor
7:42.18,SOM,Köln,GER,1994-08-21,Abdi Bile,1962.0,Male,3000,NR,Outdoor
7:37.03,SRB,Zagreb,CRO,2023-09-10,Elzan Bibić,1999.0,Male,3000,NR,Outdoor
8:02.91,SRI,Mondovì,ITA,2011-06-12,Chaminda Indika Wijekoon,1981.0,Male,3000,NR,Outdoor
7:29.48,SSD,Stockholm/S,SWE,2022-06-30,Dominic Lokinyomo Lobalu,1998.0,Male,3000,NR,Outdoor
8:51.81,STP,Setúbal,POR,2021-06-06,Romario Leitao,1997.0,Male,3000,NR,Outdoor
7:48.03,SUD,Formia,ITA,1987-07-11,Omar Khalifa,1956.0,Male,3000,NR,Outdoor
7:35.12,SUI,Zagreb,CRO,2023-09-10,Jonas Raess,1994.0,Male,3000,NR,Outdoor
9:14.89,SUR,Montego Bay,JAM,2011-04-24,Rochini Vorstwijk,,Male,3000,NR,Outdoor
7:46.83,SVK,Sopot,POL,1997-06-14,Róbert Štefko,1968.0,Male,3000,NR,Outdoor
7:37.05,SWE,Doha,QAT,2023-05-05,Andreas Almgren,1995.0,Male,3000,NR,Outdoor
7:57.53,SWZ,Nivelles,BEL,1994-07-23,Sipho Dlamini,,Male,3000,NR,Outdoor
8:21.39,SYR,Beyrouth,LBN,1998-05-02,Fayad Bakour,,Male,3000,NR,Outdoor
7:39.27,TAN,Oslo,NOR,1980-07-01,Filbert Bayi,1953.0,Male,3000,NR,Outdoor
9:02.0,TGA,Nuku'Alofa,TGA,1993-04-06,Atiu Ngalu,,Male,3000,NR,Outdoor
7:48.24,THA,Phoenix AZ,USA,2021-02-06,Kieran Tuntivate,1997.0,Male,3000,NR,Outdoor
7:57.03,TJK,Kazan,RUS,2004-07-09,Yevgeniy Stakanov,1980.0,Male,3000,NR,Outdoor
8:07.44,TKM,Moskva,RUS,1996-06-07,Marly Sopyev,1973.0,Male,3000,NR,Outdoor
9:39.11,TKS,Utrecht,NED,2019-06-21,Martijn Healy,,Male,3000,NR,Outdoor
9:05.64,TLS,Bangkok,THA,2018-04-03,Roberto Belo Amaral Soares,2002.0,Male,3000,NR,Outdoor
8:35.17,TOG,Paris,FRA,2005-07-20,Yawo Kloutse,1983.0,Male,3000,NR,Outdoor
8:46.01,TPE,Río de Janeiro,BRA,2023-08-24,Hsu Li-Hung,2005.0,Male,3000,NR,Outdoor
8:14.16,TTO,Espoo,FIN,2000-05-30,Sheldon Monderoy,1972.0,Male,3000,NR,Outdoor
7:37.56,TUN,Doha,QAT,2023-05-05,Mohamed Amine Jihnaoui,1997.0,Male,3000,NR,Outdoor
7:38.65,TUR,Monaco,MON,2015-07-17,Ali Kaya,1994.0,Male,3000,NR,Outdoor
11:49.19,TUV,Melbourne,AUS,2005-11-28,Lapua Tuau,,Male,3000,NR,Outdoor
8:13.88,UAE,Betzdorf,GER,1992-07-03,Mohamed Ahmed Amer,1967.0,Male,3000,NR,Outdoor
7:26.64,UGA,Roma,ITA,2020-09-17,Jacob Kiplimo,2000.0,Male,3000,NR,Outdoor
7:35.06,UKR,Monaco,MON,2002-07-19,Serhiy Lebid,1975.0,Male,3000,NR,Outdoor
7:37.15,URU,Zagreb,CRO,2023-09-10,Santiago Catrofe,1999.0,Male,3000,NR,Outdoor
7:25.47,USA,Eugene OR,USA,2023-09-17,Grant Fisher,1997.0,Male,3000,NR,Outdoor
8:05.04,UZB,Tashkent,URS,1979-05-08,Abdurrahman Ibragimov,1960.0,Male,3000,NR,Outdoor
8:54.8,VAN,Canberra,AUS,1995-11-03,Tawai Keiruan,1972.0,Male,3000,NR,Outdoor
7:49.88,VEN,Madrid,ESP,2003-07-19,Freddy González,1977.0,Male,3000,NR,Outdoor
8:49.97,VIE,Hanoi,VIE,2008-06-30,Nguyen Dang Duc Bao,1983.0,Male,3000,NR,Outdoor
8:47.30,VIN,Saskatoon,CAN,2009-08-09,DeLohnni Nicol-Samuel,1991.0,Male,3000,NR,Outdoor
8:22.43,YEM,Aleppo,SYR,2009-07-24,Nabil Mohammed Al-Garbi,1990.0,Male,3000,NR,Outdoor
7:49.51,ZAM,Torino,ITA,2008-06-06,Tonny Wamulwa,1989.0,Male,3000,NR,Outdoor
7:42.06,ZIM,Hechtel,BEL,1992-07-18,Philemon Hanneck,1971.0,Male,3000,NR,Outdoor
8:27.17,ALB,Pireás,GRE,1991-02-23,Arti Bekteshi,,Male,3000,NR,Indoor
7:36.25,ALG,Stuttgart,GER,2000-02-06,Ali Saïdi-Sief,1978.0,Male,3000,NR,Indoor
7:54.02,AND,Mondeville,FRA,2024-02-07,Nahuel Carabaña,1999.0,Male,3000,NR,Indoor
7:47.21,ARG,Valencia,ESP,2023-01-25,Federico Bruno,1993.0,Male,3000,NR,Indoor
7:59.80,ARM,Istanbul,TUR,2019-02-17,Yervand Mkrtchyan,1996.0,Male,3000,NR,Indoor
7:34.50,AUS,Boston MA,USA,2008-01-26,Craig Mottram,1980.0,Male,3000,NR,Indoor
7:44.19,AUT,Stockholm/G,SWE,2003-02-18,Günther Weidlinger,1978.0,Male,3000,NR,Indoor
7:39.59,AZE,Stockholm/G,SWE,2013-02-21,Hayle Ibrahimov,1990.0,Male,3000,NR,Indoor
8:05.18,BDI,Mondeville,FRA,2018-02-03,Jean Marie Vianney Niyomukiza,1998.0,Male,3000,NR,Indoor
7:38.94,BEL,Lisboa,POR,2001-03-11,Mohammed Mourhit,1970.0,Male,3000,NR,Indoor
9:45.67,BHU,Macau,MAC,2007-11-01,Pema Tshewang,1985.0,Male,3000,NR,Indoor
8:03.66,BIH,Torino,ITA,1984-02-11,Vinko Pokrajcic,1958.0,Male,3000,NR,Indoor
7:45.50,BLR,Wien,AUT,1979-02-25,Aleksandr Fedotkin,1955.0,Male,3000,NR,Indoor
7:56.76,BRA,Budapest,HUN,1989-03-04,Adauto Domingues,1961.0,Male,3000,NR,Indoor
7:31.77,BRN,Liévin,FRA,2022-02-17,Birhanu Balew,1996.0,Male,3000,NR,Indoor
7:55.4,BUL,Sofia,BUL,1981-02-01,Evgeni Ignatov,1959.0,Male,3000,NR,Indoor
9:02.00,CAM,Pattaya,THA,2006-02-11,Bunting Hem,1985.0,Male,3000,NR,Indoor
7:40.11,CAN,New York NY,USA,2016-02-20,Mohammed Ahmed,1991.0,Male,3000,NR,Indoor
7:52.95,CHI,Sabadell,ESP,2016-02-19,Carlos Díaz,1993.0,Male,3000,NR,Indoor
8:01.41,CHN,Tianjin,CHN,2002-03-03,Zhang Yunshan,1983.0,Male,3000,NR,Indoor
8:12.74,COD,Pombal,POR,2007-02-11,Eduard Mbengani,1985.0,Male,3000,NR,Indoor
7:49.46,COL,Sevilla,ESP,1991-03-10,Jacinto Navarrete,1962.0,Male,3000,NR,Indoor
8:07.50,CPV,Boston MA,USA,2011-01-29,Ruben Sanca,1986.0,Male,3000,NR,Indoor
7:49.29,CRO,Pireás,GRE,1990-03-07,Branko Zorko,1967.0,Male,3000,NR,Indoor
8:17.10,CUB,Antequera,ESP,2012-01-07,Maurys Surel Castillo,1984.0,Male,3000,NR,Indoor
7:54.16,CYP,Budapest,HUN,1998-02-06,Hristos Papapetrou,1973.0,Male,3000,NR,Indoor
7:48.8,CZE,Praha,TCH,1981-01-28,Lubomír Tesácek,1957.0,Male,3000,NR,Indoor
7:44.76,DEN,Sevilla,ESP,1991-03-10,Mogens Guldberg,1963.0,Male,3000,NR,Indoor
7:39.81,DJI,Gent,BEL,2013-02-10,Ayanleh Souleiman,1992.0,Male,3000,NR,Indoor
8:24.03,DOM,New York NY,USA,1999-12-26,José Zayas,1978.0,Male,3000,NR,Indoor
7:45.44,ERI,Doha,QAT,2010-03-12,Hais Welday,1989.0,Male,3000,NR,Indoor
7:24.68,ESP,Liévin,FRA,2023-02-15,Mohamed Katir,1998.0,Male,3000,NR,Indoor
7:55.37,EST,Stockholm/G,SWE,2010-02-10,Tiidrek Nurme,1985.0,Male,3000,NR,Indoor
7:23.81,ETH,Liévin,FRA,2023-02-15,Lamecha Girma,2000.0,Male,3000,NR,Indoor
7:52.12,FIN,Luxembourg,LUX,2024-01-21,Santtu Heikkinen,2002.0,Male,3000,NR,Indoor
9:03.17,FOR,Malmö/A,SWE,2007-02-04,Lulsim Kalaba,1979.0,Male,3000,NR,Indoor
7:33.73,FRA,Stockholm/G,SWE,2010-02-10,Bouabdellah Tahri,1978.0,Male,3000,NR,Indoor
7:30.14,GBR,New York NY,USA,2024-02-11,Josh Kerr,1997.0,Male,3000,NR,Indoor
8:05.03,GEO,Chelyabinsk,URS,1990-03-04,Oleg Strizhakov,1963.0,Male,3000,NR,Indoor
7:37.51,GER,Karlsruhe,GER,1995-02-12,Dieter Baumann,1965.0,Male,3000,NR,Indoor
