result,wind,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
8.28,,BRA,Istanbul,TUR,2012-03-09,Mauro da Silva,1986.0,Male,LJ,NR,Indoor
7.35,,BRN,Tehran,IRI,2004-02-06,Mohamed Imam Bakhash,1977.0,Male,LJ,NR,Indoor
8.30,,BUL,Pireás,GRE,1994-02-28,Ivaylo Mladenov,1973.0,Male,LJ,NR,Indoor
8.06,,BUR,Liévin,FRA,1996-02-04,Franck Zio,1971.0,Male,LJ,NR,Indoor
6.43,,CAF,Eaubonne,FRA,2001-01-14,Lucien Pandjikola,1983.0,Male,LJ,NR,Indoor
8.05,,CAN,Beograd,SRB,2022-03-18,Damian Warner,1989.0,Male,LJ,NR,Indoor
8.16,,CAY,Lisboa,POR,2001-03-11,Kareem Streete-Thompson,1973.0,Male,LJ,NR,Indoor
7.62,,CHI,Cochabamba,BOL,2020-02-01,Daniel Pineda,1985.0,Male,LJ,NR,Indoor
8.27,,CHN,Nanjing,CHN,2010-03-11,Su Xiongfeng,1987.0,Male,LJ,NR,Indoor
7.65,,CIV,Eaubonne,FRA,2019-02-03,Thierry Konan,1994.0,Male,LJ,NR,Indoor
7.65,,COD,Aubière,FRA,2006-02-26,Jean Kamanda-Mbuyi,1980.0,Male,LJ,NR,Indoor
7.26,,CPV,Espinho,POR,2001-02-24,Nelson Évora,1984.0,Male,LJ,NR,Indoor
8.08,,CRO,Budapest,HUN,2003-02-08,Siniša Ergotić,1968.0,Male,LJ,NR,Indoor
8.62,,CUB,Maebashi,JPN,1999-03-07,Iván Pedroso,1972.0,Male,LJ,NR,Indoor
7.68,,CYP,Moscow ID,USA,1983-02-12,Dimitris Araouzos,1961.0,Male,LJ,NR,Indoor
8.18,,CZE,Praha,CZE,1992-02-16,Milan Gombala,1968.0,Male,LJ,NR,Indoor
8.18,,DEN,Göteborg/Sc,SWE,2006-02-08,Morten Jensen,1982.0,Male,LJ,NR,Indoor
7.33,,DOM,Budapest,HUN,2007-01-26,Carlos Jorge,1986.0,Male,LJ,NR,Indoor
7.69,,EGY,Chemnitz,GER,2011-01-27,Mohamed Fathallah Dhifallah,1987.0,Male,LJ,NR,Indoor
8.56,,ESP,Maebashi,JPN,1999-03-07,Yago Lamela,1977.0,Male,LJ,NR,Indoor
8.05,,EST,Wien,AUT,1970-03-15,Tõnu Lepik,1946.0,Male,LJ,NR,Indoor
8.24,,FIN,Toruń,POL,2021-03-05,Kristian Pulli,1994.0,Male,LJ,NR,Indoor
8.27,,FRA,Mondeville,FRA,2006-01-28,Salim Sdiri,1978.0,Male,LJ,NR,Indoor
7.81,,GAM,Bloomington IN,USA,1977-02-05,Sheikh Faye,1948.0,Male,LJ,NR,Indoor
8.26,,GBR,Albuquerque NM,USA,2016-02-05,Greg Rutherford,1986.0,Male,LJ,NR,Indoor
7.94,,GEO,Tbilisi,GEO,2015-02-08,Bachana Khorava,1993.0,Male,LJ,NR,Indoor
5.77,,GEQ,Paris,FRA,1997-03-07,Norberto Nsue Ondo,1975.0,Male,LJ,NR,Indoor
8.71,,GER,Torino,ITA,2009-03-08,Sebastian Bayer,1986.0,Male,LJ,NR,Indoor
8.36,,GHA,Stockholm/G,SWE,2006-02-02,Ignisious Gaisah,1983.0,Male,LJ,NR,Indoor
5.66,,GIB,Antequera,ESP,2023-02-11,Rhys Byrne,2005.0,Male,LJ,NR,Indoor
8.55,,GRE,Beograd,SRB,2022-03-18,Miltiádis Tentóglou,1998.0,Male,LJ,NR,Indoor
7.69,,GRN,Nampa ID,USA,2006-02-24,Keron Francis,,Male,LJ,NR,Indoor
7.26,,GUA,Houston TX,USA,2020-02-14,Nicolás Allen Arriola,1998.0,Male,LJ,NR,Indoor
8.05,,GUY,Johnson City TN,USA,1991-01-25,Mark Mason,1969.0,Male,LJ,NR,Indoor
7.85,,HKG,Doha,QAT,2016-02-21,Chan Ming Tai,1995.0,Male,LJ,NR,Indoor
8.24,,HUN,Madrid,ESP,1986-02-22,László Szálma,1957.0,Male,LJ,NR,Indoor
6.95,,INA,Hanoi,VIE,2009-11-01,Asril Abdullah Kadir,1989.0,Male,LJ,NR,Indoor
7.97,,IND,Astana,KAZ,2023-02-12,J. Jeswin Aldrin,2001.0,Male,LJ,NR,Indoor
7.80,,IRI,Hangzhou,CHN,2014-02-15,Mohammad Arzandeh,1987.0,Male,LJ,NR,Indoor
8.00,,IRL,Blacksburg VA,USA,2006-01-14,Ciaran McDonagh,1976.0,Male,LJ,NR,Indoor
7.82,,ISL,Reykjavik,ISL,2000-03-05,Jón Arnar Magnússon,1969.0,Male,LJ,NR,Indoor
7.78,,ISR,New York NY,USA,2022-02-26,Aviram Shwarzbard,1994.0,Male,LJ,NR,Indoor
7.94,,ISV,Fayetteville AR,USA,2002-03-08,Vaughn Walwyn,1980.0,Male,LJ,NR,Indoor
8.34,,ITA,Ancona,ITA,2024-02-17,Mattia Furlani,2005.0,Male,LJ,NR,Indoor
7.99,,IVB,Ames IA,USA,1996-02-10,Keita Cline,1974.0,Male,LJ,NR,Indoor
8.40,,JAM,Madrid,ESP,1996-02-09,James Beckford,1975.0,Male,LJ,NR,Indoor
8.40,,JAM,Albuquerque NM,USA,2023-03-10,Carey McLeod,1998.0,Male,LJ,NR,Indoor
7.17,,JOR,Pattaya,THA,2006-02-10,Khalil Al-Hanahneh,1980.0,Male,LJ,NR,Indoor
8.19,,JPN,Osaka,JPN,2021-03-18,Yuki Hashioka,1999.0,Male,LJ,NR,Indoor
7.99,,KAZ,Moskva,RUS,2004-02-08,Dmitriy Karpov,1981.0,Male,LJ,NR,Indoor
7.98,,KEN,Flagstaff AZ,USA,1993-02-20,Benjamin Koech,1969.0,Male,LJ,NR,Indoor
8.09,,KGZ,Moskva,URS,1985-02-08,Shamil Abbyasov,1957.0,Male,LJ,NR,Indoor
6.79,,KOS,Istanbul,TUR,2019-02-16,Erudit Rysha,1998.0,Male,LJ,NR,Indoor
8.24,,KSA,Doha,QAT,2008-02-16,Mohamed Salman Al-Khuwalidi,1981.0,Male,LJ,NR,Indoor
7.94,,KUW,Hangzhou,CHN,2014-02-15,Saleh Abdelaziz Al-Haddad,1986.0,Male,LJ,NR,Indoor
6.45,,LAO,Hanoi,VIE,2009-11-01,Oudomsack Chanthavong,1986.0,Male,LJ,NR,Indoor
8.11,,LAT,Fayetteville AR,USA,2006-03-10,Artūrs Āboliņš,1984.0,Male,LJ,NR,Indoor
7.41,,LBN,Paris,FRA,1984-02-04,Gabi Issa Khouri,1960.0,Male,LJ,NR,Indoor
7.87,,LBR,State College PA,USA,2010-01-29,Cadeau Kelley,1986.0,Male,LJ,NR,Indoor
7.70,,LCA,Blacksburg VA,USA,2001-01-20,Dane Magloire,1975.0,Male,LJ,NR,Indoor
6.53,,LIE,Dornbirn,AUT,2024-01-27,Matthias Verling,2004.0,Male,LJ,NR,Indoor
8.13,,LTU,Kaunas,LTU,2005-02-11,Povilas Mykolaitis,1983.0,Male,LJ,NR,Indoor
7.68,,LUX,Luxembourg,LUX,2017-01-14,Romain Lambert,1993.0,Male,LJ,NR,Indoor
7.09,,MAC,Nanjing,CHN,2019-02-23,Wong Ka Chun,1997.0,Male,LJ,NR,Indoor
7.19,,MAD,Pittsburg KS,USA,2022-03-04,Narindra Rafidimalala,1998.0,Male,LJ,NR,Indoor
8.02,,MAR,Erfurt,GER,2001-02-02,Younès Moudrik,1977.0,Male,LJ,NR,Indoor
8.02,,MAR,Valencia,ESP,2010-02-13,Yahya Berrabah,1981.0,Male,LJ,NR,Indoor
7.33,,MAS,Pattaya,THA,2006-02-10,Shahrul Amri Suhaimi,1983.0,Male,LJ,NR,Indoor
8.09,,MDA,Chisinau,MDA,2012-02-03,Alexandr Cuharenco,1987.0,Male,LJ,NR,Indoor
8.01,,MEX,Sopot,POL,2014-03-07,Luis Rivera,1987.0,Male,LJ,NR,Indoor
7.71,,MKD,Beograd,SRB,2024-02-13,Andreas Trajkovski,1993.0,Male,LJ,NR,Indoor
7.68,,MLI,Liévin,FRA,2001-02-18,Moussa Sissoko,1974.0,Male,LJ,NR,Indoor
7.84,,MLT,Clemson SC,USA,2023-01-13,Jeremy Zammit,2004.0,Male,LJ,NR,Indoor
7.24,,MNE,Beograd,SRB,2021-02-06,Darko Pešić,1992.0,Male,LJ,NR,Indoor
6.12,,MON,Nice,FRA,2003-12-14,Anthony de Sevelinges,1978.0,Male,LJ,NR,Indoor
7.28,,MOZ,Espinho,POR,2006-02-18,Artur Augusto,1987.0,Male,LJ,NR,Indoor
8.05,,MRI,Aubière,FRA,2004-02-22,Jonathan Chimier,1982.0,Male,LJ,NR,Indoor
7.88,,NAM,Chemnitz,GER,2004-02-27,Stephan Louw,1975.0,Male,LJ,NR,Indoor
8.23,,NED,Den Haag,NED,1989-02-05,Emiel Mellaard,1966.0,Male,LJ,NR,Indoor
8.26,,NGR,Bloomington IN,USA,1975-03-07,Charlton Ehizuelen,1953.0,Male,LJ,NR,Indoor
7.87,,NOR,Rheinstetten,GER,2022-01-28,Henrik Flåtnes,2001.0,Male,LJ,NR,Indoor
7.67,,NZL,Fayetteville AR,USA,2022-02-18,Christopher Goodwin,1998.0,Male,LJ,NR,Indoor
7.54,,OMA,Tehran,IRI,2019-03-04,Salem Saleh El-Jerbi,1994.0,Male,LJ,NR,Indoor
7.25,,PAK,Rasht,IRI,2002-02-08,Waseem Khan,1983.0,Male,LJ,NR,Indoor
8.42,,PAN,Athína,GRE,2008-02-13,Irving Saladino,1983.0,Male,LJ,NR,Indoor
8.17,,PER,Cochabamba,BOL,2022-02-20,José Luís Mandros,1998.0,Male,LJ,NR,Indoor
7.66,,PHI,Astana,KAZ,2023-02-11,Janry Ubas,1994.0,Male,LJ,NR,Indoor
8.18,,POL,Torino,ITA,2009-03-08,Marcin Starzak,1985.0,Male,LJ,NR,Indoor
8.18,,POL,Sopot,POL,2014-03-07,Adrian Strzałkowski,1990.0,Male,LJ,NR,Indoor
8.22,,POR,Espinho,POR,2002-01-26,Carlos Calado,1975.0,Male,LJ,NR,Indoor
8.12,,PUR,Manhattan KS,USA,1992-03-06,Mike Francis,1970.0,Male,LJ,NR,Indoor
8.02,,PYF,Nantes,FRA,2016-02-04,Raihau Maiau,1992.0,Male,LJ,NR,Indoor
7.76,,QAT,Sliven,BUL,2014-02-08,Emeka Okoli,1990.0,Male,LJ,NR,Indoor
8.30,,ROU,Bucureşti,ROU,2000-01-30,Bogdan Ţăruş,1975.0,Male,LJ,NR,Indoor
8.44,,RSA,Birmingham,GBR,2018-03-02,Luvo Manyonga,1991.0,Male,LJ,NR,Indoor
8.43,,RUS,Moskva,RUS,1994-01-26,Stanislav Tarasenko,1966.0,Male,LJ,NR,Indoor
8.17,,SEN,Bordeaux,FRA,1998-02-14,Cheikh Tidiane Touré,1970.0,Male,LJ,NR,Indoor
7.01,,SGP,Macau,MAC,2007-10-31,Kenneth Wang Kan,1987.0,Male,LJ,NR,Indoor
7.79,,SKN,Pittsburg KS,USA,2019-03-08,Kizan David,1998.0,Male,LJ,NR,Indoor
8.28,,SLO,Maebashi,JPN,1999-03-07,Gregor Cankar,1975.0,Male,LJ,NR,Indoor
7.23,,SMR,Ancona,ITA,2009-01-25,Luca Maccapani,1982.0,Male,LJ,NR,Indoor
8.03,,SRB,Glasgow,GBR,2019-03-03,Strahinja Jovančević,1993.0,Male,LJ,NR,Indoor
8.26,,SUI,Aubière,FRA,2022-01-29,Simon Ehammer,2000.0,Male,LJ,NR,Indoor
7.80,,SVK,Bratislava,SVK,2011-02-20,Jaroslav Dobrovodský,1984.0,Male,LJ,NR,Indoor
8.38,,SWE,Beograd,SRB,2022-03-18,Thobias Montler,1996.0,Male,LJ,NR,Indoor
7.07,,SWZ,Sevilla,ESP,1991-03-08,Sizwe Mdluli,1969.0,Male,LJ,NR,Indoor
7.87,,SYR,Berlin,GER,2022-01-29,Mohammad Amin Al-Salami,1994.0,Male,LJ,NR,Indoor
7.71,,THA,Hanoi,VIE,2009-11-01,Therayut Philakong,1984.0,Male,LJ,NR,Indoor
7.79,,TKS,Fayetteville AR,USA,2018-02-16,Ifeanyi Otuonye,1994.0,Male,LJ,NR,Indoor
7.54,,TOG,Fronton,FRA,2001-02-04,Teko Folligan,1976.0,Male,LJ,NR,Indoor
8.02,,TPE,Astana,KAZ,2023-02-12,Lin Yu-Tang,2000.0,Male,LJ,NR,Indoor
7.99,,TTO,Albuquerque NM,USA,2023-02-03,Kelsey Daniel,2001.0,Male,LJ,NR,Indoor
7.46,,TUN,Aubière,FRA,2013-02-17,Ala Eddine Ben Hassine,1990.0,Male,LJ,NR,Indoor
8.09,,TUR,Ames IA,USA,2000-03-03,Mesut Yavaş,1978.0,Male,LJ,NR,Indoor
8.33,,UKR,Brovary,UKR,2002-02-16,Roman Shchurenko,1976.0,Male,LJ,NR,Indoor
7.82,,URS,Moskva,URS,1975-01-30,Yuriy Zvezdin,1955.0,Male,LJ,NR,Indoor
8.79,,USA,New York NY,USA,1984-01-27,Carl Lewis,1961.0,Male,LJ,NR,Indoor
7.85,,UZB,Lipetsk,URS,1990-01-21,Aleksandr Pototskiy,1971.0,Male,LJ,NR,Indoor
8.00,,VEN,Flagstaff AZ,USA,2005-02-05,Victor Castillo,1981.0,Male,LJ,NR,Indoor
7.50,,VIE,Tehran,IRI,2018-02-01,Nguyen Tien Trong,1997.0,Male,LJ,NR,Indoor
7.85,,VIN,Toronto,CAN,2010-01-24,Clayton Latham,1980.0,Male,LJ,NR,Indoor
8.21,,ZIM,Blacksburg VA,USA,2009-02-27,Ngonidzashe Makusha,1987.0,Male,LJ,NR,Indoor
