result,wind,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
14.06,-0.1,CZE,Olomouc,CZE,2010-10-02,Václav Sedlák,1993,Male,110H100,NR,Outdoor
15.59,0.9,GRE,Pátra,GRE,2023-09-16,Ággelos-Pávlos Kousouniás,2006,Male,110H100,NR,Outdoor
14.99,0.9,NZL,Hamilton2,NZL,2024-02-17,Nathan Browne,2005,Male,110H100,NR,Outdoor
