result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
33:25.6,AFG,Kaboul,AFG,1961-01-01,Nouruddin,,Male,10000,NR,Outdoor
29:41.5,ALB,Tirane,ALB,1989-10-21,Isuf Curri,1963.0,Male,10000,NR,Outdoor
27:58.03,ALG,Saint-Maur,FRA,2008-06-06,Khoudir Aggoune,1981.0,Male,10000,NR,Outdoor
28:51.57,AND,Burjassot,ESP,2023-03-25,Nahuel Carabaña,1999.0,Male,10000,NR,Outdoor
28:31.09,ANG,Sevilla,ESP,1999-08-24,João N'Tyamba,1968.0,Male,10000,NR,Outdoor
33:32.6,ANT,Bridgetown,BAR,1986-01-01,Tyrone Thibou,,Male,10000,NR,Outdoor
27:38.72,ARG,Bruxelles,BEL,1993-09-03,Antonio Silio,1966.0,Male,10000,NR,Outdoor
29:52.8,ARM,Kishinyev,URS,1976-07-20,Artanas Mikoyan,1950.0,Male,10000,NR,Outdoor
29:12.53,ARU,Leiden,NED,1986-05-14,Kimball Reynierse,1961.0,Male,10000,NR,Outdoor
34:28.0,ASA,Pirae,PYF,1971-09-09,Sailala Solilai,,Male,10000,NR,Outdoor
27:15.35,AUS,San Juan Capistrano,USA,2022-03-06,Jack Rayner,1995.0,Male,10000,NR,Outdoor
27:36.46,AUT,Stanford,USA,2008-05-04,Günther Weidlinger,1978.0,Male,10000,NR,Outdoor
28:55.82,AZE,Baku,AZE,2017-05-20,Evans Kiplagat,1988.0,Male,10000,NR,Outdoor
30:32.11,BAH,Charlottesville,USA,2021-04-17,Gabriel Curtis,2001.0,Male,10000,NR,Outdoor
30:27.7,BAN,Dhaka,BAN,1999-03-20,Mohamed Eliysuddin,,Male,10000,NR,Outdoor
30:44.30,BAR,Albany,USA,1993-04-22,Leo Games,,Male,10000,NR,Outdoor
27:20.38,BDI,London,GBR,1995-07-07,Aloÿs Nizigama,1966.0,Male,10000,NR,Outdoor
26:52.30,BEL,Bruxelles,BEL,1999-09-03,Mohammed Mourhit,1970.0,Male,10000,NR,Outdoor
31:24.6,BEN,Cotonou,BEN,1997-08-18,Imorou Zato,,Male,10000,NR,Outdoor
30:08.21,BER,Torrance,USA,2018-04-19,Lamont Marshall,1984.0,Male,10000,NR,Outdoor
32:47.22,BHU,Kathmandu,NEP,2019-12-04,Sangay Wangchuk,1983.0,Male,10000,NR,Outdoor
29:29.8,BIH,Sarajevo,YUG,1975-06-07,Sead Kondo,1951.0,Male,10000,NR,Outdoor
34:32.59,BIZ,Los Angeles,USA,2015-03-13,Christopher Pinelo,,Male,10000,NR,Outdoor
27:41.89,BLR,Bruxelles,BEL,1979-09-04,Aleksandr Fedotkin,1955.0,Male,10000,NR,Outdoor
28:34.37,BOL,Lima,PER,2019-08-09,Vidal Basco,1996.0,Male,10000,NR,Outdoor
27:48.2,BOT,Stellenbosch,RSA,1979-05-07,Matthews Motshwarateu,1958.0,Male,10000,NR,Outdoor
27:28.12,BRA,Neerpelt,BEL,2007-06-02,Marílson dos Santos,1977.0,Male,10000,NR,Outdoor
27:07.49,BRN,Ostrava,CZE,2021-05-19,Birhanu Balew,1996.0,Male,10000,NR,Outdoor
33:56.35,BRU,Hanoi,VIE,2003-12-08,Sifli Anak Ahar,1974.0,Male,10000,NR,Outdoor
27:56.26,BUL,Oslo,NOR,1988-07-02,Evgeni Ignatov,1959.0,Male,10000,NR,Outdoor
31:16.19,BUR,Bobo-Dioulasso,BUR,2023-07-15,Aboubacar S. Nebié,1996.0,Male,10000,NR,Outdoor
30:41.5,CAF,Bangui,CAF,2003-12-07,Jules Yadagba,,Male,10000,NR,Outdoor
32:52.13,CAM,Hangzhou,CHN,2023-09-30,Pheara Vann,1996.0,Male,10000,NR,Outdoor
26:34.14,CAN,San Juan Capistrano,USA,2022-03-06,Mohammed Ahmed,1991.0,Male,10000,NR,Outdoor
30:39.42,CAY,Williamsburg,USA,2019-04-06,Dominic Dyer,,Male,10000,NR,Outdoor
