result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
1:53.62,AFG,Portland,USA,2016-06-12,Wais Ibrahim Khairandesh,1990.0,Male,800,NR,Outdoor
1:51.0,AHO,Arnhem,NED,1973-08-11,Richard Riley,,Male,800,NR,Outdoor
1:52.17,AIA,San Juan,PUR,1989-07-28,Vernal Gumbs,,Male,800,NR,Outdoor
1:47.28,ALB,Lignano,ITA,2021-07-03,David Nikolli,1994.0,Male,800,NR,Outdoor
1:42.61,ALG,Río de Janeiro,BRA,2016-08-15,Taoufik Makhloufi,1988.0,Male,800,NR,Outdoor
1:46.19,AND,Castellón,ESP,2023-06-14,Pol Moya,1996.0,Male,800,NR,Outdoor
1:47.54,ANG,Belle Vue Mauricia,MRI,1992-06-27,João N'Tyamba,1968.0,Male,800,NR,Outdoor
1:48.62,ANT,Tokyo,JPN,1991-08-25,Dale Jones,1964.0,Male,800,NR,Outdoor
1:46.01,ARG,Bratislava,TCH,1986-06-14,Luis Antonio Migueles,1965.0,Male,800,NR,Outdoor
1:50.09,ARM,Daegu,KOR,2011-08-27,Ashot Hayrapetyan,1986.0,Male,800,NR,Outdoor
1:57.57,ARU,St. Georges,GRN,2016-03-28,Justice Dreischor,1998.0,Male,800,NR,Outdoor
2:01.3,ASA,Utulei,ASA,1992-10-04,Afutolu Lefaoseu,,Male,800,NR,Outdoor
1:43.99,AUS,Decines Charpieu,FRA,2023-07-08,Joseph Deng,1998.0,Male,800,NR,Outdoor
1:46.21,AUT,Ingolstadt,GER,1992-07-19,Michael Wildner,1970.0,Male,800,NR,Outdoor
1:46.7,AZE,Baku,AZE,2004-06-03,Alibey Sükürov,1977.0,Male,800,NR,Outdoor
1:49.32,BAH,Marion,USA,2023-05-26,Joel Forbes,1999.0,Male,800,NR,Outdoor
1:51.16,BAN,Seoul,KOR,1988-09-23,Mohamed Hossain Milzer,1967.0,Male,800,NR,Outdoor
1:45.83,BAR,Austin,USA,2022-03-24,Jonathan Jones,1999.0,Male,800,NR,Outdoor
1:42.81,BDI,Zürich,SUI,2001-08-17,Jean-Patrick Nduwimana,1978.0,Male,800,NR,Outdoor
1:43.86,BEL,Montréal,CAN,1976-07-25,Ivo Van Damme,1954.0,Male,800,NR,Outdoor
