result,wind,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
16.54,,COD,Fayetteville AR,USA,2008-03-15,Nkosinza Balumbu,1987.0,Male,TJ,NR,Indoor
16.22,,COL,Cochabamba,BOL,2024-01-28,Geiner Moreno,2000.0,Male,TJ,NR,Indoor
15.61,,CPV,Lisboa,POR,2001-03-03,Nelson Évora,1984.0,Male,TJ,NR,Indoor
16.90,,CRO,Budapest,HUN,1988-02-27,Djordje Kožul,1963.0,Male,TJ,NR,Indoor
17.83,,CUB,Sindelfingen,GER,1997-03-01,Aliecer Urrutia,1974.0,Male,TJ,NR,Indoor
16.88,,CYP,Pireás,GRE,1988-02-20,Marios Hadjiandreou,1962.0,Male,TJ,NR,Indoor
17.23,,CZE,Pireás,GRE,1985-03-02,Ján Cado,1963.0,Male,TJ,NR,Indoor
17.01,,DEN,Malmö/A,SWE,2006-02-25,Anders Möller,1977.0,Male,TJ,NR,Indoor
17.03,,DMA,Budapest,HUN,1998-02-06,Jérôme Romain,1971.0,Male,TJ,NR,Indoor
14.77,,ECU,Indianapolis IN,USA,1987-03-06,José Quiñaliza,1961.0,Male,TJ,NR,Indoor
16.00,,EGY,Kent OH,USA,2019-02-23,Hesham Eldesouky,1997.0,Male,TJ,NR,Indoor
13.84,,ESA,Chicago IL,USA,2022-02-12,Víctor Steiner,2001.0,Male,TJ,NR,Indoor
17.59,,ESP,Madrid,ESP,2023-02-19,Jordan Alejandro Díaz,2001.0,Male,TJ,NR,Indoor
17.10,,EST,Minsk,URS,1979-02-12,Jaak Uudmäe,1954.0,Male,TJ,NR,Indoor
16.98,,FIN,Liévin,FRA,2019-02-10,Simo Lipsanen,1995.0,Male,TJ,NR,Indoor
17.92,,FRA,Paris,FRA,2011-03-06,Teddy Tamgho,1989.0,Male,TJ,NR,Indoor
17.75,,GBR,Valencia,ESP,2008-03-09,Phillips Idowu,1978.0,Male,TJ,NR,Indoor
17.16,,GEO,Moskva,URS,1976-02-02,Viktor Sanejev,1945.0,Male,TJ,NR,Indoor
17.52,,GER,Beograd,SRB,2017-03-03,Max Heß,1996.0,Male,TJ,NR,Indoor
16.91,,GHA,Lincoln NE,USA,1998-01-24,Andrew Owusu,1972.0,Male,TJ,NR,Indoor
17.12,,GRE,Athína,GRE,2006-02-18,Dimítrios Tsiámis,1982.0,Male,TJ,NR,Indoor
17.27,,GRN,Karlsruhe,GER,2008-02-10,Randy Lewis,1980.0,Male,TJ,NR,Indoor
16.49,,GUY,Boston MA,USA,2018-02-10,Troy Doris,1989.0,Male,TJ,NR,Indoor
16.91,,HAI,Fairfax VA,USA,2011-02-27,Samyr Laine,1984.0,Male,TJ,NR,Indoor
14.39,,HKG,Ashgabat,TKM,2017-09-20,Ko Ho Long,1998.0,Male,TJ,NR,Indoor
17.25,,HUN,Budapest,HUN,1988-03-06,Béla Bakosi,1957.0,Male,TJ,NR,Indoor
16.98,,IND,Astana,KAZ,2023-02-10,Praveen Chithravel,2001.0,Male,TJ,NR,Indoor
16.41,,IRI,Tehran,IRI,2023-01-12,Hamid Reza Kia,2001.0,Male,TJ,NR,Indoor
16.27,,IRL,Detroit MI,USA,1978-03-10,Colm Cronin,1957.0,Male,TJ,NR,Indoor
15.49,,ISL,Reykjavik,ISL,2023-02-18,Daníel Ingi Egilsson,2000.0,Male,TJ,NR,Indoor
16.93,,ISR,Valencia,ESP,1998-03-01,Rogel Nachum,1967.0,Male,TJ,NR,Indoor
16.87,,ISV,Ithaca NY,USA,2011-12-03,Muhammad Halim,1986.0,Male,TJ,NR,Indoor
17.73,,ITA,Paris,FRA,2011-03-06,Fabrizio Donato,1976.0,Male,TJ,NR,Indoor
17.54,,JAM,Albuquerque NM,USA,2023-03-11,Jaydon Hibbert,2005.0,Male,TJ,NR,Indoor
16.70,,JPN,Osaka,JPN,1992-02-11,Norifumi Yamashita,1962.0,Male,TJ,NR,Indoor
17.36,,KAZ,Chelyabinsk,URS,1990-02-04,Oleg Sakirkin,1966.0,Male,TJ,NR,Indoor
16.70,,KEN,Lawrence KS,USA,1990-03-03,Benjamin Koech,1969.0,Male,TJ,NR,Indoor
17.30,,KGZ,Grenoble,FRA,1981-02-21,Shamil Abbyasov,1957.0,Male,TJ,NR,Indoor
16.73,,KOR,Astana,KAZ,2023-02-10,Yu Kyu-Min,2001.0,Male,TJ,NR,Indoor
10.25,,KOS,Magglingen,SUI,2017-02-05,Mergim Ukshini,2001.0,Male,TJ,NR,Indoor
16.30,,KSA,Paris,FRA,1997-03-07,Salem Mouled Al-Ahmadi,1969.0,Male,TJ,NR,Indoor
16.26,,KUW,Tehran,IRI,2018-02-03,Khaled Al-Subaie,1996.0,Male,TJ,NR,Indoor
17.54,,LAT,Madrid,ESP,1986-02-23,Maris Bruziks,1962.0,Male,TJ,NR,Indoor
16.60,,LBR,Ithaca NY,USA,2006-02-11,Tuan Wreh,1979.0,Male,TJ,NR,Indoor
16.21,,LCA,Blacksburg VA,USA,2001-01-19,Dane Magloire,1975.0,Male,TJ,NR,Indoor
17.03,,LTU,Panevežys,LTU,1995-02-26,Audrius Raizgys,1969.0,Male,TJ,NR,Indoor
15.28,,LUX,Luxembourg,LUX,2008-02-23,Andrei Mikhalkevitch,1975.0,Male,TJ,NR,Indoor
14.97,,MAC,Macau,MAC,2007-11-01,Si Kuan Wong,1982.0,Male,TJ,NR,Indoor
16.74,,MAD,Toronto,CAN,1993-03-13,Toussaint Rabenala,1965.0,Male,TJ,NR,Indoor
16.82,,MAR,Gent,BEL,2008-02-24,Tareq Bougtaïb,1981.0,Male,TJ,NR,Indoor
16.00,,MAS,Hangzhou,CHN,2014-02-16,Muhd Hakimi Ismail,1991.0,Male,TJ,NR,Indoor
16.85,,MDA,Chisinau,MDA,2008-02-03,Vladimir Letnicov,1981.0,Male,TJ,NR,Indoor
16.23,,MEX,UNKNOWN,???,1985-03-09,Francisco Olivares,1962.0,Male,TJ,NR,Indoor
15.16,,MKD,Sofia,BUL,1974-02-18,Branko Stojanovski,,Male,TJ,NR,Indoor
14.31,,MLT,Istanbul,TUR,2024-02-10,James Armani,1994.0,Male,TJ,NR,Indoor
14.37,,MNE,Beograd,SRB,2014-01-19,Kristijan Matković,1996.0,Male,TJ,NR,Indoor
16.67,,MRI,Karlsruhe,GER,2016-02-06,Jonathan Drack,1988.0,Male,TJ,NR,Indoor
16.69,,NED,Göteborg/Sc,SWE,2013-03-01,Fabian Florant,1983.0,Male,TJ,NR,Indoor
17.00,,NGR,Dallas TX,USA,1982-01-30,Ajayi Agbebaku,1956.0,Male,TJ,NR,Indoor
16.96,,NOR,Borlänge,SWE,1996-02-18,Sigurd Njerve,1971.0,Male,TJ,NR,Indoor
15.59,,NZL,West Lafayette IN,USA,2022-01-08,Welrè Olivier,2002.0,Male,TJ,NR,Indoor
15.50,,PAK,Tehran,IRI,2004-02-08,Waseem Khan,1983.0,Male,TJ,NR,Indoor
15.15,,PAN,Fargo ND,USA,2009-01-17,Michael Thompson,1984.0,Male,TJ,NR,Indoor
15.19,,PER,Moskva,RUS,2002-02-15,Piero Vojdovic,1981.0,Male,TJ,NR,Indoor
17.03,,POL,Göteborg,SWE,1974-03-09,Michal Joachimowski,1950.0,Male,TJ,NR,Indoor
17.60,,POR,Istanbul,TUR,2023-03-03,Pedro Pablo Pichardo,1993.0,Male,TJ,NR,Indoor
16.82,,PUR,Moskva,RUS,2006-03-11,Allen Simms,1982.0,Male,TJ,NR,Indoor
15.99,,QAT,Ashgabat,TKM,2017-09-20,Rashid Ahmed Al-Mannai,1988.0,Male,TJ,NR,Indoor
17.74,,ROU,Bucureşti,ROU,2006-02-18,Marian Oprea,1982.0,Male,TJ,NR,Indoor
17.77,,RUS,Grenoble,FRA,1994-02-06,Leonid Voloshin,1966.0,Male,TJ,NR,Indoor
16.16,,SEN,Miramas,FRA,2022-02-04,Amath Faye,1996.0,Male,TJ,NR,Indoor
15.71,,SGP,Birmingham,GBR,2008-02-23,Stefan Tseng Ke Cheng,1990.0,Male,TJ,NR,Indoor
15.83,,SKN,Fayetteville AR,USA,2001-01-27,Vance Clarke,1975.0,Male,TJ,NR,Indoor
15.32,,SLE,Sheffield,GBR,2024-02-25,Jordan Aki-Sawyerr,1999.0,Male,TJ,NR,Indoor
16.82,,SLO,Ljubljana,SLO,2003-02-16,Gregor Cankar,1975.0,Male,TJ,NR,Indoor
14.59,,SMR,Ancona,ITA,2007-02-11,Federico Gorrieri,1985.0,Male,TJ,NR,Indoor
16.64,,SRB,Beograd,YUG,1992-02-09,Zoran Djurdjevic,1968.0,Male,TJ,NR,Indoor
15.21,,STP,Valencia,ESP,2023-02-04,Alberto De Oliveira,1999.0,Male,TJ,NR,Indoor
16.70,,SUI,Magglingen,SUI,2006-02-26,Alexander Martínez,1977.0,Male,TJ,NR,Indoor
17.19,,SVK,Bratislava,SVK,2006-01-29,Dmitrij Vaľukevič,1981.0,Male,TJ,NR,Indoor
17.83,,SWE,Budapest,HUN,2004-03-07,Christian Olsson,1980.0,Male,TJ,NR,Indoor
16.42,,SYR,Tehran,IRI,2004-02-08,Mohamed Hazouri,1983.0,Male,TJ,NR,Indoor
16.12,,THA,Ashgabat,TKM,2017-09-20,Pratchaya Tepparak,1993.0,Male,TJ,NR,Indoor
16.51,,TKM,Kisinov,MDA,1985-02-16,Vladimir Brigadniy,1955.0,Male,TJ,NR,Indoor
14.51,,TKS,Albuquerque NM,USA,2013-02-08,Ifeanyi Otuonye,1994.0,Male,TJ,NR,Indoor
16.28,,TPE,Astana,KAZ,2023-02-10,Li Yun-Chen,2001.0,Male,TJ,NR,Indoor
16.69,,TTO,Air Force Academy CO,USA,2001-02-24,Quincy Howe,1979.0,Male,TJ,NR,Indoor
16.62,,TUR,Istanbul,TUR,2019-02-03,Can Özüpek,1996.0,Male,TJ,NR,Indoor
16.03,,UAE,Hanoi,VIE,2009-11-02,Mohammed Abdullah Darwish,1986.0,Male,TJ,NR,Indoor
16.08,,UGA,Nashville TN,USA,2015-12-05,Vincent Okot,1992.0,Male,TJ,NR,Indoor
17.53,,UKR,Stockholm/G,SWE,1991-02-19,Vladimir Inozemtsev,1964.0,Male,TJ,NR,Indoor
17.76,,USA,Princeton NJ,USA,1987-02-27,Mike Conley,1962.0,Male,TJ,NR,Indoor
17.35,,UZB,Penza,URS,1987-02-08,Vladimir Chernikov,1959.0,Male,TJ,NR,Indoor
16.55,,VEN,Cochabamba,BOL,2022-02-20,Leodan Torrealba,1996.0,Male,TJ,NR,Indoor
15.61,,VIE,Hanoi,VIE,2009-11-02,Nguyen Van Hung,1989.0,Male,TJ,NR,Indoor
16.00,,VIN,Birmingham AL,USA,2017-03-10,Jumonne Exeter,1993.0,Male,TJ,NR,Indoor
16.95,,ZIM,Fayetteville AR,USA,2021-03-13,Chengetayi David Mapaya,1998.0,Male,TJ,NR,Indoor
