result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
4:00.98,AFG,Frauenfeld,SUI,2020-08-23,Ismail Sebghatullah,,Male,1500,NR,Outdoor
3:53.0,AHO,Arnhem,NED,1973-09-16,Richard Riley,,Male,1500,NR,Outdoor
4:18.0,AIA,St. John's,ANT,1984-07-05,Nigel Richardson,,Male,1500,NR,Outdoor
3:37.82,ALB,Padova,ITA,2021-09-05,David Nikolli,1994,Male,1500,NR,Outdoor
3:27.37,ALG,Nice,FRA,1995-07-12,Noureddine Morceli,1970,Male,1500,NR,Outdoor
3:37.05,AND,Heusden,BEL,2023-07-15,Pol Moya,1996,Male,1500,NR,Outdoor
3:39.54,ANG,Barcelona,ESP,1992-08-03,João N'Tyamba,1968,Male,1500,NR,Outdoor
3:49.41,ANT,Seoul,KOR,1988-09-19,Dale Jones,1964,Male,1500,NR,Outdoor
3:36.18,ARG,Castellón,ESP,2021-06-29,Federico Bruno,1993,Male,1500,NR,Outdoor
3:39.35,ARM,Budapest,HUN,2023-08-19,Yervand Mkrtchyan,1996,Male,1500,NR,Outdoor
4:10.4,ARU,Roosendaal,NED,1979-08-28,Kimball Reynierse,1961,Male,1500,NR,Outdoor
4:19.7,ASA,Pago Pago,???,2011-04-23,Jezmond Papu,,Male,1500,NR,Outdoor
3:29.41,AUS,Oslo,NOR,2023-06-15,Olli Hoare,1997,Male,1500,NR,Outdoor
3:34.69,AUT,Kassel,GER,2000-06-07,Günther Weidlinger,1978,Male,1500,NR,Outdoor
3:43.7,AZE,Baku,URS,1979-04-22,Boris Kutukov,,Male,1500,NR,Outdoor
3:45.72,BAH,Austin,USA,1983-05-17,William Johnson,,Male,1500,NR,Outdoor
3:50.46,BAN,Calcutta,IND,1987-11-23,Ahmed Mustaque,,Male,1500,NR,Outdoor
3:47.82,BAR,Austin,USA,1991-04-04,Leo Games,,Male,1500,NR,Outdoor
3:29.18,BDI,Bruxelles,BEL,1997-08-22,Vénuste Niyongabo,1973,Male,1500,NR,Outdoor
3:33.06,BEL,Génève,SUI,2021-06-12,Ismael Debjani,1990,Male,1500,NR,Outdoor
3:54.08,BEN,Zaria,NGR,2021-05-29,Sylvain Azonhin,,Male,1500,NR,Outdoor
3:41.24,BER,Stretford,GBR,2022-07-23,Dage Minors,1995,Male,1500,NR,Outdoor
4:08.09,BHU,Ipoh,MAS,2004-06-15,Lungten Tshering,,Male,1500,NR,Outdoor
3:39.83,BIH,Bucureşti,ROU,1981-07-22,Vinko Pokrajcic,1958,Male,1500,NR,Outdoor
3:56.35,BIZ,Richmond,CAN,1998-05-23,Adrian Jorgenson,,Male,1500,NR,Outdoor
3:35.73,BLR,Minsk,BLR,2022-08-17,Illia Karnavukhau,1999,Male,1500,NR,Outdoor
3:43.60,BOL,Valledupar,COL,2022-07-01,David Ninavia,2003,Male,1500,NR,Outdoor
3:39.60,BOT,Nijmegen,NED,2001-05-24,Glody Dube,1978,Male,1500,NR,Outdoor
3:33.25,BRA,Rieti,ITA,2005-08-28,Hudson de Souza,1977,Male,1500,NR,Outdoor
3:29.14,BRN,Roma,ITA,2006-07-14,Rashid Ramzi,1980,Male,1500,NR,Outdoor
3:57.51,BRU,Darwin,AUS,2005-05-17,Jimmy Anak Ahar,,Male,1500,NR,Outdoor
3:39.34,BUL,Azusa,USA,2022-04-15,Martin Prodanov,1999,Male,1500,NR,Outdoor
3:53.15,BUR,Ouagadougou,BUR,1995-12-07,Jean-Bernard Yaro,,Male,1500,NR,Outdoor
3:48.07,CAF,Saint-Maur,FRA,2005-06-08,Arnold Gabin Kangai,1984,Male,1500,NR,Outdoor
3:59.97,CAM,Hangzhou,CHN,2023-09-30,Chhun Bunthorn,1993,Male,1500,NR,Outdoor
3:31.71,CAN,Roma,ITA,2000-06-30,Kevin Sullivan,1974,Male,1500,NR,Outdoor
3:46.09,CAY,Mayaguez,PUR,2011-07-15,Jon Rankin,1982,Male,1500,NR,Outdoor
3:44.97,CGO,Decines Charpieu,FRA,2023-07-08,Alex Ngouari-Mouissi,1991,Male,1500,NR,Outdoor
3:47.0,CHA,Dakar,SEN,1963-04-15,Ahmed Issa,1943,Male,1500,NR,Outdoor
3:37.82,CHI,Huelva,ESP,2016-06-03,Carlos Díaz,1993,Male,1500,NR,Outdoor
3:36.49,CHN,Changsha,CHN,2003-10-24,Dou Zhaobo,1983,Male,1500,NR,Outdoor
3:39.60,CIV,Nantes,FRA,2001-08-23,Siakha Bamba,1975,Male,1500,NR,Outdoor
3:48.90,CMR,Douala,CMR,2021-05-22,Hamajam Soudi,1994,Male,1500,NR,Outdoor
3:42.02,COD,Reims,FRA,2001-05-07,Patrick Tambwé,1975,Male,1500,NR,Outdoor
3:56.88,COK,Honiara,SOL,2023-11-30,Alex Beddoes,1995,Male,1500,NR,Outdoor
3:41.99,COL,Castellón,ESP,2023-06-14,Carlos Andrés San Martín,1993,Male,1500,NR,Outdoor
3:46.96,COM,Marseille,FRA,1996-05-06,Mohamed Ahmed,,Male,1500,NR,Outdoor
3:45.94,CPV,Bilbao,ESP,2017-06-24,Samuel Freire,1990,Male,1500,NR,Outdoor
3:40.25,CRC,Azusa,USA,2023-04-15,Juan Diego Castro,2000,Male,1500,NR,Outdoor
3:33.30,CRO,Monaco,MON,1998-08-08,Branko Zorko,1967,Male,1500,NR,Outdoor
3:35.03,CUB,Huelva,ESP,2012-06-07,Maurys Surel Castillo,1984,Male,1500,NR,Outdoor
3:39.50,CYP,Huelva,ESP,2016-06-03,Amine Khadiri,1988,Male,1500,NR,Outdoor
3:32.49,CZE,Monaco,MON,2018-07-20,Jakub Holuša,1988,Male,1500,NR,Outdoor
3:31.17,DEN,Zürich,SUI,1997-08-13,Robert K. Andersen,1972,Male,1500,NR,Outdoor
3:29.58,DJI,Monaco,MON,2014-07-18,Ayanleh Souleiman,1992,Male,1500,NR,Outdoor
3:36.60,DMA,Abbotsford,CAN,1996-06-02,Steve Agar,1968,Male,1500,NR,Outdoor
3:43.57,DOM,Stanford,USA,2002-03-30,Isidro Pimentel,1977,Male,1500,NR,Outdoor
3:37.88,ECU,Río de Janeiro,BRA,2007-07-25,Byron Piedra,1982,Male,1500,NR,Outdoor
3:38.16,EGY,Stockholm,SWE,2011-07-29,Mohamed Ahmed Hamada,1992,Male,1500,NR,Outdoor
3:35.96,ERI,Huelva,ESP,2009-06-10,Hais Welday,1989,Male,1500,NR,Outdoor
3:52.12,ESA,San Salvador,ESA,2023-07-06,Aarón Alexander Hernández Bolaños,2000,Male,1500,NR,Outdoor
3:28.76,ESP,Monaco,MON,2021-07-09,Mohamed Katir,1998,Male,1500,NR,Outdoor
3:38.59,EST,Beijing,CHN,2008-08-15,Tiidrek Nurme,1985,Male,1500,NR,Outdoor
3:29.51,ETH,Lausanne,SUI,2023-06-30,Lamecha Girma,2000,Male,1500,NR,Outdoor
3:42.81,FIJ,Auckland,NZL,1982-03-13,Richard Kermode,1955,Male,1500,NR,Outdoor
3:36.33,FIN,München,FRG,1972-09-10,Pekka Vasala,1948,Male,1500,NR,Outdoor
4:16.29,FOR,Sollentuna,SWE,2005-05-29,Refik Saljunovic,1989,Male,1500,NR,Outdoor
3:28.98,FRA,Bruxelles,BEL,2003-09-05,Mehdi Baala,1978,Male,1500,NR,Outdoor
4:19.1,FSM,Susupe,NMI,1990-07-11,Elias Rodriguez,1964,Male,1500,NR,Outdoor
3:43.58,GAB,Niort,FRA,1999-07-30,Jean-Marc Léandro,1969,Male,1500,NR,Outdoor
3:49.59,GAM,Pfungstadt,GER,2021-08-04,Omar Jammeh,1995,Male,1500,NR,Outdoor
3:28.81,GBR,Monaco,MON,2013-07-19,Mo Farah,1983,Male,1500,NR,Outdoor
4:00.41,GBS,Uster,SUI,2007-08-06,Alfaba Bah,,Male,1500,NR,Outdoor
3:42.4,GEO,Moskva,URS,1979-07-28,Michail Schapalov,,Male,1500,NR,Outdoor
3:46.14,GEQ,Kortrijk,BEL,2018-07-14,Benjamin Enzema,1989,Male,1500,NR,Outdoor
3:31.58,GER,Koblenz,FRG,1980-08-27,Thomas Wessinghage,1952,Male,1500,NR,Outdoor
3:40.23,GHA,Nashville,USA,2018-06-02,Sampson Laari,1993,Male,1500,NR,Outdoor
3:43.84,GIB,Gold Coast,AUS,2018-04-14,Harvey Dixon,1993,Male,1500,NR,Outdoor
3:36.74,GRE,Köln,GER,1997-08-24,Panayiótis Stroubákos,1972,Male,1500,NR,Outdoor
3:50.3,GRN,Pointe-a-Pierre,TTO,1972-03-19,Donald Pierre,1953,Male,1500,NR,Outdoor
3:35.32,GUA,Trabuco Hills,USA,2021-07-18,Luis Grijalva,1999,Male,1500,NR,Outdoor
3:51.96,GUI,Barcelona,ESP,1992-08-03,Mohamed Sy Savane,1968,Male,1500,NR,Outdoor
3:52.24,GUM,Edwardsville,USA,1997-05-24,Brent Mark Butler,1974,Male,1500,NR,Outdoor
