result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
4:16.42,CRO,Postojna,YUG,1985-07-14,Sasa Ljubojevic,1968,Male,1500S,NR,Outdoor
4:05.91,FRA,Bondoufle,FRA,1995-07-07,Bouabdellah Tahri,1978,Male,1500S,NR,Outdoor
