result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
2:56:12,ALG,New York,USA,1987-02-05,H'Mimed Rahouli,1964.0,Male,35W,NR,Outdoor
3:05:49,ARG,Saransk,RUS,2012-05-13,Fabio González,1983.0,Male,35W,NR,Outdoor
2:29:11,AUS,Geelong,AUS,2006-02-12,Nathan Deakes,1977.0,Male,35W,NR,Outdoor
2:38:29,BEL,Fleurus,BEL,1988-02-07,Godfried De Jonckheere,1952.0,Male,35W,NR,Outdoor
2:38:29,BEL,Fleurus,BEL,1988-07-02,Godfried De Jonckheere,1952.0,Male,35W,NR,Outdoor
2:31:43,BLR,Adler,RUS,2000-02-20,Vitaliy Gordey,1973.0,Male,35W,NR,Outdoor
2:47:13,BOL,London,GBR,2017-08-13,Ronal Quispe,1989.0,Male,35W,NR,Outdoor
2:25:14,BRA,Eugene,USA,2022-07-24,Caio Bonfim,1991.0,Male,35W,NR,Outdoor
2:25:02,CAN,Eugene,USA,2022-07-24,Evan Dunfee,1990.0,Male,35W,NR,Outdoor
2:42:43,CHI,Nueva Imperial,CHI,2012-02-04,Camilo Acuña,1988.0,Male,35W,NR,Outdoor
2:24:45,CHN,Eugene,USA,2022-07-24,He Xianghong,1998.0,Male,35W,NR,Outdoor
3:18:39,CMR,La Coruña,ESP,2006-05-14,Daniel Foudjem Ngano,,Male,35W,NR,Outdoor
4:00:00,COD,Saransk,RUS,2012-05-13,Albert Mukwa Ngambene,1980.0,Male,35W,NR,Outdoor
2:25:21,COL,Eugene,USA,2022-07-24,Eider Arévalo,1993.0,Male,35W,NR,Outdoor
2:45:15,CRO,Antalya,TUR,2022-01-22,Bruno Erent,1990.0,Male,35W,NR,Outdoor
3:43:40,CYP,Tilburg,NED,2006-01-10,John Constandinou,1972.0,Male,35W,NR,Outdoor
2:32:50,CZE,Eugene,USA,2022-07-24,Vít Hlaváč,1997.0,Male,35W,NR,Outdoor
2:58:16,DEN,Valby,DEN,1980-04-26,Leif Christensen,1943.0,Male,35W,NR,Outdoor
2:24:37,ECU,Eugene,USA,2022-07-24,Brian Pintado,1995.0,Male,35W,NR,Outdoor
2:50:22,EGY,Dudince,SVK,2016-03-16,Ahmed Dheif-Allah Ahmed,1985.0,Male,35W,NR,Outdoor
2:37:11,ESA,San Salvador,ESA,2011-02-06,Émerson Hernández,1989.0,Male,35W,NR,Outdoor
2:25:58,ESP,Eugene,USA,2022-07-24,Miguel Ángel López,1988.0,Male,35W,NR,Outdoor
3:10:08,EST,Saransk,RUS,2012-05-13,Margus Luik,1980.0,Male,35W,NR,Outdoor
3:13:46,ETH,La Coruña,ESP,2006-05-14,Debeko Yanka,1976.0,Male,35W,NR,Outdoor
3:18:42,FIJ,Melbourne,AUS,2018-09-09,Pramesh Prasad,1974.0,Male,35W,NR,Outdoor
2:28:22,FIN,Eugene,USA,2022-07-24,Aleksi Ojala,1992.0,Male,35W,NR,Outdoor
2:28:46,FRA,Eugene,USA,2022-07-24,Aurelien Quinion,1993.0,Male,35W,NR,Outdoor
2:36:19,GBR,Örnsköldsvik,SWE,1991-06-29,Chris Maddocks,1957.0,Male,35W,NR,Outdoor
2:46:10,GEO,London,GBR,2012-08-11,Maciej Rosiewicz,1977.0,Male,35W,NR,Outdoor
