result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
7.89,AHO,Budapest,HUN,1999-01-16,James Sharpe,1962,Male,60H,NR,Indoor
7.86,ALB,Pireás,GRE,2007-02-21,Elton Bitincka,1985,Male,60H,NR,Indoor
7.72,ALG,Metz,FRA,2011-02-25,Othman Hadj Lazib,1983,Male,60H,NR,Indoor
8.15,AND,Escaldes,AND,2000-03-04,Esteve Martín,1975,Male,60H,NR,Indoor
7.91,ANG,Paris,FRA,2007-01-14,Jonas Mateus,1983,Male,60H,NR,Indoor
8.03,ANT,Madison,USA,1999-02-21,Randy Gillon,1976,Male,60H,NR,Indoor
7.85,ARG,Cochabamba,BOL,2022-02-20,Agustín Carrera,1988,Male,60H,NR,Indoor
9.45,ARM,Tbilisi,GEO,2014-02-16,Arsen Dubski,1993,Male,60H,NR,Indoor
7.56,AUS,Beograd,SRB,2022-03-20,Chris Douglas,1997,Male,60H,NR,Indoor
7.44,AUT,Wien,AUT,2002-03-02,Elmar Lichtenegger,1974,Male,60H,NR,Indoor
7.85,AZE,Moskva,URS,1987-01-01,Gennadiy Chugunov,1963,Male,60H,NR,Indoor
7.49,BAH,Liévin,FRA,2009-02-10,Shamar Sands,1985,Male,60H,NR,Indoor
7.89,BAN,Rieti,ITA,2012-01-29,Mahfuzur Rahman,1988,Male,60H,NR,Indoor
7.54,BAR,New York,USA,2015-02-14,Greggmar Swift,1991,Male,60H,NR,Indoor
7.55,BEL,Valencia,ESP,1998-03-01,Jonathan Nsenga,1973,Male,60H,NR,Indoor
7.96,BIH,Torino,ITA,2009-03-06,Adnan Malkić,1988,Male,60H,NR,Indoor
7.96,BIH,Torino,ITA,2009-03-06,Adrian Malkic,1988,Male,60H,NR,Indoor
7.54,BLR,Sindelfingen,FRG,1980-03-02,Yuriy Chervanyev,1958,Male,60H,NR,Indoor
7.58,BRA,Berlin,GER,2022-02-04,Rafael Henrique Pereira,1997,Male,60H,NR,Indoor
