result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
2:27.84,ALB,Pavia,ITA,2017-04-08,David Nikolli,1994.0,Male,1000,NR,Outdoor
2:13.08,ALG,Tomblaine,FRA,2015-07-01,Taoufik Makhloufi,1988.0,Male,1000,NR,Outdoor
2:23.34,AND,Olot,ESP,2020-07-21,Pol Moya,1996.0,Male,1000,NR,Outdoor
2:18.82,ANG,Hamburg,GER,1994-07-27,João N'Tyamba,1968.0,Male,1000,NR,Outdoor
2:25.89,ARM,Istanbul,TUR,2006-06-03,Armen Asryan,1982.0,Male,1000,NR,Outdoor
2:16.09,AUS,Ostrava,CZE,2014-06-17,Jeff Riseley,1986.0,Male,1000,NR,Outdoor
2:18.06,AUT,Ostrava,CZE,2014-06-17,Andreas Vojta,1989.0,Male,1000,NR,Outdoor
2:18.90,BAR,Sydney,AUS,2000-09-14,Milton Browne,1976.0,Male,1000,NR,Outdoor
2:15.48,BDI,Nice,FRA,1995-07-12,Arthémon Hatungimana,1974.0,Male,1000,NR,Outdoor
2:15.50,BEL,Namur,BEL,1976-07-14,Ivo Van Damme,1954.0,Male,1000,NR,Outdoor
2:18.4,BLR,Köln,GER,1979-08-12,Nikolay Kirov,1957.0,Male,1000,NR,Outdoor
2:19.19,BOT,Auckland,NZL,1990-01-20,Mbiganyi Thee,1962.0,Male,1000,NR,Outdoor
2:14.09,BRA,Nice,FRA,1984-08-20,Joaquim Cruz,1963.0,Male,1000,NR,Outdoor
2:14.72,BRN,Stockholm/S,SWE,2008-07-22,Youssef Saad Kamel,1981.0,Male,1000,NR,Outdoor
2:18.22,BUL,Stara Zagora,BUL,1988-08-20,Miroslav Chochkov,1967.0,Male,1000,NR,Outdoor
2:14.35,CAN,Monaco,MON,2022-08-10,Marco Arop,1998.0,Male,1000,NR,Outdoor
2:24.7,CMR,Yaoundé,CMR,2000-05-27,Pierre Foka,1972.0,Male,1000,NR,Outdoor
2:22.8,COL,Cuenca2,ESP,2002-08-24,Edgar Rivera,1980.0,Male,1000,NR,Outdoor
2:17.9,CRO,Karlstad,SWE,1977-08-10,Milovan Savic,1953.0,Male,1000,NR,Outdoor
2:19.8,CUB,La Habana,CUB,2014-04-25,Jorge Félix Liranzo,1994.0,Male,1000,NR,Outdoor
2:16.56,CZE,Stockholm/S,SWE,1998-08-05,Lukáš Vydra,1973.0,Male,1000,NR,Outdoor
2:16.29,DEN,København,DEN,1995-08-23,Wilson Kipketer,1972.0,Male,1000,NR,Outdoor
2:13.49,DJI,Lausanne,SUI,2016-08-25,Ayanleh Souleiman,1992.0,Male,1000,NR,Outdoor
2:17.66,EGY,Göteborg/S,SWE,2016-07-15,Mohamed Ahmed Hamada,1992.0,Male,1000,NR,Outdoor
2:15.99,ESP,Nerja,ESP,2021-05-12,Jesús Gómez,1991.0,Male,1000,NR,Outdoor
2:20.49,EST,Florø,NOR,1998-05-23,Urmet Uusorg,1976.0,Male,1000,NR,Outdoor
2:15.75,ETH,Bruxelles,BEL,2014-05-09,Mohammed Aman,,Male,1000,NR,Outdoor
