result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
40:57.91,ALB,Torino,ITA,2005-05-14,Orest Laniku,1987.0,Male,10000W,NR,Outdoor
39:46.14,ALG,Tunis,TUN,2000-03-06,Moussa Aouanouk,1972.0,Male,10000W,NR,Outdoor
52:21.3,AND,Arbeca,AND,1990-06-10,Jordi Martinez,1972.0,Male,10000W,NR,Outdoor
40:05.03,ARG,Rosario,ARG,2014-06-20,Juan Manuel Cano,1987.0,Male,10000W,NR,Outdoor
38:03.78,AUS,Canberra,AUS,2023-02-02,Declan Tingay,1999.0,Male,10000W,NR,Outdoor
40:04.8,BEL,Sittard,NED,1988-03-26,Jos Martens,1964.0,Male,10000W,NR,Outdoor
39:18.0,BLR,Minsk,BLR,1992-05-12,Artur Shumak,1963.0,Male,10000W,NR,Outdoor
38:20.0,BRA,Blumenáu,BRA,2008-06-07,Moacir Zimmermann,1983.0,Male,10000W,NR,Outdoor
39:49.56,BUL,Sofia,BUL,1988-09-03,Lyubomir Ivanov,1960.0,Male,10000W,NR,Outdoor
38:39.72,CAN,Burnaby,CAN,2021-06-12,Evan Dunfee,1990.0,Male,10000W,NR,Outdoor
40:40.99,CHI,Canberra,AUS,2019-01-28,Yerko Araya,1986.0,Male,10000W,NR,Outdoor
38:23.73,CHN,Genova,ITA,2015-02-08,Wang Zhen,1991.0,Male,10000W,NR,Outdoor
44:41.3,CMR,Yaoundé,CMR,2000-01-07,Fidele Ngoufo,,Male,10000W,NR,Outdoor
39:56.01,COL,Medellín,COL,2011-09-24,Eider Arévalo,1993.0,Male,10000W,NR,Outdoor
41:27.8,CRC,San José3,CRC,2009-03-28,Allan Segura,1980.0,Male,10000W,NR,Outdoor
44:09.51,CRO,Zagreb,CRO,2023-05-20,Bruno Erent,1990.0,Male,10000W,NR,Outdoor
40:50.39,CZE,Dreux,FRA,1992-06-19,Miloš Holuša,1965.0,Male,10000W,NR,Outdoor
40:03.5,DEN,Sødre Omme,DEN,1999-05-22,Claus Jørgensen,1974.0,Male,10000W,NR,Outdoor
38:37.6,ECU,Bergen,NOR,1998-05-09,Jefferson Pérez,1974.0,Male,10000W,NR,Outdoor
40:44.94,EGY,El Maadi,EGY,2021-05-20,Islam Abdel Awab Abdul Khaliq,1996.0,Male,10000W,NR,Outdoor
41:31.8,ESA,San Salvador,ESA,2005-05-14,Walter Sandoval,1984.0,Male,10000W,NR,Outdoor
37:53.09,ESP,Santa Cruz de Tenerife,ESP,2008-07-27,Francisco Javier Fernández,1977.0,Male,10000W,NR,Outdoor
40:30.0,EST,Alushta,URS,1984-02-25,Vassili Matvejev,1957.0,Male,10000W,NR,Outdoor
39:51.2,ETH,Addis Ababa,ETH,2023-05-20,Misganaw Wakuma,2004.0,Male,10000W,NR,Outdoor
38:44.13,FIN,Tampere,FIN,2018-09-01,Veli-Matti Partanen,1991.0,Male,10000W,NR,Outdoor
38:08.13,FRA,Reims,FRA,2014-07-12,Yohann Diniz,1978.0,Male,10000W,NR,Outdoor
39:05.85,GBR,Newport,GBR,2021-03-06,Callum Wilkinson,1997.0,Male,10000W,NR,Outdoor
38:12.13,GER,Potsdam,GER,1986-05-11,Ronald Weigel,1959.0,Male,10000W,NR,Outdoor
39:37.65,GRE,Pátra,GRE,2002-04-27,Elefthérios Thanópoulos,1975.0,Male,10000W,NR,Outdoor
40:10.73,GUA,Ciudad de Guatemala,GUA,2013-10-25,Erick Bernabé,,Male,10000W,NR,Outdoor
45:10.69,HKG,Hongkong,HKG,2018-02-04,Chin Man Kit,1991.0,Male,10000W,NR,Outdoor
39:56.02,HUN,Budapest,HUN,2016-06-19,Máté Helebrandt,1989.0,Male,10000W,NR,Outdoor
45:09.28,INA,Bogor,INA,2016-09-22,Indra Abdul Kadir,1984.0,Male,10000W,NR,Outdoor
38:49.21,IND,Birmingham,GBR,2022-08-07,Sandeep Kumar Sangwan,1986.0,Male,10000W,NR,Outdoor
41:11.1,IRI,Shiraz,IRI,2016-05-02,Hamid Reza Zouravand,1990.0,Male,10000W,NR,Outdoor
