result,wind,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
10.08,1.0,HUN,Budapest,HUN,1999-06-09,Roland Németh,1974.0,Male,100,NR,Outdoor
10.03,1.7,INA,Osaka,JPN,2019-05-19,Lalu Muhammad Zohri,2000.0,Male,100,NR,Outdoor
10.23,1.6,IND,Bangalore,IND,2023-10-11,Manikanta Hoblidhar,2001.0,Male,100,NR,Outdoor
10.03,1.2,IRI,Paris,FRA,2018-06-30,Hassan Taftian,1993.0,Male,100,NR,Outdoor
10.17,0.1,IRL,München,GER,2022-08-16,Israel Olatunde,2002.0,Male,100,NR,Outdoor
10.32,0.9,IRQ,Baghdad,IRQ,2021-04-04,Hussein Ali Al-Khafaji,1997.0,Male,100,NR,Outdoor
10.51,1.5,ISL,Hafnarfjördur,ISL,2017-07-01,Ari Bragi Kárason,1989.0,Male,100,NR,Outdoor
10.20,-0.6,ISR,Sevilla,ESP,1999-08-21,Alex Porkhomovski,1972.0,Male,100,NR,Outdoor
10.20,1.7,ISR,Tel Aviv,ISR,2023-05-21,Blessing Afrifa,2003.0,Male,100,NR,Outdoor
10.20,0.5,ISV,Tampa,USA,1988-06-17,Greg Barnes,1965.0,Male,100,NR,Outdoor
9.80,0.1,ITA,Tokyo,JPN,2021-08-01,Lamont Marcell Jacobs,1994.0,Male,100,NR,Outdoor
10.09,-0.2,IVB,Memphis,USA,2023-08-04,Rikkoi Brathwaite,1999.0,Male,100,NR,Outdoor
9.58,0.9,JAM,Berlin,GER,2009-08-16,Usain Bolt,1986.0,Male,100,NR,Outdoor
10.48,1.7,JOR,Amman,JOR,2007-10-27,Khalil Al-Hanahneh,1980.0,Male,100,NR,Outdoor
9.95,2.0,JPN,Tottori,JPN,2021-06-06,Ryota Yamagata,1992.0,Male,100,NR,Outdoor
10.08,1.3,KAZ,Linz,AUT,1992-08-13,Vitaliy Savin,1966.0,Male,100,NR,Outdoor
9.77,1.2,KEN,Nairobi,KEN,2021-09-18,Ferdinand Omanyala,1996.0,Male,100,NR,Outdoor
10.38,0.6,KGZ,Almaty,KAZ,2016-07-04,Jamalidin Musayev,1992.0,Male,100,NR,Outdoor
11.17,,KIR,Apia,SAM,2006-12-14,Rabangaki Nawai,1985.0,Male,100,NR,Outdoor
10.07,0.8,KOR,Jeongseon,KOR,2017-06-27,Kim Kuk-Young,1991.0,Male,100,NR,Outdoor
10.78,0.7,KOS,Elbasan,ALB,2017-06-08,Edis Ahmeti,1993.0,Male,100,NR,Outdoor
10.03,1.2,KSA,Paris,FRA,2018-06-30,Abdullah Abkar Mohammed,1997.0,Male,100,NR,Outdoor
10.27,1.8,KUW,Wuhan,CHN,2015-06-04,Meshal Al-Mutairi,1997.0,Male,100,NR,Outdoor
10.74,-0.2,LAO,Hangzhou,CHN,2023-09-29,Sorsy Phompakdy,2001.0,Male,100,NR,Outdoor
10.18,1.4,LAT,Donnas,ITA,2011-07-03,Ronalds Arājs,1987.0,Male,100,NR,Outdoor
10.42,1.0,LBA,Jacksonville,USA,2021-05-14,Ahmed Amaar,1997.0,Male,100,NR,Outdoor
10.41,1.4,LBN,Doha,QAT,2019-04-22,Noureddine Hadid,1993.0,Male,100,NR,Outdoor
9.97,-0.1,LBR,Memphis,USA,2023-08-04,Emmanuel Matadi,1991.0,Male,100,NR,Outdoor
10.17,1.6,LCA,El Paso,USA,2000-05-06,Ronald Promesse,1974.0,Male,100,NR,Outdoor
10.11,1.4,LES,Réduit,MRI,2015-04-12,Mosito Lehata,1989.0,Male,100,NR,Outdoor
10.53,0.6,LIE,Bellinzona,SUI,1996-07-12,Martin Frick,1972.0,Male,100,NR,Outdoor
10.14,-0.2,LTU,Shenzhen,CHN,2011-08-17,Rytis Sakalauskas,1987.0,Male,100,NR,Outdoor
10.41,,LUX,Ciudad de México,MEX,1979-09-08,Roland Bombardella,1957.0,Male,100,NR,Outdoor
10.41,1.7,LUX,Tomblaine,FRA,2006-07-21,Daniel Abenzoar-Foule,1981.0,Male,100,NR,Outdoor
10.61,,MAC,Macau,MAC,2023-03-05,Chan Kin Wa,2002.0,Male,100,NR,Outdoor
10.18,2.0,MAD,Ciudad de México,MEX,1968-10-13,Jean-Louis Ravelomamantsoa,1943.0,Male,100,NR,Outdoor
10.09,0.8,MAR,Dakar,SEN,2011-05-28,Aziz Ouhadi,1984.0,Male,100,NR,Outdoor
10.09,0.8,MAS,Cali,COL,2022-08-01,Muhd Azeem Fahmi,2004.0,Male,100,NR,Outdoor
10.33,2.0,MAW,St Pierre,MRI,2022-06-08,Stern Noel Liffa,2000.0,Male,100,NR,Outdoor
10.30,0.4,MDA,Moskva,URS,1984-07-19,Aleksandr Afteni,1958.0,Male,100,NR,Outdoor
10.33,1.9,MDV,Kingston,JAM,2016-04-16,Hassan Saaid,1992.0,Male,100,NR,Outdoor
10.21,0.1,MEX,Toluca,MEX,1997-07-11,Carlos Villaseñor,1974.0,Male,100,NR,Outdoor
10.21,0.8,MEX,Xalapa,MEX,2014-08-29,José Carlos Herrera,1986.0,Male,100,NR,Outdoor
10.62,1.2,MGL,Almaty,KAZ,2016-06-25,Achitbileg Battulga,1986.0,Male,100,NR,Outdoor
10.39,1.9,MHL,Minneapolis,USA,1999-05-15,Roman Cress,1977.0,Male,100,NR,Outdoor
10.50,1.6,MKD,Hvidovre,DEN,2022-06-11,Andreas Trajkovski,1993.0,Male,100,NR,Outdoor
10.10,1.2,MLI,Athens,USA,1996-05-04,Ousmane Diarra,1966.0,Male,100,NR,Outdoor
10.49,0.0,MLT,Zürich,SUI,2014-08-12,Kevin Moore,1990.0,Male,100,NR,Outdoor
10.55,0.3,MNE,Celje,SLO,2015-06-13,Luka Rakic,1991.0,Male,100,NR,Outdoor
10.12,1.8,MNT,Houston,USA,2018-05-12,Julius Morris,1994.0,Male,100,NR,Outdoor
10.53,1.4,MON,Dijón,FRA,2008-07-12,Sébastien Gattuso,1971.0,Male,100,NR,Outdoor
10.43,1.8,MOZ,Potchefstroom,RSA,2023-10-21,Steven Sabino,2006.0,Male,100,NR,Outdoor
10.12,1.2,MRI,Epinal,FRA,2022-07-03,Noah Bibi,2000.0,Male,100,NR,Outdoor
10.74,0.7,MTN,Antony,FRA,2006-07-11,Cheikh Diagana,1976.0,Male,100,NR,Outdoor
10.64,,MYA,Yangon,MYA,1969-12-07,Soe Win,1942.0,Male,100,NR,Outdoor
9.86,-0.4,NAM,Lausanne,SUI,1996-07-03,Frank Fredericks,1967.0,Male,100,NR,Outdoor
10.49,1.7,NCA,Managua,NCA,2021-10-09,Yeykell Romero,2002.0,Male,100,NR,Outdoor
9.91,0.7,NED,London,GBR,2012-08-05,Churandy Martina,1984.0,Male,100,NR,Outdoor
10.71,,NEP,Kathmandu,NEP,1999-09-26,Ram Krishna Chaudhari,1975.0,Male,100,NR,Outdoor
11.38,,NFI,Göteborg,SWE,1986-08-20,Jonathan McKee,1968.0,Male,100,NR,Outdoor
9.85,1.7,NGR,Doha,QAT,2006-05-12,Olusoji Fasuba,1984.0,Male,100,NR,Outdoor
10.52,,NIG,Niamey,NIG,2005-05-27,Yacouba Bello,,Male,100,NR,Outdoor
10.54,0.9,NIU,Auckland,NZL,2013-03-22,Isaac Tatoa,1990.0,Male,100,NR,Outdoor
10.99,-0.2,NMI,Apia,SAM,2007-09-04,Tyrone Omar,1987.0,Male,100,NR,Outdoor
9.99,1.0,NOR,Lausanne,SUI,2011-06-30,Jaysuma Saidy Ndure,1984.0,Male,100,NR,Outdoor
10.82,0.5,NRU,Apia,SAM,2019-07-16,Jonah Harris,1999.0,Male,100,NR,Outdoor
10.08,-0.3,NZL,Eugene,USA,2022-07-15,Edward Osei-Nketia,2001.0,Male,100,NR,Outdoor
9.97,1.7,OMA,Amman,JOR,2018-07-09,Barakat Al-Harthi,1988.0,Male,100,NR,Outdoor
10.37,0.0,PAK,Bangkok,THA,2023-07-13,Shajar Abbas,2000.0,Male,100,NR,Outdoor
10.01,-0.7,PAN,Cochabamba,BOL,2018-06-06,Alonso Edward,1989.0,Male,100,NR,Outdoor
10.25,0.1,PAR,Asunción,PAR,2022-07-30,Misael Jonas Zalazar,1996.0,Male,100,NR,Outdoor
10.28,0.4,PER,Tarija,BOL,2016-04-22,Andy Martínez,1993.0,Male,100,NR,Outdoor
10.25,0.0,PHI,Singapore,SGP,2015-06-09,Eric Cray,1988.0,Male,100,NR,Outdoor
10.55,-0.3,PLE,Strasbourg,FRA,2014-07-06,Mohammed Abukhousa,1992.0,Male,100,NR,Outdoor
10.52,1.2,PLW,Suva,FIJ,2016-07-08,Rodman Teltull,1994.0,Male,100,NR,Outdoor
10.40,1.6,PNG,Stuttgart,GER,1995-07-29,Peter Pulu,1975.0,Male,100,NR,Outdoor
10.00,2.0,POL,Warszawa,POL,1984-06-09,Marian Woronin,1956.0,Male,100,NR,Outdoor
9.86,0.6,POR,Athína,GRE,2004-08-22,Francis Obikwelu,1978.0,Male,100,NR,Outdoor
10.28,-0.2,PRK,Hangzhou,CHN,2023-09-29,Jo Kum Ryong,1999.0,Male,100,NR,Outdoor
10.13,1.9,PUR,San José3,CRC,2023-07-21,Diego Gonzalez,2003.0,Male,100,NR,Outdoor
10.52,1.8,PYF,Colombes,FRA,1972-07-21,Jean Bourne,1945.0,Male,100,NR,Outdoor
9.91,1.8,QAT,Wuhan,CHN,2015-06-04,Femi Ogunode,1991.0,Male,100,NR,Outdoor
10.21,0.2,ROU,Bucureşti,ROU,1994-06-17,Daniel Cojocaru,1969.0,Male,100,NR,Outdoor
9.84,1.2,RSA,Székesfehérvár,HUN,2021-07-06,Akani Simbine,1993.0,Male,100,NR,Outdoor
10.10,1.3,RUS,Göteborg,SWE,2006-08-08,Andrey Yepishin,1981.0,Male,100,NR,Outdoor
11.01,0.2,RWA,Douala,CMR,2022-03-27,Justin Senguyumva,1997.0,Male,100,NR,Outdoor
10.21,0.7,SAM,Phoenix,USA,2016-05-21,Jeremy Dodson,1987.0,Male,100,NR,Outdoor
10.17,-0.4,SEN,Bamako,MLI,2002-03-27,Oumar Loum,1973.0,Male,100,NR,Outdoor
10.17,0.9,SEN,Kinshasa,COD,2023-08-01,Mamadou Fall Sarr,1998.0,Male,100,NR,Outdoor
10.33,0.9,SEY,Abidjan,CIV,2017-07-23,Dyland Sicobo,1997.0,Male,100,NR,Outdoor
10.27,2.0,SGP,Hangzhou,CHN,2023-09-30,Marc Brian Louis,2002.0,Male,100,NR,Outdoor
9.93,1.9,SKN,Bottrop,GER,2016-05-29,Kim Collins,1976.0,Male,100,NR,Outdoor
10.09,1.9,SLE,Loughborough,GBR,2009-07-29,Gibrilla Pato Bangura,1985.0,Male,100,NR,Outdoor
10.13,0.8,SLO,Osaka,JPN,2007-08-25,Matic Osovnikar,1980.0,Male,100,NR,Outdoor
10.41,1.2,SMR,Marsa,MLT,2023-05-30,Francesco Sansovini,2000.0,Male,100,NR,Outdoor
10.75,1.0,SOL,Suva,FIJ,1990-07-11,Joseph Onika,,Male,100,NR,Outdoor
11.26,0.6,SOM,Växjö,SWE,2011-09-16,Abdiaziz Warsame Abdulle,1995.0,Male,100,NR,Outdoor
11.26,1.1,SOM,Halmstad,SWE,2014-06-15,Sakaria Hussein,,Male,100,NR,Outdoor
10.34,0.7,SRB,Athína,GRE,1984-09-07,Mladen Nikolic,1959.0,Male,100,NR,Outdoor
10.34,1.1,SRB,Kragujevac,SRB,2003-06-13,Marko Janković,1976.0,Male,100,NR,Outdoor
9.96,1.6,SRI,La Chaux-de-Fonds,SUI,2022-07-03,Yupun Abeykoon,1994.0,Male,100,NR,Outdoor
10.79,0.5,SSD,Perth,AUS,2016-03-24,Mangar Chuot,1989.0,Male,100,NR,Outdoor
10.61,0.0,STP,Leiria,POR,2007-06-01,Yazaldes Nascimento,1986.0,Male,100,NR,Outdoor
10.27,1.2,SUD,Baton Rouge,USA,2016-04-09,Ahmed Ali,1993.0,Male,100,NR,Outdoor
10.08,0.1,SUI,La Chaux-de-Fonds,SUI,2019-06-30,Alex Wilson,1990.0,Male,100,NR,Outdoor
9.89,0.8,SUR,São Paulo,BRA,2023-07-28,Issam Asinga,2004.0,Male,100,NR,Outdoor
10.13,1.1,SVK,Šamorín,SVK,2018-06-29,Ján Volko,1996.0,Male,100,NR,Outdoor
10.13,0.9,SWE,Söderhamn,SWE,2023-07-28,Henrik Larsson,1999.0,Male,100,NR,Outdoor
10.22,0.3,SWZ,Réduit,MRI,2018-07-07,Sibusiso Matsenjwa,1988.0,Male,100,NR,Outdoor
10.62,0.2,SYR,Berlin,GER,2023-08-30,Mohammad Amin Al-Salami,1994.0,Male,100,NR,Outdoor
10.57,,TAN,Ciudad de México,MEX,1968-10-13,Norman Chihota,1947.0,Male,100,NR,Outdoor
10.56,1.7,TGA,Townsville,AUS,1996-11-29,Toluta'u Koula,1970.0,Male,100,NR,Outdoor
10.06,1.4,THA,Hangzhou,CHN,2023-09-30,Phooripol Bunson,2006.0,Male,100,NR,Outdoor
10.37,1.5,TJK,Tashkent,UZB,2022-06-04,Ildar Akhmadiyev,2000.0,Male,100,NR,Outdoor
10.44,0.0,TKM,Alma-Ata,KAZ,1992-05-23,Mahmoud Yusupov,,Male,100,NR,Outdoor
10.28,-0.7,TKS,Kingston,JAM,2013-03-15,Delano Williams,1993.0,Male,100,NR,Outdoor
11.48,,TLS,Jakarta,INA,1994-09-07,J. Mezias,,Male,100,NR,Outdoor
10.30,1.5,TOG,Versailles,FRA,1996-06-08,Franck Amégnigan,1971.0,Male,100,NR,Outdoor
10.11,0.2,TPE,Hiratsuka,JPN,2018-06-16,Yang Chun-Han,1997.0,Male,100,NR,Outdoor
9.82,1.7,TTO,Port of Spain,TTO,2014-06-21,Richard Thompson,1985.0,Male,100,NR,Outdoor
10.38,0.6,TUN,Nürnberg,GER,2015-07-25,Badreddine Toumi,1990.0,Male,100,NR,Outdoor
9.92,0.9,TUR,Erzurum,TUR,2016-06-12,Jak Ali Harvey,1989.0,Male,100,NR,Outdoor
11.39,0.6,TUV,Birmingham,GBR,2022-08-02,Karalo Hepoiteloto Maibuca,1999.0,Male,100,NR,Outdoor
10.30,,UAE,Dubai,UAE,2017-05-25,Neseib Salmein Al-Zaabi,1988.0,Male,100,NR,Outdoor
10.17,1.6,UGA,Austin,USA,2023-04-01,Tarsis Orogot,2002.0,Male,100,NR,Outdoor
10.07,0.0,UKR,München,FRG,1972-08-31,Valeriy Borzov,1949.0,Male,100,NR,Outdoor
10.15,0.9,URU,Bogotá,COL,1999-06-25,Heber Viera,1979.0,Male,100,NR,Outdoor
9.69,2.0,USA,Shanghai,CHN,2009-09-20,Tyson Gay,1982.0,Male,100,NR,Outdoor
10.31,-0.4,UZB,Leningrad,URS,1985-07-17,Pyotr Vorobyov,1958.0,Male,100,NR,Outdoor
10.64,0.5,VAN,Koror,PLW,2005-07-26,Moses Kamut,1982.0,Male,100,NR,Outdoor
10.24,0.8,VEN,São Paulo,BRA,2023-07-28,David Vivas,1998.0,Male,100,NR,Outdoor
10.35,0.7,VIE,Hanoi,VIE,2022-12-14,Ngan Ngoc Nghia,1998.0,Male,100,NR,Outdoor
10.33,,VIN,Norfolk,USA,1997-04-18,Joel Mascoll,1974.0,Male,100,NR,Outdoor
10.90,,YEM,Kyiv,URS,1982-07-01,Nagib Salem Ahmed,,Male,100,NR,Outdoor
10.03,1.5,ZAM,Clermont,USA,2014-05-10,Gerald Phiri,1988.0,Male,100,NR,Outdoor
9.89,1.3,ZIM,Des Moines,USA,2011-06-10,Ngonidzashe Makusha,1987.0,Male,100,NR,Outdoor
