result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
18:12.52,AUS,Melbourne,AUS,2023-03-05,Declan Tingay,1999.0,Male,5000W,NR,Outdoor
18:31.76,BLR,Villeneuve d'Ascq,FRA,1993-07-02,Frants Kostyukevich,1963.0,Male,5000W,NR,Outdoor
18:49.10,CHN,Fossano,ITA,2014-09-13,Wang Zhen,1991.0,Male,5000W,NR,Outdoor
22:57.29,COD,Amiens,FRA,2019-05-05,Harouna Loleko Mboyo,,Male,5000W,NR,Outdoor
18:47.10,CZE,Bydgoszcz,POL,2001-06-15,Jiří Malysa,1966.0,Male,5000W,NR,Outdoor
24:07.78,FIJ,Melbourne,AUS,2017-03-03,Pramesh Prasad,1974.0,Male,5000W,NR,Outdoor
18:43.17,FIN,Espoo,FIN,2018-06-13,Veli-Matti Partanen,1991.0,Male,5000W,NR,Outdoor
18:18.01,FRA,Villeneuve d'Ascq,FRA,2008-06-27,Yohann Diniz,1978.0,Male,5000W,NR,Outdoor
18:41.23,GBR,Birmingham,GBR,2019-08-25,Callum Wilkinson,1997.0,Male,5000W,NR,Outdoor
18:59.37,IRL,Barcelona,ESP,2007-06-30,Robert Heffernan,1978.0,Male,5000W,NR,Outdoor
18:20.14,JPN,Inzai,JPN,2020-10-25,Koki Ikeda,1998.0,Male,5000W,NR,Outdoor
20:28.70,KOR,Sokcho,KOR,2001-04-18,Lee Dae-Ro,1980.0,Male,5000W,NR,Outdoor
20:43.2,LUX,Sittard,NED,1992-05-09,Marc Sowa,1963.0,Male,5000W,NR,Outdoor
21:46.87,MAD,Amiens,FRA,2008-06-18,Pietron Randrianandrasana,,Male,5000W,NR,Outdoor
20:09.63,MRI,Blois,FRA,2017-05-07,Jérome Caprice,1983.0,Male,5000W,NR,Outdoor
19:15.0,NZL,Williamstown,USA,2014-06-12,Quentin Rew,1984.0,Male,5000W,NR,Outdoor
18:17.22,POL,Reims,FRA,1992-07-03,Robert Korzeniowski,1968.0,Male,5000W,NR,Outdoor
18:55.60,RSA,Budapest,HUN,2017-06-30,Lebogang Shange,1990.0,Male,5000W,NR,Outdoor
18:05.49,TUN,Tunis,TUN,1997-05-01,Hatem Ghoula,1973.0,Male,5000W,NR,Outdoor
19:10.3,TUR,Izmir,TUR,2023-09-05,Salih Korkmaz,1997.0,Male,5000W,NR,Outdoor
20:44.44,ALB,Genova,ITA,2005-02-12,Orest Laniku,1987.0,Male,5000W,NR,Indoor
31:12.0,AND,Bompas,FRA,2006-11-25,Kevin Poulet,1991.0,Male,5000W,NR,Indoor
22:16.80,ARM,Rasht,IRI,2002-02-08,Robert Avakyan,,Male,5000W,NR,Indoor
18:52.20,AUS,Indianapolis,USA,1987-03-07,Dave Smith,1955.0,Male,5000W,NR,Indoor
19:37.57,AUT,Wien,AUT,1986-12-16,Martin Toporek,1961.0,Male,5000W,NR,Indoor
21:45.56,AZE,Toronto,CAN,1993-03-13,Sergey Shildkret,1962.0,Male,5000W,NR,Indoor
18:54.67,BEL,Budapest,HUN,1988-03-06,Jos Martens,1964.0,Male,5000W,NR,Indoor
20:55.36,BIH,Berlin,GER,1998-01-31,Denis Erkic,1971.0,Male,5000W,NR,Indoor
18:23.88,BLR,Volgograd,URS,1991-02-09,Frants Kostyukevich,1963.0,Male,5000W,NR,Indoor
19:28.87,BRA,Toronto,CAN,1993-03-13,Sérgio Galdino,1969.0,Male,5000W,NR,Indoor
18:58.18,BUL,Sofia,BUL,1990-02-10,Lyubomir Ivanov,1960.0,Male,5000W,NR,Indoor
20:27.01,CRO,Torino,ITA,1991-02-13,Aleksandar Raković,1968.0,Male,5000W,NR,Indoor
19:01.8,CZE,Ostrava,CZE,1994-01-11,Jiří Malysa,1966.0,Male,5000W,NR,Indoor
20:11.0,DEN,Århus,DEN,1997-03-01,Claus Jørgensen,1974.0,Male,5000W,NR,Indoor
20:19.91,ECU,Sevilla,ESP,1991-03-09,Jefferson Pérez,1974.0,Male,5000W,NR,Indoor
18:24.13,ESP,Belfast,GBR,2007-02-17,Francisco Javier Fernández,1977.0,Male,5000W,NR,Indoor
20:17.4,EST,Tallinn,URS,1982-02-06,Vassili Matvejev,1957.0,Male,5000W,NR,Indoor
18:39.01,FIN,Helsinki,FIN,2022-02-05,Veli-Matti Partanen,1991.0,Male,5000W,NR,Indoor
18:16.76,FRA,Reims,FRA,2014-12-07,Yohann Diniz,1978.0,Male,5000W,NR,Indoor
18:20.97,GBR,Glasgow,GBR,2020-02-23,Tom Bosworth,1990.0,Male,5000W,NR,Indoor
22:58.06,GEO,Tbilisi,URS,1990-01-14,Elmar Urushadze,,Male,5000W,NR,Indoor
18:11.41,GER,Wien,AUT,1988-02-13,Ronald Weigel,1959.0,Male,5000W,NR,Indoor
19:01.44,GRE,Pireás,GRE,2024-02-17,Aléxandros Papamihaíl,1988.0,Male,5000W,NR,Indoor
19:21.18,GUA,Bratislava,SVK,2019-01-27,Erick Barrondo,1991.0,Male,5000W,NR,Indoor
18:34.77,HUN,Budapest,HUN,1989-03-05,Sándor Urbanik,1964.0,Male,5000W,NR,Indoor
20:55.18,IRI,Rasht,IRI,2002-02-08,Mohamed Reza Banaei,1967.0,Male,5000W,NR,Indoor
18:42.38,IRL,Nenagh,IRL,2023-02-12,David Kenny,1999.0,Male,5000W,NR,Indoor
19:17.45,ISR,Praha,CZE,1991-02-23,Vladimir Ostrovskiy,1966.0,Male,5000W,NR,Indoor
18:08.86,ITA,Ancona,ITA,2007-02-17,Ivano Brugnetti,1976.0,Male,5000W,NR,Indoor
21:10.01,JPN,Indianapolis,USA,1987-03-07,Hirofumi Sakai,1965.0,Male,5000W,NR,Indoor
18:56.9,LAT,Riga,LAT,1995-02-19,Aigars Fadejevs,1975.0,Male,5000W,NR,Indoor
18:48.8,LTU,Kaunas,LTU,1992-02-08,Valdas Kazlauskas,1958.0,Male,5000W,NR,Indoor
20:56.01,LUX,Luxembourg,LUX,1992-01-25,Marc Sowa,1963.0,Male,5000W,NR,Indoor
19:19.69,MDA,Kyiv,UKR,1994-02-13,Viacheslav Fediuc,1973.0,Male,5000W,NR,Indoor
18:38.71,MEX,Indianapolis,USA,1987-03-07,Ernesto Canto,1959.0,Male,5000W,NR,Indoor
20:39.24,MRI,Dublin,IRL,2018-02-17,Jérome Caprice,1983.0,Male,5000W,NR,Indoor
20:17.42,NED,Den Haag,NED,1997-02-22,Harold van Beek,1962.0,Male,5000W,NR,Indoor
18:49.10,NOR,Budapest,HUN,1988-03-06,Erling Andersen,1960.0,Male,5000W,NR,Indoor
18:32.09,POL,Spala,POL,1993-02-21,Robert Korzeniowski,1968.0,Male,5000W,NR,Indoor
18:52.25,POR,Braga,POR,1992-02-22,José Urbano,1966.0,Male,5000W,NR,Indoor
18:59.24,ROU,Bucureşti,ROU,2000-02-19,Costică Bălan,1964.0,Male,5000W,NR,Indoor
18:07.08,RUS,Moskva,RUS,1995-02-14,Mikhail Shchennikov,1967.0,Male,5000W,NR,Indoor
20:57.17,SLO,Athína,GRE,1990-02-10,Milan Balek,1950.0,Male,5000W,NR,Indoor
21:54.74,SMR,Ancona,ITA,1987-01-10,Stefano Casali,1962.0,Male,5000W,NR,Indoor
20:06.32,SRB,Bratislava,SVK,2013-02-23,Vladimir Savanović,1985.0,Male,5000W,NR,Indoor
24:09.73,SUI,Vittel,FRA,2007-01-13,Christophe Bürki,1988.0,Male,5000W,NR,Indoor
18:27.80,SVK,Indianapolis,USA,1987-03-07,Jozef Pribilinec,1960.0,Male,5000W,NR,Indoor
18:27.95,SWE,Genova,ITA,1992-02-28,Stefan Johansson,1967.0,Male,5000W,NR,Indoor
19:39.92,TUN,Liévin,FRA,2018-02-18,Hédi Taraaoui,1989.0,Male,5000W,NR,Indoor
19:13.59,TUR,Istanbul,TUR,2020-01-11,Salih Korkmaz,1997.0,Male,5000W,NR,Indoor
18:21.76,UKR,Samara,RUS,2014-01-30,Ruslan Dmytrenko,1986.0,Male,5000W,NR,Indoor
19:15.88,USA,Boston,USA,2006-02-25,Tim Seaman,1972.0,Male,5000W,NR,Indoor
