result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
28:21,DEN,Valencia,ESP,2024-01-14,Axel Vang Christensen,2004,Male,10K,NR,Outdoor
27:24,ERI,Manchester,GBR,2007-05-20,Zersenay Tadese,1982,Male,10K,NR,Outdoor
27:48,ESP,Laredo,ESP,2018-03-17,Antonio Abadía,1990,Male,10K,NR,Outdoor
29:04,EST,Rapla,EST,2020-09-19,Tiidrek Nurme,1985,Male,10K,NR,Outdoor
27:02,ETH,Doha,QAT,2002-12-13,Haile Gebrselassie,1973,Male,10K,NR,Outdoor
28:47,FIN,Beverly Hills CA,USA,1980-12-07,Martti Kiilholma,1950,Male,10K,NR,Outdoor
27:44,GBR,London,GBR,2010-05-31,Mo Farah,1983,Male,10K,NR,Outdoor
26:24,KEN,Valencia,ESP,2020-01-12,Rhonex Kipruto,1999,Male,10K,NR,Outdoor
27:13,SUI,Valencia,ESP,2020-01-12,Julien Wanders,1996,Male,10K,NR,Outdoor
27:20,SWE,Valencia,ESP,2024-01-14,Andreas Almgren,1995,Male,10K,NR,Outdoor
27:37,TAN,Utrecht,NED,2018-10-07,Emmanuel Giniki,1988,Male,10K,NR,Outdoor
26:38,UGA,Valencia,ESP,2019-12-01,Joshua Cheptegei,1996,Male,10K,NR,Outdoor
27:58,UKR,Houilles,FRA,2007-12-30,Serhiy Lebid,1975,Male,10K,NR,Outdoor
