code;type;discipline;class;result;sex
DMJU16;GER;100;MJU16;11,80;M
DMJU16;GER;300;MJU16;38,50;M
DMJU16;GER;800;MJU16;2:06,00;M
DMJU16;GER;3K0;MJU16;9:55,00;M
DMJU16;GER;80H;MJU16;11,40;M
DMJU16;GER;30H;MJU16;44,50;M
DMJU16;GER;15H;MJU16;5:05,00;M
DMJU16;GER;4X1;MJU16;48,00;M
DMJU16;GER;HOC;MJU16;1,80;M
DMJU16;GER;STA;MJU16;3,60;M
DMJU16;GER;WEI;MJU16;6,20;M
DMJU16;GER;DRE;MJU16;11,50;M
DMJU16;GER;KUG;MJU16;14,00;M
DMJU16;GER;DIS;MJU16;45,00;M
DMJU16;GER;HAM;MJU16;40,00;M
DMJU16;GER;SPE;MJU16;50,00;M
DMJU16;GER;100;WJU16;12,80;W
DMJU16;GER;300;WJU16;42,70;W
DMJU16;GER;800;WJU16;2:22,20;W
DMJU16;GER;3K0;WJU16;11:15,00;W
DMJU16;GER;80H;WJU16;12,20;W
DMJU16;GER;30H;WJU16;48,00;W
DMJU16;GER;15H;WJU16;5:35,00;W
DMJU16;GER;4X1;WJU16;51,50;W
DMJU16;GER;HOC;WJU16;1,65;W
DMJU16;GER;STA;WJU16;3,00;W
DMJU16;GER;WEI;WJU16;5,45;W
DMJU16;GER;DRE;WJU16;10,70;W
DMJU16;GER;KUG;WJU16;12,00;W
DMJU16;GER;DIS;WJU16;32,00;W
DMJU16;GER;HAM;WJU16;40,00;W
DMJU16;GER;SPE;WJU16;38,00;W
