code;type;discipline;class;result;wind;venue;venueCountry;environment;date;name;firstname;lastname;nation;yearOfBirth;sex
NR;;50M;M;6.83;;Bompas;FRA;Indoor;2013-11-24;Adria Lopez;;;AND;1998;Male
NR;;50M;M;5.67;;Praha;CZE;Indoor;1997-02-25;Tomáš Dvořák;;;CZE;1972;Male
NR;;50M;M;6.65;;Novi Sad;SRB;Indoor;2011-01-21;Momir Matovic;;;MNE;1991;Male
NR;;50M;M;6.03;;Nice;FRA;Indoor;2008-01-05;Sébastien Gattuso;;;MON;1971;Male
NR;;50M;M;5.64;;Moskva;RUS;Indoor;1994-02-04;Aleksandr Porkhomovskiy;;;RUS;1972;Male
NR;;50M;M;5.83;;Eaubonne;FRA;Indoor;1999-02-23;Urban Acman;;;SLO;1976;Male
NR;;50M;M;5.63;;Aigle;SUI;Indoor;2023-01-21;Pascal Mancini;;;SUI;1989;Male
NR;;50M;M;5.81;;Banská Bystrica;TCH;Indoor;1987-01-24;Luboš Chochlík;;;SVK;1959;Male
NR;;800;M;1:53.62;;Portland;USA;Outdoor;2016-06-12;Wais Ibrahim Khairandesh;;;AFG;1990;Male
NR;;800;M;1:51.0;;Arnhem;NED;Outdoor;1973-08-11;Richard Riley;;;AHO;;Male
NR;;800;M;1:52.17;;San Juan;PUR;Outdoor;1989-07-28;Vernal Gumbs;;;AIA;;Male
NR;;800;M;1:47.28;;Lignano;ITA;Outdoor;2021-07-03;David Nikolli;;;ALB;1994;Male
NR;;800;M;1:42.61;;Río de Janeiro;BRA;Outdoor;2016-08-15;Taoufik Makhloufi;;;ALG;1988;Male
NR;;800;M;1:46.19;;Castellón;ESP;Outdoor;2023-06-14;Pol Moya;;;AND;1996;Male
NR;;800;M;1:47.54;;Belle Vue Mauricia;MRI;Outdoor;1992-06-27;João N'Tyamba;;;ANG;1968;Male
NR;;800;M;1:48.62;;Tokyo;JPN;Outdoor;1991-08-25;Dale Jones;;;ANT;1964;Male
NR;;800;M;1:46.01;;Bratislava;TCH;Outdoor;1986-06-14;Luis Antonio Migueles;;;ARG;1965;Male
NR;;800;M;1:50.09;;Daegu;KOR;Outdoor;2011-08-27;Ashot Hayrapetyan;;;ARM;1986;Male
NR;;800;M;1:57.57;;St. George's;GRN;Outdoor;2016-03-28;Justice Dreischor;;;ARU;1998;Male
NR;;800;M;2:01.3;;Utulei;ASA;Outdoor;1992-10-04;Afutolu Lefaoseu;;;ASA;;Male
NR;;800;M;1:43.99;;Decines Charpieu;FRA;Outdoor;2023-07-08;Joseph Deng;;;AUS;1998;Male
NR;;800;M;1:46.21;;Ingolstadt;GER;Outdoor;1992-07-19;Michael Wildner;;;AUT;1970;Male
NR;;800;M;1:46.7;;Baku;AZE;Outdoor;2004-06-03;Alibey Sükürov;;;AZE;1977;Male
NR;;800;M;1:49.32;;Marion;USA;Outdoor;2023-05-26;Joel Forbes;;;BAH;1999;Male
NR;;800;M;1:51.16;;Seoul;KOR;Outdoor;1988-09-23;Mohamed Hossain Milzer;;;BAN;1967;Male
NR;;800;M;1:45.83;;Austin;USA;Outdoor;2022-03-24;Jonathan Jones;;;BAR;1999;Male
NR;;800;M;1:42.81;;Zürich;SUI;Outdoor;2001-08-17;Jean-Patrick Nduwimana;;;BDI;1978;Male
NR;;800;M;1:43.86;;Montréal;CAN;Outdoor;1976-07-25;Ivo Van Damme;;;BEL;1954;Male
NR;;800;M;1:50.89;;Lagos;NGR;Outdoor;1999-05-21;Akim Balogoun;;;BEN;1980;Male
NR;;800;M;1:46.26;;Greensboro;USA;Outdoor;2010-05-28;Aaron Evans;;;BER;1990;Male
NR;;800;M;2:03.08;;Tokyo;JPN;Outdoor;2018-07-08;Penjor Tshering;;;BHU;1999;Male
NR;;800;M;1:42.51;;Monaco;MON;Outdoor;2015-07-17;Amel Tuka;;;BIH;1991;Male
NR;;800;M;1:52.33;;Walnut;USA;Outdoor;2008-03-08;Jonathan Williams;;;BIZ;1983;Male
NR;;800;M;1:48.16;;Ponce;PUR;Outdoor;2006-05-27;Fadrique Iglesias;;;BOL;1980;Male
NR;;800;M;1:41.73;;London;GBR;Outdoor;2012-08-09;Nijel Amos;;;BOT;1994;Male
NR;;800;M;1:41.77;;Köln;GER;Outdoor;1984-08-26;Joaquim Cruz;;;BRA;1963;Male
NR;;800;M;1:42.79;;Monaco;MON;Outdoor;2008-07-29;Youssef Saad Kamel;;;BRN;1981;Male
NR;;800;M;1:55.05;;Kota Kinabalu;MAS;Outdoor;2002-09-11;Jimy Anak Ahar;;;BRU;1981;Male
NR;;800;M;1:46.3;;Celje;YUG;Outdoor;1979-07-12;Binko Kolev;;;BUL;1958;Male
NR;;800;M;1:52.1;;Abidjan;CIV;Outdoor;1974-04-13;Kondia Quaba;;;BUR;;Male
NR;;800;M;1:48.26;;Tokyo;JPN;Outdoor;2021-07-31;Francky Mbotto;;;CAF;1997;Male
NR;;800;M;1:50.09;;Bangkok;THA;Outdoor;2023-07-15;Chhun Bunthorn;;;CAM;1993;Male
NR;;800;M;1:42.85;;Eugene;USA;Outdoor;2023-09-17;Marco Arop;;;CAN;1998;Male
NR;;800;M;1:50.22;;Westwood;USA;Outdoor;2011-04-09;Jon Rankin;;;CAY;1982;Male
NR;;800;M;1:49.5;;Tunis;TUN;Outdoor;1983-01-05;Ghislain Obounghat;;;CGO;1956;Male
NR;;800;M;1:48.6;;Thonon-les-Bains;FRA;Outdoor;1962-06-26;Ahmed Issa;;;CHA;1943;Male
NR;;800;M;1:45.75;;Hengelo;NED;Outdoor;1990-08-12;Pablo Squella;;;CHI;1963;Male
NR;;800;M;1:46.32;;Beijing;CHN;Outdoor;2014-05-21;Teng Haining;;;CHN;1993;Male
NR;;800;M;1:47.09;;Castres;FRA;Outdoor;2003-08-06;Siakha Bamba;;;CIV;1975;Male
NR;;800;M;1:48.6;;Yaoundé;CMR;Outdoor;2001-09-06;Paulin Nyatchou;;;CMR;;Male
NR;;800;M;1:50.39;;Saint-Maur;FRA;Outdoor;2001-04-07;Patrick Tambwé;;;COD;1975;Male
NR;;800;M;1:47.26;;Tokyo;JPN;Outdoor;2021-07-31;Alex Beddoes;;;COK;1995;Male
NR;;800;M;1:44.31;;Belém;BRA;Outdoor;2011-05-15;Rafith Rodriguez;;;COL;1989;Male
NR;;800;M;1:51.44;;Aix-les-Bains;FRA;Outdoor;2012-05-20;Attoumane Abdoul-Had;;;COM;1989;Male
NR;;800;M;1:49.94;;Lisboa;POR;Outdoor;2017-06-17;Samuel Freire;;;CPV;1990;Male
NR;;800;M;1:48.06;;Manhattan;USA;Outdoor;2021-05-15;Juan Diego Castro;;;CRC;2000;Male
NR;;800;M;1:44.07;;Roma;ITA;Outdoor;1974-09-04;Luciano Susanj;;;CRO;1948;Male
NR;;800;M;1:42.85;;Atlanta;USA;Outdoor;1996-07-31;Norberto Téllez;;;CUB;1972;Male
NR;;800;M;1:47.17;;Casablanca;MAR;Outdoor;1983-09-15;Spyros Spyrou;;;CYP;1958;Male
NR;;800;M;1:44.84;;Zürich;SUI;Outdoor;1998-08-12;Lukáš Vydra;;;CZE;1973;Male
NR;;800;M;1:41.11;;Köln;GER;Outdoor;1997-08-24;Wilson Kipketer;;;DEN;1972;Male
NR;;800;M;1:42.97;;Monaco;MON;Outdoor;2015-07-17;Ayanleh Souleiman;;;DJI;1992;Male
NR;;800;M;1:47.62;;San José3;CRC;Outdoor;2023-07-23;Dennick Luke;;;DMA;2001;Male
NR;;800;M;1:46.13;;Los Angeles;USA;Outdoor;2021-05-15;Luis Peralta;;;DOM;1999;Male
NR;;800;M;1:46.55;;Belém;BRA;Outdoor;2008-05-25;Byron Piedra;;;ECU;1982;Male
NR;;800;M;1:44.92;;Madrid;ESP;Outdoor;2017-07-14;Mohamed Ahmed Hamada;;;EGY;1992;Male
NR;;800;M;1:45.90;;Accra;GHA;Outdoor;2024-03-18;Fithawi Zaid;;;ERI;2004;Male
NR;;800;M;1:50.85;;San Salvador;ESA;Outdoor;2022-06-26;Pablo Andrés Ibáñez;;;ESA;1998;Male
NR;;800;M;1:43.65;;Monaco;MON;Outdoor;2018-07-20;Saul Ordóñez;;;ESP;1994;Male
NR;;800;M;1:45.87;;Helsinki;FIN;Outdoor;1999-06-10;Urmet Uusorg;;;EST;1976;Male
NR;;800;M;1:42.37;;Bruxelles;BEL;Outdoor;2013-09-06;Mohamed Aman;;;ETH;1994;Male
NR;;800;M;1:48.70;;Szombathely;HUN;Outdoor;2004-08-08;Isireli Naikelekelevesi;;;FIJ;1976;Male
NR;;800;M;1:44.10;;Zürich;SUI;Outdoor;1989-08-16;Ari Suhonen;;;FIN;1965;Male
NR;;800;M;2:14.68;;Krokom;SWE;Outdoor;2016-07-30;Kafi Abdi;;;FOR;2000;Male
NR;;800;M;1:42.53;;Monaco;MON;Outdoor;2014-07-18;Pierre-Ambroise Bosse;;;FRA;1992;Male
NR;;800;M;2:01.95;;Kolonia;FSM;Outdoor;2002-07-25;Cornelius Ardos;;;FSM;;Male
NR;;800;M;1:48.45;;Caluire;FRA;Outdoor;1994-03-06;Franck Matamba;;;GAB;1972;Male
NR;;800;M;1:47.20;;Abidjan;CIV;Outdoor;2019-04-20;Edrissa Marong;;;GAM;2000;Male
NR;;800;M;1:41.73;;Firenze;ITA;Outdoor;1981-06-10;Sebastian Coe;;;GBR;1956;Male
NR;;800;M;1:50.50;;Funchal;POR;Outdoor;2002-06-29;Danilson Ricciulli;;;GBS;1982;Male
NR;;800;M;1:49.6;;Tbilisi;URS;Outdoor;1979-07-14;Anatoli Nekrasov;;;GEO;1957;Male
NR;;800;M;1:50.91;;Asaba;NGR;Outdoor;2018-08-02;Benjamin Enzema;;;GEQ;1989;Male
NR;;800;M;1:43.65;;Helsinki;FIN;Outdoor;1983-08-09;Willi Wülbeck;;;GER;1954;Male
NR;;800;M;1:44.80;;Marietta;USA;Outdoor;2017-05-19;Alex Amankwah;;;GHA;1992;Male
NR;;800;M;1:50.58;;Watford;GBR;Outdoor;2014-07-16;Harvey Dixon;;;GIB;1993;Male
NR;;800;M;1:45.00;;Zürich;SUI;Outdoor;1997-08-13;Panayiótis Stroubákos;;;GRE;1972;Male
NR;;800;M;1:48.28;;Azusa;USA;Outdoor;2022-04-14;Nathan Hood;;;GRN;1998;Male
NR;;800;M;1:49.07;;Tokyo;JPN;Outdoor;1991-08-25;Luis Martinez;;;GUA;1966;Male
NR;;800;M;1:51.80;;Barcelona;ESP;Outdoor;1992-01-08;Mohamed Sy Savane;;;GUI;1968;Male
NR;;800;M;1:53.26;;Seattle;USA;Outdoor;1999-03-04;Anthony Quan;;;GUM;1976;Male
NR;;800;M;1:45.54;;Langley;CAN;Outdoor;2023-07-14;Quamel Prince;;;GUY;1994;Male
NR;;800;M;1:45.79;;Eagle Rock;USA;Outdoor;1996-05-11;Jean Destine;;;HAI;1973;Male
NR;;800;M;1:52.17;;Hongkong;HKG;Outdoor;1999-04-18;Leung Tat Wai;;;HKG;1978;Male
NR;;800;M;1:49.50;;Guadalajara;ESP;Outdoor;2021-06-16;Elvin Josué Canales;;;HON;2001;Male
NR;;800;M;1:45.37;;Rieti;ITA;Outdoor;2013-09-08;Tamás Kazi;;;HUN;1985;Male
NR;;800;M;1:49.93;;Chiangmai;THA;Outdoor;1995-12-12;Alexander Resmol;;;INA;;Male
NR;;800;M;1:45.65;;Guwahati;IND;Outdoor;2018-06-27;Jinson Johnson;;;IND;1991;Male
NR;;800;M;1:44.74;;Incheon;KOR;Outdoor;2005-09-04;Sadjad Moradi;;;IRI;1983;Male
NR;;800;M;1:44.71;;Castellón;ESP;Outdoor;2021-06-29;Mark English;;;IRL;1993;Male
NR;;800;M;1:45.88;;Guangzhou;CHN;Outdoor;2010-11-25;Adnan Taees Akkar;;;IRQ;1980;Male
NR;;800;M;1:48.83;;Oslo;NOR;Outdoor;1987-07-04;Erlingur Jóhannsson;;;ISL;1961;Male
NR;;800;M;1:46.53;;Westwood;USA;Outdoor;1984-05-13;Mark Handelsman;;;ISR;1961;Male
NR;;800;M;1:49.15;;Indianapolis;USA;Outdoor;2012-06-09;Seymour Walter;;;ISV;1990;Male
NR;;800;M;1:43.74;;Rieti;ITA;Outdoor;2000-09-03;Andrea Longo;;;ITA;1975;Male
NR;;800;M;1:46.98;;Ypsilanti;USA;Outdoor;1994-05-25;Greg Rhymer;;;IVB;1972;Male
NR;;800;M;1:44.70;;Washington;USA;Outdoor;2023-07-30;Navasky Anderson;;;JAM;2000;Male
NR;;800;M;1:48.25;;Buffalo;USA;Outdoor;1993-07-15;Jihad Al-Balaoui;;;JOR;1969;Male
NR;;800;M;1:45.75;;Tokyo;JPN;Outdoor;2014-05-11;Sho Kawamoto;;;JPN;1993;Male
NR;;800;M;1:45.75;;Chitose;JPN;Outdoor;2021-07-17;Hiroki Minamoto;;;JPN;1999;Male
NR;;800;M;1:46.99;;Almaty;KAZ;Outdoor;2004-06-05;Mikhail Kolganov;;;KAZ;1980;Male
NR;;800;M;1:40.91;;London;GBR;Outdoor;2012-08-09;David Rudisha;;;KEN;1988;Male
NR;;800;M;1:46.04;;Moskva;RUS;Outdoor;1999-07-15;Boris Kaveshnikov;;;KGZ;;Male
NR;;800;M;2:01.73;;Apia;SAM;Outdoor;2007-03-09;Tanini Teekea;;;KIR;;Male
NR;;800;M;1:44.14;;Seoul;KOR;Outdoor;1994-06-17;Lee Jin-Il;;;KOR;1973;Male
NR;;800;M;1:47.4;;Mitrovice;KOS;Outdoor;2014-08-31;Musa Hajdari;;;KOS;1987;Male
NR;;800;M;1:43.66;;Doha;QAT;Outdoor;2009-05-08;Mohammed Al-Salhi;;;KSA;1986;Male
NR;;800;M;1:44.13;;Athína;GRE;Outdoor;2006-07-03;Mohamed Mutlak Al-Azimi;;;KUW;1982;Male
NR;;800;M;1:57.97;;Bangkok;THA;Outdoor;1989-11-24;Khambieng Khamiar;;;LAO;;Male
NR;;800;M;1:43.67;;Athína;GRE;Outdoor;2006-07-03;Dmitrijs Miļkevičs;;;LAT;1981;Male
NR;;800;M;1:48.08;;Abuja;NGR;Outdoor;2003-10-13;Aboubaker El-Gatrouni;;;LBA;1977;Male
NR;;800;M;1:50.31;;Marrakech;MAR;Outdoor;2023-06-24;Mohamed Hannouf;;;LBN;1993;Male
NR;;800;M;1:47.04;;Des Moines;USA;Outdoor;2000-04-29;Bobby True;;;LBR;1977;Male
NR;;800;M;1:47.83;;Houston;USA;Outdoor;2017-05-05;Marbeq Edgar;;;LCA;1995;Male
NR;;800;M;1:50.85;;Welkom;RSA;Outdoor;1982-06-03;Freddy Lenka;;;LES;;Male
NR;;800;M;1:46.16;;Zürich;SUI;Outdoor;1975-08-20;Günther Hasler;;;LIE;1951;Male
NR;;800;M;1:46.58;;Kaunas;LTU;Outdoor;2008-07-19;Vitalij Kozlov;;;LTU;1987;Male
NR;;800;M;1:44.81;;Zürich;SUI;Outdoor;2006-08-18;David Fiegen;;;LUX;1984;Male
NR;;800;M;1:55.40;;Zhaoqing;CHN;Outdoor;2021-04-25;Lou Wai Un;;;MAC;1999;Male
NR;;800;M;1:47.33;;Atlanta;USA;Outdoor;1996-07-28;Joseph Rakotoarimanana;;;MAD;1972;Male
NR;;800;M;1:43.25;;Roma;ITA;Outdoor;2006-07-14;Amine Laâlou;;;MAR;1982;Male
NR;;800;M;1:47.37;;Jakarta;INA;Outdoor;1985-09-26;Batumalai Rajakumar;;;MAS;1964;Male
NR;;800;M;1:49.48;;Nairobi;KEN;Outdoor;1987-08-08;Kenneth Dzekedzeke;;;MAW;1969;Male
NR;;800;M;1:47.18;;Stayki;BLR;Outdoor;2000-08-19;Vitaliy Cerches;;;MDA;1973;Male
NR;;800;M;1:53.08;;Kathmandu;NEP;Outdoor;1999-09-27;Naseer Ismail;;;MDV;1975;Male
NR;;800;M;1:43.44;;Marietta;USA;Outdoor;2021-07-09;Jesús López;;;MEX;1997;Male
NR;;800;M;1:52.6;;Ulan Bator;MGL;Outdoor;2005-05-06;Tumur Ankhbayar;;;MGL;1984;Male
NR;;800;M;2:05.2;;Majuro;MHL;Outdoor;1994-07-28;Martin Motuahala;;;MHL;;Male
NR;;800;M;1:47.14;;Sofia;BUL;Outdoor;2002-05-15;Vanco Stojanov;;;MKD;1977;Male
NR;;800;M;1:46.38;;Daegu;KOR;Outdoor;2011-08-27;Moussa Camara;;;MLI;1988;Male
NR;;800;M;1:46.50;;Karlsruhe;GER;Outdoor;2023-05-20;Jared Micallef;;;MLT;1998;Male
NR;;800;M;1:52.05;;Niš;SRB;Outdoor;1996-06-16;Slavisa Vranes;;;MNE;1977;Male
NR;;800;M;1:47.61;;Monaco;MON;Outdoor;2010-07-22;Brice Etès;;;MON;1984;Male
NR;;800;M;1:46.32;;Oslo;NOR;Outdoor;2016-06-09;Alberto Mamba;;;MOZ;1994;Male
NR;;800;M;1:48.24;;Gainesville;USA;Outdoor;1994-01-05;Desiré Pierre-Louis;;;MRI;1973;Male
NR;;800;M;1:51.12;;Tampa;USA;Outdoor;2023-04-07;Amadou Ba;;;MTN;;Male
NR;;800;M;1:47.9;;Bangkok;THA;Outdoor;1970-12-11;Jimmy Crampton;;;MYA;1949;Male
NR;;800;M;1:46.62;;Durban;RSA;Outdoor;2011-04-10;Daniel Nghipandulwa;;;NAM;1989;Male
NR;;800;M;1:49.10;;Daegu;KOR;Outdoor;2011-08-27;Edgar Cortez;;;NCA;1989;Male
NR;;800;M;1:43.45;;Zürich;SUI;Outdoor;2006-08-18;Bram Som;;;NED;1980;Male
NR;;800;M;1:50.25;;Jakarta;INA;Outdoor;2018-08-27;Kumal Som Bahadur;;;NEP;1992;Male
NR;;800;M;1:58.0;;Göteborg;SWE;Outdoor;1986-05-18;Jonathan McKee;;;NFI;1968;Male
NR;;800;M;1:44.65;;Washington;USA;Outdoor;2023-07-30;Edose Ibadin;;;NGR;1993;Male
NR;;800;M;1:50.8;;Saint-Maur;FRA;Outdoor;1983-07-13;Moussa Daweye;;;NIG;1958;Male
NR;;800;M;2:09.91;;Apia;SAM;Outdoor;1983-08-09;John Malcolm;;;NIU;;Male
NR;;800;M;2:06.7;;Saipan;FRA;Outdoor;2012-05-17;Michael Mancao;;;NMI;;Male
NR;;800;M;1:42.58;;Atlanta;USA;Outdoor;1996-07-31;Vebjørn Rodal;;;NOR;1972;Male
NR;;800;M;2:09.92;;Saipan;FRA;Outdoor;2018-06-14;John-Rico Togogae;;;NRU;;Male
NR;;800;M;1:44.3;;Christchurch;NZL;Outdoor;1962-02-03;Peter Snell;;;NZL;1938;Male
NR;;800;M;1:47.68;;Hangzhou;CHN;Outdoor;2023-10-02;Hussain Mohsen Al-Farisi;;;OMA;2003;Male
NR;;800;M;1:48.10;;Hannover;GER;Outdoor;1974-07-28;Muhammed Siddique;;;PAK;1948;Male
NR;;800;M;1:46.99;;Asunción;PAR;Outdoor;2022-10-15;Chamar Chambers;;;PAN;1997;Male
NR;;800;M;1:50.17;;Indianapolis;USA;Outdoor;1987-08-13;Francisco Figueredo;;;PAR;1960;Male
NR;;800;M;1:47.01;;Torrance;USA;Outdoor;2017-04-15;David Torrence;;;PER;1985;Male
NR;;800;M;1:47.52;;Azusa;USA;Outdoor;2019-04-19;Carter Lilly;;;PHI;1995;Male
NR;;800;M;1:47.04;;Baku;AZE;Outdoor;2017-05-18;Wesam Al-Massri;;;PLE;1990;Male
NR;;800;M;1:59.16;;Nikao;COK;Outdoor;2009-09-23;Douglas Schmidt;;;PLW;1991;Male
NR;;800;M;1:48.29;;Baton Rouge;USA;Outdoor;2002-04-20;Clement Abai;;;PNG;1980;Male
NR;;800;M;1:43.22;;Zürich;SUI;Outdoor;2001-08-17;Paweł Czapiewski;;;POL;1978;Male
NR;;800;M;1:44.91;;San Sebastián;ESP;Outdoor;2002-08-20;Rui Silva;;;POR;1977;Male
NR;;800;M;1:49.20;;Pyongyang;PRK;Outdoor;1983-04-11;Huang Myon Son;;;PRK;;Male
NR;;800;M;1:43.83;;Paris;FRA;Outdoor;2019-08-24;Wesley Vázquez;;;PUR;1994;Male
NR;;800;M;1:43.82;;Barcelona;ESP;Outdoor;2015-07-08;Abdulrahman Musaeb Balla;;;QAT;1989;Male
NR;;800;M;1:44.93;;Zagreb;CRO;Outdoor;2021-09-14;Catalin Tecuceanu;;;ROU;1999;Male
NR;;800;M;1:42.69;;Bruxelles;BEL;Outdoor;1999-09-03;Hezekiél Sepeng;;;RSA;1974;Male
NR;;800;M;1:42.47;;Bruxelles;BEL;Outdoor;2001-08-24;Yuriy Borzakovskiy;;;RUS;1981;Male
NR;;800;M;1:49.35;;Nassau;BAH;Outdoor;1999-05-26;Alexis Sharangabo;;;RWA;1978;Male
NR;;800;M;1:47.45;;Beijing;CHN;Outdoor;2008-08-20;Aunese Curreen;;;SAM;1985;Male
NR;;800;M;1:44.06;;Zürich;SUI;Outdoor;1988-08-17;Moussa Fall;;;SEN;1963;Male
NR;;800;M;1:51.20;;Victoria;CAN;Outdoor;1999-04-24;Selwyn Bonne;;;SEY;1978;Male
NR;;800;M;1:50.56;;Singapore;SGP;Outdoor;1987-07-22;Sinnathambi Pandian;;;SGP;;Male
NR;;800;M;1:49.96;;Kingston;JAM;Outdoor;1996-06-27;Ian Godwin;;;SKN;1973;Male
NR;;800;M;1:51.23;;Cwmbrân;GBR;Outdoor;1995-07-09;Prince Amara;;;SLE;1973;Male
NR;;800;M;1:45.15;;Pfungstadt;GER;Outdoor;2021-08-04;Žan Rudolf;;;SLO;1993;Male
NR;;800;M;1:51.8;;San Marino;SMR;Outdoor;1997-06-25;Manlio Molinari;;;SMR;1964;Male
NR;;800;M;1:52.64;;Brisbane;AUS;Outdoor;1982-10-05;Charlie Oliver;;;SOL;1955;Male
NR;;800;M;1:43.60;;Zürich;SUI;Outdoor;1989-08-16;Abdi Bile;;;SOM;1962;Male
NR;;800;M;1:44.75;;Linz;AUT;Outdoor;1988-08-15;Slobodan Popovic;;;SRB;1962;Male
NR;;800;M;1:47.13;;Nairobi;KEN;Outdoor;2018-06-16;Indunil Herath;;;SRI;1993;Male
NR;;800;M;1:47.43;;Bloomington;USA;Outdoor;2018-05-13;Alex Lomong;;;SSD;1997;Male
NR;;800;M;1:52.8;;Luanda;ANG;Outdoor;1981-08-27;Antonio Cadio Paraiso;;;STP;;Male
NR;;800;M;1:42.23;;Oslo;NOR;Outdoor;2010-06-04;Abubaker Kaki;;;SUD;1989;Male
NR;;800;M;1:42.55;;Zürich;SUI;Outdoor;2001-08-17;André Bucher;;;SUI;1976;Male
NR;;800;M;1:46.74;;Indianapolis;USA;Outdoor;1992-05-09;Tommy Asinga;;;SUR;1968;Male
NR;;800;M;1:44.94;;Ostrava;CZE;Outdoor;2008-06-12;Jozef Repčík;;;SVK;1986;Male
NR;;800;M;1:44.47;;Ostrava;CZE;Outdoor;2020-09-08;Andreas Kramer;;;SWE;1997;Male
NR;;800;M;1:46.54;;Kristiinankaupunki;FIN;Outdoor;1997-07-01;Ozzie Mdziniso;;;SWZ;1970;Male
NR;;800;M;1:47.45;;Alzette-sur-Esch;LUX;Outdoor;1998-06-19;Mahmoud Kheirat;;;SYR;1970;Male
NR;;800;M;1:45.28;;Río de Janeiro;BRA;Outdoor;2005-05-15;Samuel Mwera Chegere;;;TAN;1985;Male
NR;;800;M;1:56.85;;Victoria;CAN;Outdoor;1994-08-23;Paea Funaki;;;TGA;1972;Male
NR;;800;M;1:48.18;;Hangzhou;CHN;Outdoor;2023-10-02;Joshua Atkinson;;;THA;2003;Male
NR;;800;M;1:48.5;;Dushanbe;URS;Outdoor;1983-06-21;Rivkat Agletdinov;;;TJK;;Male
NR;;800;M;1:47.66;;Tashkent;URS;Outdoor;1986-09-17;Sergey Kamayev;;;TKM;1963;Male
NR;;800;M;1:50.02;;Kingston;JAM;Outdoor;2018-06-02;Ken Reyes;;;TKS;1999;Male
NR;;800;M;1:55.24;;Phnom Penh;CAM;Outdoor;2023-05-10;Manuel Belo Amaral Ataide;;;TLS;2001;Male
NR;;800;M;1:50.09;;Kinshasa;COD;Outdoor;2023-08-02;Makman Yoagbati;;;TOG;1999;Male
NR;;800;M;1:47.24;;Westwood;USA;Outdoor;1980-05-03;Wang Lung-Hua;;;TPE;1958;Male
NR;;800;M;1:45.43;;Sacramento;USA;Outdoor;2005-06-11;Sherridan Kirk;;;TTO;1981;Male
NR;;800;M;1:44.99;;Tokyo;JPN;Outdoor;2021-08-01;Abdessalem Ayouni;;;TUN;1994;Male
NR;;800;M;1:44.00;;Mersin;TUR;Outdoor;2013-06-29;İlham Tanui Özbilen;;;TUR;1990;Male
NR;;800;M;2:12.0;;Nauru;NRU;Outdoor;1971-07-01;Nelu Arenga;;;TUV;;Male
NR;;800;M;1:48.86;;Aleppo;SYR;Outdoor;2010-09-20;Saoud Mohamed Abdulkarim;;;UAE;1987;Male
NR;;800;M;1:43.72;;Madrid;ESP;Outdoor;2008-07-05;Abraham Chepkirwok;;;UGA;1988;Male
NR;;800;M;1:45.08;;Kyiv;URS;Outdoor;1984-06-22;Leonid Masunov;;;UKR;1962;Male
NR;;800;M;1:49.16;;Lima;PER;Outdoor;2015-06-14;Javier Marmo;;;URU;1992;Male
NR;;800;M;1:42.34;;Doha;QAT;Outdoor;2019-10-01;Donavan Brazier;;;USA;1997;Male
NR;;800;M;1:47.50;;Moskva;RUS;Outdoor;2005-07-16;Erkinjon Isakov;;;UZB;1974;Male
NR;;800;M;1:51.13;;Delhi;IND;Outdoor;2010-10-08;Arnold Sorina;;;VAN;1988;Male
NR;;800;M;1:43.54;;Rieti;ITA;Outdoor;1984-09-02;William Wuycke;;;VEN;1958;Male
NR;;800;M;1:48.97;;Kuala Lumpur;MAS;Outdoor;2017-08-23;Van Thai Duong;;;VIE;1992;Male
NR;;800;M;1:45.93;;San Salvador;ESA;Outdoor;2023-07-05;Handal Roban;;;VIN;2002;Male
NR;;800;M;1:47.98;;Budapest;HUN;Outdoor;2023-08-22;Abdullah Al-Yaari;;;YEM;2003;Male
NR;;800;M;1:46.14;;Burnaby;CAN;Outdoor;2011-07-01;Prince Mumba;;;ZAM;1984;Male
NR;;800;M;1:45.03;;Caorle;ITA;Outdoor;1996-06-15;Savieri Ngidhi;;;ZIM;1968;Male
NR;;800;M;1:57.36;;Portland;USA;Indoor;2016-03-18;Wais Ibrahim Khairandesh;;;AFG;1990;Male
NR;;800;M;1:48.96;;Wien;AUT;Indoor;2019-01-26;Eraldo Qerama;;;ALB;1991;Male
NR;;800;M;1:45.35;;Liévin;FRA;Indoor;2024-02-10;Mohamed Ali Gouaned;;;ALG;2002;Male
NR;;800;M;1:48.86;;Sabadell;ESP;Indoor;2017-02-07;Pol Moya;;;AND;1996;Male
NR;;800;M;1:54.56;;Indianapolis;USA;Indoor;1987-03-06;Dale Jones;;;ANT;1964;Male
NR;;800;M;1:49.00;;Sevilla;ESP;Indoor;1991-03-08;Luis Antonio Migueles;;;ARG;1965;Male
NR;;800;M;1:51.94;;Istanbul;TUR;Indoor;2017-02-17;Tigran Mkrtchyan;;;ARM;1994;Male
NR;;800;M;1:45.59;;Fayetteville;USA;Indoor;2021-02-13;Charles Hunter;;;AUS;1996;Male
NR;;800;M;1:46.65;;Wien;AUT;Indoor;2012-02-11;Andreas Rapatz;;;AUT;1986;Male
NR;;800;M;1:48.17;;Moskva;URS;Indoor;1989-01-20;Andrey Vamishin;;;AZE;1967;Male
NR;;800;M;1:59.14;;Tehran;IRI;Indoor;2018-02-01;Hasan Kamrul;;;BAN;1997;Male
NR;;800;M;1:46.93;;Clemson;USA;Indoor;2022-02-12;Jonathan Jones;;;BAR;1999;Male
NR;;800;M;1:45.33;;Fayetteville;USA;Indoor;2001-03-10;Jean-Patrick Nduwimana;;;BDI;1978;Male
